Displacement [mm],Force [kN]
-0.0115,-0.5362
-0.2413,-28.9564
-0.6089,-60.5940
-0.7698,-73.4635
-1.0225,-92.7678
-1.1834,-104.0286
-1.4132,-115.2894
-1.6889,-128.6952
-1.9876,-141.5647
-2.2863,-150.6806
-2.6310,-158.7240
-3.0216,-165.1588
-3.3893,-168.3762
-3.8259,-170.5211
-4.2395,-171.5936
-4.7910,-171.0573
-5.3424,-167.3037
-5.9169,-163.5501
-6.3305,-160.8690
-6.5143,-158.7240
-6.5373,-154.9704
-6.2156,-124.4053
-5.6641,-76.1446
-5.2505,-42.3622
-4.8829,-15.0144
-4.4923,16.6231
-4.2165,34.3187
-3.6880,60.0577
-3.1595,80.4345
-2.3323,107.2460
-1.5051,128.6952
-0.7008,145.8545
0.0574,157.6516
0.7468,163.0139
1.9646,165.6950
3.8718,165.6950
5.2735,163.5501
6.4224,163.5501
6.3994,158.1878
6.2386,137.8111
5.5033,73.4635
5.3884,61.1302
5.0208,29.4926
4.6991,0.5362
4.5842,-7.5072
4.3544,-22.5217
4.0097,-36.4636
3.6191,-53.0868
3.4353,-61.6664
3.1365,-72.3910
2.7229,-83.1156
2.3323,-92.2315
1.9646,-100.2750
1.5510,-107.2460
0.9766,-114.7532
0.3332,-121.1879
-0.4021,-127.0865
-1.1604,-131.3763
-2.2634,-137.2748
-3.2514,-142.1009
-4.4233,-149.6081
-4.9288,-152.2893
-5.7561,-155.5067
-6.2846,-156.5791
-6.4224,-156.5791
-6.5373,-155.5067
-6.2156,-128.1589
-5.6641,-86.3330
-5.3424,-64.3476
-4.8139,-28.9564
-4.3084,3.7536
-4.0786,20.9130
-3.5501,44.5071
-2.8838,67.5650
-1.9646,90.6228
-1.0225,105.6373
0.0115,116.8981
1.1834,127.6227
2.8608,138.8835
5.7561,158.1878
6.3075,161.9414
6.4224,160.3327
6.3994,153.8980
6.3765,147.9994
5.6182,80.4345
5.3654,60.5940
4.9059,23.0579
4.5842,-2.6811
4.3774,-17.6956
4.1706,-27.8840
3.7569,-43.4346
3.4123,-55.2317
3.0676,-67.5650
2.5851,-78.8258
2.1255,-87.9417
1.6659,-95.9851
1.0915,-102.9561
0.4940,-109.3909
-0.1953,-115.8257
-1.2064,-121.1879
-2.2174,-127.6227
-3.5042,-133.5212
-5.0208,-142.6371
-6.0548,-150.1444
-6.4454,-151.7531
-6.4224,-145.8545
-6.2156,-128.6952
-5.6412,-85.7968
-5.3195,-64.8838
-4.8369,-32.1738
-4.3314,0.5362
-4.1016,16.6231
-3.7110,34.3187
-3.2744,50.4056
-2.7919,65.4200
-2.3323,77.2171
-1.7808,88.4779
