Displacement [mm],Force [kN]
-1.47E-02,-1.50E+01
-1.19E-02,-6.25E+00
2.02E-02,2.17E+01
1.21E-01,5.00E+01
3.17E-01,7.90E+01
5.92E-01,1.36E+02
9.25E-01,2.04E+02
1.31E+00,2.62E+02
1.69E+00,3.30E+02
2.10E+00,4.03E+02
2.50E+00,4.65E+02
2.91E+00,5.27E+02
3.32E+00,5.93E+02
3.73E+00,6.50E+02
4.16E+00,7.02E+02
4.58E+00,7.55E+02
5.01E+00,8.03E+02
5.45E+00,8.42E+02
5.90E+00,8.81E+02
6.35E+00,9.15E+02
6.82E+00,9.44E+02
7.31E+00,9.70E+02
7.82E+00,9.92E+02
8.34E+00,1.01E+03
8.88E+00,1.02E+03
9.41E+00,1.03E+03
9.96E+00,1.04E+03
1.05E+01,1.05E+03
1.11E+01,1.05E+03
1.16E+01,1.06E+03
1.22E+01,1.06E+03
1.27E+01,1.07E+03
1.33E+01,1.07E+03
1.39E+01,1.07E+03
1.45E+01,1.08E+03
1.51E+01,1.08E+03
1.56E+01,1.08E+03
1.62E+01,1.08E+03
1.68E+01,1.09E+03
1.74E+01,1.09E+03
1.79E+01,1.09E+03
1.85E+01,1.09E+03
1.91E+01,1.09E+03
1.97E+01,1.10E+03
2.03E+01,1.10E+03
2.09E+01,1.10E+03
2.15E+01,1.10E+03
2.21E+01,1.10E+03
2.27E+01,1.11E+03
2.33E+01,1.11E+03
2.39E+01,1.11E+03
2.45E+01,1.11E+03
2.51E+01,1.11E+03
2.57E+01,1.11E+03
2.63E+01,1.12E+03
2.69E+01,1.12E+03
2.75E+01,1.12E+03
2.81E+01,1.12E+03
2.87E+01,1.12E+03
2.92E+01,1.12E+03
2.98E+01,1.13E+03
3.04E+01,1.13E+03
3.10E+01,1.13E+03
3.16E+01,1.13E+03
3.22E+01,1.13E+03
3.28E+01,1.14E+03
3.34E+01,1.14E+03
3.40E+01,1.14E+03
3.46E+01,1.14E+03
3.52E+01,1.14E+03
3.58E+01,1.14E+03
3.64E+01,1.15E+03
3.70E+01,1.15E+03
3.76E+01,1.15E+03
3.82E+01,1.15E+03
3.88E+01,1.15E+03
3.94E+01,1.15E+03
4.00E+01,1.16E+03
4.06E+01,1.16E+03
4.12E+01,1.16E+03
4.18E+01,1.16E+03
4.24E+01,1.16E+03
4.30E+01,1.16E+03
4.37E+01,1.17E+03
4.43E+01,1.17E+03
4.49E+01,1.17E+03
4.55E+01,1.17E+03
4.61E+01,1.17E+03
4.67E+01,1.17E+03
4.73E+01,1.17E+03
4.79E+01,1.17E+03
4.85E+01,1.18E+03
4.91E+01,1.18E+03
4.98E+01,1.18E+03
5.04E+01,1.18E+03
5.10E+01,1.18E+03
5.16E+01,1.18E+03
5.22E+01,1.18E+03
5.28E+01,1.19E+03
5.34E+01,1.19E+03
5.40E+01,1.19E+03
5.46E+01,1.19E+03
5.52E+01,1.19E+03
5.58E+01,1.19E+03
5.65E+01,1.19E+03
5.71E+01,1.20E+03
5.77E+01,1.20E+03
5.83E+01,1.20E+03
5.90E+01,1.20E+03
5.96E+01,1.20E+03
6.02E+01,1.20E+03
6.08E+01,1.20E+03
6.14E+01,1.20E+03
6.21E+01,1.20E+03
6.27E+01,1.20E+03
6.33E+01,1.20E+03
6.39E+01,1.21E+03
6.46E+01,1.21E+03
6.52E+01,1.21E+03
6.58E+01,1.21E+03
6.64E+01,1.21E+03
6.71E+01,1.21E+03
6.77E+01,1.21E+03
6.83E+01,1.21E+03
6.89E+01,1.21E+03
6.95E+01,1.22E+03
7.01E+01,1.21E+03
7.07E+01,1.21E+03
7.13E+01,1.22E+03
7.19E+01,1.22E+03
7.25E+01,1.22E+03
7.31E+01,1.22E+03
7.37E+01,1.22E+03
7.43E+01,1.22E+03
7.49E+01,1.22E+03
7.56E+01,1.22E+03
7.62E+01,1.22E+03
7.68E+01,1.22E+03
7.74E+01,1.23E+03
7.80E+01,1.23E+03
7.86E+01,1.23E+03
7.92E+01,1.23E+03
7.98E+01,1.23E+03
8.04E+01,1.23E+03
8.11E+01,1.23E+03
8.16E+01,1.23E+03
8.22E+01,1.23E+03
8.28E+01,1.23E+03
8.35E+01,1.23E+03
8.41E+01,1.23E+03
8.47E+01,1.23E+03
8.53E+01,1.23E+03
8.59E+01,1.23E+03
8.65E+01,1.23E+03
8.71E+01,1.23E+03
8.77E+01,1.23E+03
8.83E+01,1.23E+03
8.90E+01,1.24E+03
8.96E+01,1.24E+03
9.02E+01,1.24E+03
9.08E+01,1.24E+03
9.14E+01,1.24E+03
9.20E+01,1.24E+03
9.26E+01,1.24E+03
9.32E+01,1.24E+03
9.38E+01,1.24E+03
9.44E+01,1.24E+03
9.51E+01,1.24E+03
9.57E+01,1.24E+03
9.63E+01,1.24E+03
9.69E+01,1.24E+03
9.75E+01,1.24E+03
9.81E+01,1.24E+03
9.88E+01,1.23E+03
9.94E+01,1.22E+03
1.00E+02,1.21E+03
1.01E+02,1.18E+03
1.01E+02,1.14E+03
1.02E+02,1.09E+03
1.03E+02,1.02E+03
1.04E+02,9.17E+02
1.06E+02,6.61E+02
1.08E+02,-3.44E+01
