Displacement [mm],Force [kN]
1.21E-01,-1.21E+01
7.68E-01,1.61E+02
1.41E+00,3.07E+02
2.32E+00,4.69E+02
3.23E+00,6.11E+02
4.00E+00,7.16E+02
4.84E+00,8.38E+02
4.65E+00,7.12E+02
4.52E+00,6.30E+02
4.07E+00,5.39E+02
3.48E+00,4.20E+02
2.84E+00,2.88E+02
2.06E+00,1.18E+02
1.54E+00,1.67E+01
1.16E+00,-6.56E+01
8.97E-01,-1.75E+02
3.80E-01,-2.24E+02
-2.02E-01,-3.35E+02
-8.49E-01,-4.54E+02
-1.17E+00,-5.24E+02
-2.14E+00,-4.46E+02
-3.05E+00,-3.60E+02
-3.89E+00,-2.82E+02
-4.60E+00,-2.63E+02
-3.18E+00,-1.48E+02
-1.56E+00,-2.65E+01
-1.37E-01,1.07E+02
8.97E-01,2.31E+02
2.26E+00,4.22E+02
3.36E+00,5.70E+02
4.20E+00,6.71E+02
4.71E+00,7.16E+02
5.17E+00,7.43E+02
5.81E+00,7.74E+02
9.37E+00,8.21E+02
8.85E+00,6.24E+02
8.01E+00,4.49E+02
7.30E+00,3.03E+02
6.39E+00,1.28E+02
5.55E+00,-2.65E+01
4.84E+00,-1.68E+02
4.13E+00,-2.80E+02
3.81E+00,-3.17E+02
3.29E+00,-3.45E+02
2.71E+00,-3.49E+02
8.97E-01,-2.92E+02
-2.67E-01,-2.61E+02
-2.40E+00,-2.26E+02
-3.82E+00,-2.05E+02
-5.18E+00,-1.89E+02
-6.80E+00,-1.73E+02
-8.03E+00,-1.64E+02
-8.74E+00,-1.58E+02
-6.93E+00,-1.11E+02
-4.41E+00,-4.71E+01
-2.92E+00,-1.80E+00
-1.17E+00,5.17E+01
5.66E-02,8.67E+01
1.48E+00,1.42E+02
2.06E+00,1.61E+02
3.29E+00,2.27E+02
4.33E+00,2.90E+02
4.84E+00,3.19E+02
5.81E+00,4.08E+02
6.78E+00,5.00E+02
7.82E+00,5.82E+02
8.92E+00,6.75E+02
9.56E+00,7.10E+02
1.05E+01,7.45E+02
1.09E+01,7.59E+02
1.37E+01,7.92E+02
1.61E+01,8.17E+02
1.56E+01,6.38E+02
1.49E+01,4.80E+02
1.40E+01,3.05E+02
1.30E+01,1.11E+02
1.23E+01,-5.91E+00
1.16E+01,-1.44E+02
1.10E+01,-2.14E+02
1.07E+01,-2.51E+02
1.04E+01,-2.69E+02
9.95E+00,-2.84E+02
9.31E+00,-2.92E+02
8.59E+00,-2.82E+02
7.24E+00,-2.61E+02
5.75E+00,-2.36E+02
4.58E+00,-2.20E+02
3.29E+00,-2.03E+02
2.13E+00,-1.89E+02
1.41E+00,-1.83E+02
1.86E-01,-1.73E+02
-1.62E+00,-1.62E+02
-3.82E+00,-1.48E+02
-5.25E+00,-1.42E+02
-7.25E+00,-1.36E+02
-8.61E+00,-1.25E+02
-5.57E+00,-6.97E+01
-2.60E+00,-3.27E+01
1.29E+00,3.73E+01
4.00E+00,8.25E+01
5.94E+00,1.22E+02
6.91E+00,1.44E+02
7.62E+00,1.73E+02
9.43E+00,2.33E+02
1.09E+01,3.11E+02
1.23E+01,4.01E+02
1.34E+01,4.94E+02
1.46E+01,5.89E+02
1.58E+01,6.89E+02
1.97E+01,7.61E+02
2.21E+01,8.05E+02
2.29E+01,8.19E+02
2.26E+01,7.06E+02
2.19E+01,5.00E+02
2.08E+01,3.13E+02
1.98E+01,1.42E+02
1.89E+01,-1.62E+01
1.83E+01,-1.19E+02
1.78E+01,-1.68E+02
1.72E+01,-2.20E+02
1.66E+01,-2.45E+02
1.60E+01,-2.53E+02
1.48E+01,-2.49E+02
1.41E+01,-2.42E+02
1.26E+01,-2.22E+02
1.14E+01,-2.08E+02
9.37E+00,-1.91E+02
6.20E+00,-1.68E+02
4.20E+00,-1.54E+02
1.67E+00,-1.42E+02
-2.14E+00,-1.33E+02
-6.93E+00,-1.23E+02
-9.32E+00,-1.17E+02
-6.22E+00,-8.00E+01
-3.37E+00,-4.71E+01
4.07E+00,3.93E+01
8.21E+00,8.87E+01
1.11E+01,1.28E+02
1.21E+01,1.42E+02
1.58E+01,2.92E+02
1.90E+01,4.24E+02
2.17E+01,6.26E+02
2.65E+01,7.51E+02
2.91E+01,8.21E+02
2.86E+01,6.65E+02
2.81E+01,5.25E+02
2.73E+01,3.81E+02
2.61E+01,1.57E+02
2.48E+01,-3.27E+01
2.43E+01,-9.64E+01
2.41E+01,-1.25E+02
2.31E+01,-1.99E+02
2.15E+01,-2.26E+02
2.08E+01,-2.26E+02
1.89E+01,-2.14E+02
1.56E+01,-1.89E+02
1.25E+01,-1.66E+02
9.82E+00,-1.52E+02
6.78E+00,-1.33E+02
5.68E+00,-1.29E+02
-1.26E+01,-1.01E+02
-1.26E+01,-1.01E+02
-9.26E+00,-6.76E+01
-5.57E+00,-4.09E+01
4.84E+00,3.11E+01
1.03E+01,7.02E+01
1.51E+01,1.40E+02
1.95E+01,2.02E+02
2.06E+01,2.16E+02
2.45E+01,4.30E+02
2.68E+01,5.58E+02
2.97E+01,7.16E+02
3.12E+01,8.01E+02
3.33E+01,8.17E+02
3.26E+01,6.65E+02
3.19E+01,5.02E+02
3.14E+01,3.81E+02
3.04E+01,2.24E+02
2.96E+01,1.05E+02
2.87E+01,-3.68E+01
2.81E+01,-1.01E+02
2.75E+01,-1.54E+02
2.67E+01,-1.89E+02
2.58E+01,-2.03E+02
2.48E+01,-2.08E+02
2.35E+01,-2.05E+02
2.22E+01,-1.97E+02
2.06E+01,-1.85E+02
1.90E+01,-1.75E+02
1.84E+01,-1.68E+02
1.77E+01,-1.68E+02
1.46E+01,-1.42E+02
1.18E+01,-1.29E+02
1.01E+01,-1.19E+02
7.43E+00,-1.19E+02
-1.33E+01,-9.03E+01
-9.84E+00,-6.76E+01
-6.02E+00,-4.29E+01
4.26E+00,2.08E+01
9.63E+00,4.96E+01
1.57E+01,8.25E+01
2.05E+01,1.75E+02
2.68E+01,2.92E+02
3.03E+01,5.21E+02
3.33E+01,7.35E+02
3.82E+01,8.05E+02
3.78E+01,6.61E+02
3.67E+01,4.55E+02
3.57E+01,2.86E+02
3.47E+01,1.15E+02
3.36E+01,-3.06E+01
3.30E+01,-8.82E+01
3.24E+01,-1.31E+02
3.17E+01,-1.64E+02
3.10E+01,-1.81E+02
3.01E+01,-1.95E+02
2.93E+01,-1.99E+02
2.84E+01,-1.99E+02
2.73E+01,-1.91E+02
2.53E+01,-1.77E+02
2.38E+01,-1.62E+02
2.24E+01,-1.54E+02
2.00E+01,-1.40E+02
1.72E+01,-1.23E+02
1.43E+01,-1.13E+02
1.22E+01,-1.07E+02
7.82E+00,-1.01E+02
-2.05E+01,-7.79E+01
-1.55E+01,-4.71E+01
-8.87E+00,-2.03E+01
-3.82E+00,-3.86E+00
5.75E+00,9.08E+01
1.16E+01,1.52E+02
1.77E+01,2.18E+02
2.41E+01,2.84E+02
3.09E+01,3.44E+02
3.26E+01,3.58E+02
3.65E+01,6.30E+02
3.74E+01,6.96E+02
4.31E+01,8.15E+02
4.24E+01,6.30E+02
4.16E+01,4.63E+02
4.11E+01,3.71E+02
4.02E+01,2.22E+02
3.91E+01,8.05E+01
3.87E+01,1.67E+01
3.83E+01,-3.27E+01
3.78E+01,-8.00E+01
3.74E+01,-1.15E+02
3.68E+01,-1.46E+02
3.63E+01,-1.70E+02
3.56E+01,-1.77E+02
3.47E+01,-1.81E+02
3.42E+01,-1.87E+02
3.36E+01,-1.89E+02
3.28E+01,-1.83E+02
2.93E+01,-1.62E+02
2.44E+01,-1.36E+02
1.98E+01,-1.09E+02
1.29E+01,-1.05E+02
-2.30E+01,-8.00E+01
-1.66E+01,-4.71E+01
-9.52E+00,-1.62E+01
-4.28E+00,2.91E+01
3.61E+00,9.90E+01
1.05E+01,1.63E+02
1.73E+01,2.22E+02
2.87E+01,3.38E+02
3.57E+01,4.12E+02
3.87E+01,4.49E+02
4.26E+01,6.79E+02
4.45E+01,8.01E+02
4.71E+01,8.29E+02
4.64E+01,6.83E+02
4.55E+01,5.31E+02
4.44E+01,3.46E+02
4.33E+01,1.52E+02
4.26E+01,4.76E+01
4.24E+01,-5.91E+00
4.16E+01,-6.97E+01
4.09E+01,-1.33E+02
3.96E+01,-1.52E+02
3.86E+01,-1.66E+02
3.77E+01,-1.79E+02
3.61E+01,-1.79E+02
3.21E+01,-1.75E+02
2.75E+01,-1.64E+02
2.46E+01,-1.60E+02
1.91E+01,-1.52E+02
1.58E+01,-1.44E+02
8.27E+00,-1.31E+02
-1.64E+01,-7.38E+01
-3.60E+01,-6.35E+01
-2.19E+01,-2.24E+01
-1.77E+01,-1.21E+01
-5.76E+00,7.43E+01
5.10E+00,1.52E+02
1.38E+01,2.18E+02
4.40E+01,4.41E+02
4.40E+01,4.41E+02
