Displacement [mm],Force [kN]
0.04216,-1.50789
-0.44264,-100.02307
-0.94852,-185.46992
-1.47548,-247.79585
-1.89705,-280.96933
-2.17106,-294.03767
-2.69802,-308.11127
-3.24605,-314.14281
-4.04703,-318.16384
-4.80585,-322.18487
-4.80585,-322.18487
-4.86908,-308.11127
-3.33037,-40.71291
-2.92988,46.74445
-2.38185,102.03359
-1.91812,145.25964
-1.13823,197.53300
-0.61127,228.69597
0.42157,265.89048
1.41224,294.03767
2.04459,304.09024
3.37252,318.16384
4.46859,325.20064
4.82693,325.20064
4.82693,322.18487
4.38428,244.78008
3.64654,127.16501
2.82449,6.53417
2.71910,-30.66034
2.40292,-73.88639
1.68626,-142.24387
1.20146,-175.41735
0.44264,-215.62763
-0.21078,-241.76431
-0.90637,-262.87471
-1.66518,-279.96407
-2.48724,-295.04293
-3.56223,-308.11127
-4.25781,-315.14807
-4.93232,-315.14807
-3.41468,-55.79176
-2.92988,47.74971
-2.40292,102.03359
-1.83381,148.27541
-1.15931,188.48569
-0.54804,217.63814
0.12647,240.75905
0.65343,257.84842
1.60195,278.95882
3.05635,301.07447
4.15242,313.13756
4.86908,320.17435
4.48967,253.82739
3.79409,137.21758
2.92988,15.58148
2.69802,-22.61828
2.40292,-65.84433
2.23430,-87.95999
1.77058,-130.18078
1.34901,-160.33849
0.92744,-184.46466
0.56911,-204.56980
0.02108,-224.67494
-0.82205,-249.80636
-1.49656,-265.89048
-2.46616,-282.97985
-3.62546,-296.04819
-4.65830,-303.08499
-6.15486,-311.12704
-7.77788,-317.15858
-9.69601,-315.14807
-9.94895,-306.10076
-9.23229,-171.39632
-8.68425,-91.98102
-8.17837,-0.50263
-8.05190,24.62880
-7.69357,65.84433
-7.01907,119.12295
-5.98623,175.41735
-4.89016,215.62763
-3.58331,245.78534
-2.38185,265.89048
-0.67450,284.99036
1.34901,302.07973
2.44508,310.12178
5.71221,318.16384
6.87152,316.15333
8.24161,310.12178
9.02150,307.10601
10.07542,281.97459
9.02150,145.25964
8.30484,42.72342
7.73573,-30.66034
7.46171,-66.84959
7.16661,-94.99679
6.82936,-116.10718
6.36564,-142.24387
5.85976,-163.35426
5.22741,-184.46466
4.53183,-201.55403
3.70978,-218.64340
2.99312,-231.71174
1.87597,-245.78534
0.84313,-256.84316
0.12647,-260.86419
-0.67450,-262.87471
-1.18038,-264.88522
-1.85489,-261.86945
-2.57155,-255.83791
-3.09851,-249.80636
-4.00487,-229.70122
-4.86908,-201.55403
-5.56467,-180.44363
-6.30241,-156.31746
-6.74505,-141.23861
-5.37496,-49.76022
-4.57399,-0.50263
