Displacement [mm],Force [kN]
-1.03E+00,-5.86E-01
-2.24E+00,-2.96E+01
-2.84E+00,-4.40E+01
-3.33E+00,-5.33E+01
-2.66E+00,-3.90E+01
-2.30E+00,-2.67E+01
-1.51E+00,-9.67E+00
7.87E-01,5.16E+01
2.48E+00,8.53E+01
3.03E+00,9.58E+01
3.33E+00,9.97E+01
3.03E+00,9.17E+01
2.42E+00,7.59E+01
1.82E+00,6.16E+01
1.63E+00,5.69E+01
1.27E+00,4.84E+01
1.03E+00,4.13E+01
5.45E-01,3.25E+01
1.21E-01,2.23E+01
-1.82E-01,1.32E+01
-9.08E-01,-6.15E+00
-1.39E+00,-1.58E+01
-2.00E+00,-3.17E+01
-2.36E+00,-3.78E+01
-2.72E+00,-4.63E+01
-2.97E+00,-5.19E+01
-3.21E+00,-5.69E+01
-3.57E+00,-5.95E+01
-3.87E+00,-6.04E+01
-4.36E+00,-5.98E+01
-6.60E+00,-5.36E+01
-6.66E+00,-5.33E+01
-6.66E+00,-5.22E+01
-6.05E+00,-5.04E+01
-5.51E+00,-4.69E+01
-4.84E+00,-4.31E+01
-4.05E+00,-3.58E+01
-3.27E+00,-2.61E+01
-2.36E+00,-9.97E+00
-2.00E+00,-4.98E+00
-1.03E+00,1.61E+01
-6.05E-01,2.32E+01
-3.03E-01,3.08E+01
1.82E-01,4.02E+01
3.63E-01,4.60E+01
1.21E+00,6.04E+01
1.94E+00,7.56E+01
2.24E+00,8.21E+01
2.66E+00,9.29E+01
3.09E+00,1.01E+02
3.51E+00,1.07E+02
4.05E+00,1.14E+02
4.66E+00,1.21E+02
5.33E+00,1.28E+02
6.11E+00,1.36E+02
6.29E+00,1.37E+02
6.84E+00,1.41E+02
6.66E+00,1.35E+02
6.23E+00,1.26E+02
5.75E+00,1.15E+02
5.02E+00,9.76E+01
4.36E+00,8.15E+01
3.69E+00,6.74E+01
3.09E+00,5.39E+01
2.66E+00,4.46E+01
2.24E+00,3.40E+01
1.82E+00,2.26E+01
1.39E+00,1.29E+01
9.68E-01,3.22E+00
6.05E-01,-3.22E+00
1.82E-01,-1.11E+01
-6.05E-02,-1.79E+01
-7.26E-01,-3.25E+01
-1.27E+00,-4.13E+01
-1.57E+00,-4.60E+01
-1.88E+00,-4.89E+01
-2.30E+00,-5.04E+01
-2.54E+00,-5.16E+01
-3.57E+00,-5.22E+01
-4.78E+00,-5.19E+01
-5.63E+00,-5.10E+01
-6.48E+00,-4.92E+01
-6.72E+00,-4.87E+01
-5.99E+00,-4.60E+01
-5.69E+00,-4.43E+01
-4.24E+00,-3.81E+01
-3.27E+00,-3.08E+01
-2.66E+00,-2.46E+01
-1.75E+00,-1.41E+01
9.68E-01,3.31E+01
2.78E+00,6.77E+01
4.24E+00,9.41E+01
5.20E+00,1.12E+02
5.45E+00,1.18E+02
6.48E+00,1.32E+02
6.48E+00,1.32E+02
5.26E+00,1.04E+02
4.05E+00,7.47E+01
3.21E+00,5.74E+01
2.72E+00,4.60E+01
2.36E+00,3.69E+01
1.94E+00,2.70E+01
1.51E+00,1.61E+01
1.09E+00,5.28E+00
7.87E-01,-5.86E-01
3.63E-01,-7.33E+00
6.05E-02,-1.49E+01
-6.05E-01,-2.93E+01
-1.21E+00,-3.93E+01
-1.57E+00,-4.34E+01
-2.06E+00,-4.69E+01
-2.66E+00,-4.89E+01
-3.27E+00,-4.98E+01
-4.72E+00,-4.98E+01
-5.51E+00,-4.95E+01
-6.41E+00,-4.95E+01
-7.87E+00,-4.63E+01
-9.26E+00,-4.34E+01
-1.03E+01,-4.16E+01
