Displacement [mm],Force [kN]
1.04E-01,-1.29E+01
2.18E+00,2.41E+02
3.15E+00,3.64E+02
3.85E+00,4.41E+02
4.33E+00,4.83E+02
4.82E+00,5.31E+02
5.44E+00,5.86E+02
6.00E+00,6.31E+02
6.34E+00,6.69E+02
6.90E+00,7.08E+02
7.59E+00,7.50E+02
7.31E+00,6.95E+02
7.10E+00,6.63E+02
6.83E+00,6.18E+02
6.27E+00,5.50E+02
5.58E+00,4.54E+02
5.16E+00,3.80E+02
4.75E+00,3.41E+02
4.33E+00,2.80E+02
4.05E+00,2.38E+02
3.64E+00,1.83E+02
3.29E+00,1.48E+02
3.08E+00,1.09E+02
2.67E+00,5.15E+01
2.18E+00,-2.25E+01
1.70E+00,-9.33E+01
1.28E+00,-1.54E+02
8.66E-01,-2.06E+02
4.51E-01,-2.64E+02
1.04E-01,-3.15E+02
-5.89E-01,-3.99E+02
-1.14E+00,-4.67E+02
-1.91E+00,-5.44E+02
-2.53E+00,-6.05E+02
-3.22E+00,-6.76E+02
-3.78E+00,-7.21E+02
-4.19E+00,-7.47E+02
-4.33E+00,-7.72E+02
-4.68E+00,-7.95E+02
-5.30E+00,-8.40E+02
-5.79E+00,-8.69E+02
-6.27E+00,-9.04E+02
-6.69E+00,-9.27E+02
-7.10E+00,-9.53E+02
-7.59E+00,-9.78E+02
-8.42E+00,-1.01E+03
-9.04E+00,-1.03E+03
-9.88E+00,-1.05E+03
-1.20E+01,-9.43E+02
-1.31E+01,-8.85E+02
-1.39E+01,-8.46E+02
-1.47E+01,-8.05E+02
-1.51E+01,-7.69E+02
-1.58E+01,-7.37E+02
-1.70E+01,-6.63E+02
-1.79E+01,-6.12E+02
-1.89E+01,-5.50E+02
-1.94E+01,-5.15E+02
-2.00E+01,-4.86E+02
-2.04E+01,-4.60E+02
-2.24E+01,-4.35E+02
-2.14E+01,-3.38E+02
-2.05E+01,-2.61E+02
-1.95E+01,-1.77E+02
-1.81E+01,-6.12E+01
-1.58E+01,7.08E+01
-1.47E+01,1.35E+02
-1.42E+01,1.58E+02
-1.31E+01,2.06E+02
-1.19E+01,2.51E+02
-1.12E+01,2.86E+02
-1.03E+01,3.19E+02
-8.91E+00,3.67E+02
-7.94E+00,4.12E+02
-6.76E+00,4.63E+02
-5.37E+00,5.25E+02
-3.85E+00,5.95E+02
-2.11E+00,6.76E+02
-1.14E+00,7.21E+02
1.73E-01,7.79E+02
1.21E+00,8.18E+02
2.53E+00,8.79E+02
3.43E+00,9.21E+02
4.47E+00,9.56E+02
3.57E+00,8.05E+02
2.18E+00,6.18E+02
1.04E-01,3.54E+02
-2.39E+00,3.54E+01
-3.43E+00,-8.05E+01
-3.71E+00,-1.32E+02
-4.05E+00,-1.64E+02
-4.54E+00,-2.29E+02
-5.44E+00,-3.35E+02
-6.90E+00,-4.76E+02
-7.10E+00,-5.02E+02
-7.94E+00,-5.54E+02
-8.49E+00,-5.99E+02
-9.25E+00,-6.12E+02
-9.81E+00,-6.18E+02
-1.06E+01,-5.92E+02
-1.13E+01,-5.63E+02
-1.20E+01,-5.37E+02
-1.26E+01,-5.15E+02
-1.31E+01,-4.96E+02
-1.42E+01,-4.73E+02
-1.54E+01,-4.47E+02
-1.63E+01,-4.28E+02
-1.69E+01,-4.25E+02
-1.77E+01,-4.09E+02
-1.92E+01,-3.93E+02
-1.99E+01,-3.93E+02
-2.05E+01,-3.83E+02
-2.24E+01,-3.70E+02
-2.17E+01,-2.96E+02
-2.11E+01,-2.61E+02
-2.06E+01,-2.19E+02
-1.92E+01,-1.29E+02
-1.80E+01,-3.54E+01
-1.67E+01,2.90E+01
-1.47E+01,9.98E+01
-1.33E+01,1.48E+02
-1.15E+01,2.03E+02
-9.18E+00,2.70E+02
-7.45E+00,3.22E+02
-6.55E+00,3.54E+02
-5.51E+00,3.89E+02
-4.33E+00,4.38E+02
-3.15E+00,4.99E+02
-1.84E+00,5.57E+02
-7.28E-01,6.18E+02
3.12E-01,6.69E+02
7.97E-01,6.89E+02
1.21E+00,7.15E+02
1.77E+00,7.47E+02
2.25E+00,7.79E+02
2.74E+00,8.08E+02
3.36E+00,8.46E+02
4.75E+00,9.17E+02
4.19E+00,8.46E+02
2.74E+00,6.53E+02
1.28E+00,4.63E+02
7.97E-01,3.93E+02
-2.43E-01,2.64E+02
-1.35E+00,1.26E+02
-1.84E+00,6.44E+01
-2.46E+00,-2.25E+01
-2.95E+00,-7.40E+01
-3.15E+00,-1.13E+02
-3.71E+00,-1.80E+02
-4.12E+00,-2.29E+02
-4.40E+00,-2.64E+02
-4.89E+00,-2.99E+02
-5.37E+00,-3.57E+02
-5.72E+00,-3.99E+02
-6.27E+00,-4.57E+02
-6.76E+00,-4.92E+02
-7.38E+00,-5.28E+02
-7.66E+00,-5.47E+02
-8.01E+00,-5.54E+02
-8.49E+00,-5.50E+02
-9.32E+00,-5.41E+02
-9.95E+00,-5.34E+02
-1.08E+01,-5.09E+02
-1.13E+01,-4.92E+02
-1.21E+01,-4.70E+02
-1.28E+01,-4.47E+02
-1.36E+01,-4.38E+02
-1.47E+01,-4.18E+02
-1.56E+01,-4.02E+02
-1.67E+01,-3.96E+02
-1.83E+01,-3.80E+02
-2.01E+01,-3.67E+02
-2.16E+01,-3.57E+02
-2.30E+01,-3.51E+02
-2.16E+01,-2.41E+02
-2.12E+01,-2.12E+02
-1.99E+01,-1.29E+02
-1.96E+01,-1.03E+02
-1.86E+01,-5.15E+01
-1.71E+01,6.44E+00
-1.52E+01,7.72E+01
-1.27E+01,1.58E+02
-1.08E+01,2.09E+02
-9.46E+00,2.45E+02
-8.42E+00,2.74E+02
-7.73E+00,2.93E+02
-6.97E+00,3.25E+02
-5.72E+00,3.54E+02
-4.75E+00,3.93E+02
-4.19E+00,4.22E+02
-3.57E+00,4.41E+02
-2.74E+00,4.70E+02
-1.91E+00,5.05E+02
-1.07E+00,5.50E+02
-1.73E-01,5.95E+02
3.12E-01,6.24E+02
-1.73E-01,5.50E+02
-7.28E-01,4.80E+02
-1.28E+00,4.15E+02
-1.70E+00,3.48E+02
-2.46E+00,2.64E+02
-2.74E+00,2.22E+02
-3.22E+00,1.67E+02
-3.50E+00,1.32E+02
-4.05E+00,6.76E+01
-4.96E+00,-4.18E+01
-5.44E+00,-8.69E+01
-5.65E+00,-1.29E+02
-6.20E+00,-1.87E+02
-6.55E+00,-2.25E+02
-6.90E+00,-2.61E+02
-7.31E+00,-2.93E+02
-7.66E+00,-3.25E+02
-8.21E+00,-3.54E+02
-8.49E+00,-3.77E+02
-9.04E+00,-3.96E+02
-9.81E+00,-4.15E+02
-1.14E+01,-4.12E+02
-1.26E+01,-3.99E+02
-1.36E+01,-3.89E+02
-1.44E+01,-3.73E+02
-1.62E+01,-3.64E+02
-1.94E+01,-3.48E+02
-2.29E+01,-3.28E+02
-2.20E+01,-2.74E+02
-2.05E+01,-1.67E+02
-1.91E+01,-7.72E+01
-1.74E+01,-9.66E+00
-1.58E+01,5.15E+01
-1.39E+01,1.09E+02
-1.22E+01,1.58E+02
-1.11E+01,1.87E+02
-9.67E+00,2.25E+02
-8.56E+00,2.51E+02
-7.38E+00,2.83E+02
-6.48E+00,3.12E+02
-5.23E+00,3.41E+02
-4.54E+00,3.60E+02
-3.15E+00,4.22E+02
-1.70E+00,4.76E+02
-4.51E-01,5.28E+02
4.51E-01,5.76E+02
1.42E+00,6.28E+02
2.04E+00,6.69E+02
2.81E+00,7.15E+02
3.85E+00,7.82E+02
4.47E+00,8.21E+02
5.23E+00,8.59E+02
5.79E+00,8.92E+02
6.83E+00,9.24E+02
6.20E+00,8.27E+02
5.65E+00,7.21E+02
4.89E+00,6.15E+02
4.26E+00,5.37E+02
4.12E+00,5.05E+02
3.29E+00,4.02E+02
2.46E+00,2.96E+02
1.49E+00,1.64E+02
1.04E-01,-3.22E+00
-4.51E-01,-7.08E+01
-7.28E-01,-1.26E+02
-1.28E+00,-1.87E+02
-1.49E+00,-2.12E+02
-1.84E+00,-2.57E+02
-2.11E+00,-2.86E+02
-2.46E+00,-3.09E+02
-3.01E+00,-3.41E+02
-3.64E+00,-4.02E+02
-4.96E+00,-4.02E+02
-6.83E+00,-4.02E+02
-8.56E+00,-3.99E+02
-9.39E+00,-3.96E+02
-1.09E+01,-3.96E+02
-1.15E+01,-3.86E+02
-1.29E+01,-3.73E+02
-1.36E+01,-3.70E+02
-1.42E+01,-3.60E+02
-1.54E+01,-3.44E+02
-1.69E+01,-3.38E+02
-2.03E+01,-3.25E+02
-2.26E+01,-3.12E+02
-2.10E+01,-2.29E+02
-1.99E+01,-1.61E+02
-1.91E+01,-1.26E+02
-1.81E+01,-9.01E+01
-1.67E+01,-4.18E+01
-1.52E+01,-3.22E+00
-1.32E+01,4.51E+01
-1.13E+01,8.69E+01
-1.02E+01,1.09E+02
-8.91E+00,1.38E+02
-7.38E+00,1.77E+02
-6.13E+00,2.09E+02
-4.68E+00,2.45E+02
-3.36E+00,2.77E+02
-2.18E+00,3.06E+02
-1.35E+00,3.38E+02
1.04E-01,4.02E+02
1.84E+00,4.83E+02
2.67E+00,5.21E+02
3.22E+00,5.57E+02
4.05E+00,6.02E+02
4.47E+00,6.31E+02
