Displacement [mm],Force [kN]
-7.50E-02,-7.39E-01
-9.32E-02,-5.18E+00
-1.84E-01,-2.14E+01
-3.30E-01,-4.73E+01
-4.40E-01,-6.65E+01
-5.49E-01,-8.28E+01
-6.59E-01,-9.98E+01
-7.87E-01,-1.23E+02
-9.14E-01,-1.40E+02
-1.02E+00,-1.56E+02
-1.11E+00,-1.71E+02
-1.30E+00,-1.80E+02
-1.43E+00,-1.86E+02
-1.59E+00,-1.89E+02
-1.92E+00,-1.88E+02
-1.66E+00,-1.43E+02
-1.37E+00,-8.87E+01
-1.28E+00,-7.25E+01
-1.13E+00,-4.36E+01
-9.69E-01,-2.07E+01
-7.87E-01,1.04E+01
-6.59E-01,3.11E+01
-5.13E-01,5.54E+01
-3.49E-01,8.50E+01
-2.21E-01,1.08E+02
-7.50E-02,1.34E+02
1.62E-02,1.46E+02
1.80E-01,1.63E+02
3.08E-01,1.74E+02
4.36E-01,1.86E+02
5.64E-01,1.91E+02
7.46E-01,1.94E+02
1.79E+00,1.94E+02
1.64E+00,1.60E+02
1.48E+00,1.28E+02
1.35E+00,1.01E+02
1.31E+00,9.09E+01
1.24E+00,7.98E+01
1.07E+00,4.36E+01
9.65E-01,2.66E+01
8.55E-01,4.44E+00
7.28E-01,-2.00E+01
6.55E-01,-2.96E+01
5.64E-01,-4.66E+01
4.18E-01,-7.02E+01
2.53E-01,-9.17E+01
1.07E-01,-1.09E+02
1.62E-02,-1.19E+02
-1.11E-01,-1.32E+02
-2.57E-01,-1.43E+02
-3.85E-01,-1.52E+02
-5.68E-01,-1.61E+02
-7.87E-01,-1.69E+02
-9.32E-01,-1.72E+02
-1.04E+00,-1.73E+02
-1.30E+00,-1.67E+02
-1.63E+00,-1.57E+02
-1.83E+00,-1.52E+02
-2.17E+00,-1.44E+02
-2.43E+00,-1.39E+02
-2.67E+00,-1.34E+02
-2.88E+00,-1.29E+02
-3.10E+00,-1.25E+02
-3.34E+00,-1.20E+02
-3.58E+00,-1.15E+02
-3.58E+00,-1.07E+02
-3.45E+00,-8.43E+01
-3.32E+00,-6.28E+01
-3.18E+00,-4.21E+01
-3.03E+00,-2.44E+01
-2.87E+00,-4.44E+00
-2.68E+00,1.40E+01
-2.41E+00,3.92E+01
-2.23E+00,5.47E+01
-1.95E+00,7.47E+01
-1.72E+00,8.72E+01
-1.44E+00,1.02E+02
-1.11E+00,1.17E+02
-8.23E-01,1.29E+02
-5.31E-01,1.39E+02
-1.48E-01,1.52E+02
1.07E-01,1.58E+02
4.54E-01,1.69E+02
7.28E-01,1.74E+02
1.02E+00,1.80E+02
1.40E+00,1.85E+02
1.77E+00,1.89E+02
2.22E+00,1.91E+02
2.66E+00,1.91E+02
2.99E+00,1.92E+02
3.25E+00,1.91E+02
3.54E+00,1.90E+02
3.37E+00,1.52E+02
3.15E+00,1.10E+02
3.01E+00,8.35E+01
2.86E+00,5.84E+01
2.70E+00,2.81E+01
2.55E+00,5.18E+00
2.37E+00,-2.44E+01
2.17E+00,-5.10E+01
2.02E+00,-6.80E+01
1.90E+00,-8.28E+01
1.71E+00,-9.76E+01
1.51E+00,-1.11E+02
1.31E+00,-1.20E+02
1.06E+00,-1.28E+02
8.55E-01,-1.33E+02
6.00E-01,-1.36E+02
3.81E-01,-1.38E+02
7.09E-02,-1.38E+02
-1.66E-01,-1.36E+02
-5.68E-01,-1.32E+02
-1.01E+00,-1.24E+02
-1.50E+00,-1.14E+02
-1.81E+00,-1.08E+02
-2.14E+00,-1.03E+02
-2.39E+00,-9.91E+01
-2.67E+00,-9.46E+01
-2.98E+00,-9.17E+01
-3.21E+00,-8.80E+01
-3.65E+00,-8.50E+01
-4.00E+00,-8.13E+01
