Displacement [mm],Force [kN]
-1.48E+00,-1.90E+02
-2.24E+00,-2.29E+02
-3.00E+00,-2.68E+02
-3.76E+00,-3.27E+02
-4.77E+00,-3.46E+02
-5.62E+00,-3.71E+02
-4.94E+00,-2.44E+02
-2.91E+00,-6.34E+01
-7.18E-01,1.02E+02
9.71E-01,2.34E+02
3.08E+00,3.56E+02
5.11E+00,4.83E+02
6.12E+00,5.46E+02
6.29E+00,4.34E+02
5.45E+00,3.71E+02
4.18E+00,3.02E+02
2.58E+00,2.34E+02
1.06E+00,1.61E+02
4.22E-02,1.27E+02
-1.22E+00,8.29E+01
-3.34E+00,4.88E+00
6.34E-01,0.00E+00
-3.80E-01,-9.27E+01
-2.07E+00,-2.73E+02
-2.83E+00,-3.22E+02
-3.84E+00,-3.95E+02
-4.52E+00,-5.07E+02
-4.94E+00,-5.80E+02
-5.20E+00,-6.15E+02
-6.38E+00,-7.46E+02
-6.46E+00,-5.66E+02
-6.46E+00,-4.78E+02
-5.11E+00,-2.78E+02
-3.76E+00,-9.76E+01
-2.58E+00,5.85E+01
-4.65E-01,2.10E+02
1.31E+00,3.17E+02
3.34E+00,4.39E+02
4.94E+00,5.32E+02
5.11E+00,4.29E+02
3.42E+00,3.07E+02
2.07E+00,2.00E+02
3.80E-01,1.02E+02
-6.34E-01,1.46E+01
-1.48E+00,-9.27E+01
-2.07E+00,-1.37E+02
-2.49E+00,-2.00E+02
-2.91E+00,-2.73E+02
-3.59E+00,-3.32E+02
-5.03E+00,-3.76E+02
-6.29E+00,-4.10E+02
-7.65E+00,-4.24E+02
-9.25E+00,-4.44E+02
-1.05E+01,-4.49E+02
-1.25E+01,-4.54E+02
-1.38E+01,-4.59E+02
-1.52E+01,-4.49E+02
-1.63E+01,-4.39E+02
-1.66E+01,-3.90E+02
-1.63E+01,-3.46E+02
-1.23E+01,-1.80E+02
-1.10E+01,-1.17E+02
-9.67E+00,-4.39E+01
-7.90E+00,4.39E+01
-6.12E+00,1.22E+02
-3.51E+00,2.24E+02
2.58E+00,4.68E+02
9.67E+00,7.66E+02
9.59E+00,7.66E+02
9.59E+00,6.88E+02
9.33E+00,6.54E+02
8.91E+00,6.15E+02
8.32E+00,5.66E+02
7.22E+00,5.02E+02
6.38E+00,4.29E+02
5.96E+00,3.80E+02
5.28E+00,3.22E+02
4.35E+00,2.39E+02
3.67E+00,1.85E+02
2.83E+00,1.51E+02
2.24E+00,1.07E+02
1.39E+00,4.88E+01
5.49E-01,4.88E+00
-1.27E-01,-7.80E+01
-1.48E+00,-2.00E+02
-1.99E+00,-2.73E+02
-3.00E+00,-3.90E+02
-3.84E+00,-4.93E+02
-4.44E+00,-5.61E+02
-5.28E+00,-6.44E+02
-5.79E+00,-7.12E+02
-6.46E+00,-7.56E+02
-6.63E+00,-8.00E+02
-7.14E+00,-8.44E+02
-7.65E+00,-8.78E+02
-8.15E+00,-9.02E+02
-8.74E+00,-8.93E+02
-1.01E+01,-8.39E+02
-1.12E+01,-7.85E+02
-1.20E+01,-7.46E+02
-1.32E+01,-7.17E+02
-1.46E+01,-6.78E+02
-1.61E+01,-6.39E+02
-1.75E+01,-6.10E+02
-1.76E+01,-5.02E+02
-1.70E+01,-4.44E+02
-1.56E+01,-3.56E+02
-1.48E+01,-3.07E+02
-1.39E+01,-2.29E+02
-1.25E+01,-1.27E+02
-1.14E+01,-3.90E+01
-1.07E+01,1.46E+01
-9.76E+00,7.32E+01
-7.98E+00,1.56E+02
-5.53E+00,2.54E+02
-2.83E+00,3.85E+02
-8.03E-01,4.88E+02
1.39E+00,5.95E+02
3.25E+00,6.78E+02
5.53E+00,7.56E+02
8.24E+00,8.34E+02
1.00E+01,8.83E+02
1.20E+01,9.22E+02
1.49E+01,9.80E+02
1.49E+01,9.80E+02
1.48E+01,8.49E+02
1.38E+01,7.61E+02
1.28E+01,6.73E+02
1.16E+01,5.80E+02
1.05E+01,4.88E+02
9.42E+00,4.15E+02
7.90E+00,3.17E+02
6.88E+00,2.68E+02
5.70E+00,2.15E+02
4.52E+00,1.66E+02
3.42E+00,1.22E+02
1.90E+00,7.80E+01
1.06E+00,2.44E+01
5.49E-01,-4.88E+00
6.34E-01,-9.27E+01
-1.27E-01,-1.37E+02
-1.06E+00,-2.20E+02
-1.73E+00,-2.49E+02
-2.66E+00,-2.98E+02
-3.34E+00,-3.56E+02
-4.44E+00,-4.34E+02
-5.28E+00,-4.83E+02
-6.04E+00,-5.17E+02
-6.97E+00,-5.46E+02
-7.98E+00,-5.76E+02
-9.08E+00,-5.95E+02
-1.02E+01,-6.05E+02
-1.20E+01,-6.00E+02
-1.36E+01,-5.85E+02
-1.49E+01,-5.71E+02
-1.64E+01,-5.51E+02
-1.87E+01,-5.27E+02
-2.07E+01,-5.02E+02
-2.29E+01,-4.83E+02
-2.50E+01,-4.63E+02
-2.65E+01,-4.49E+02
-2.76E+01,-4.39E+02
-2.88E+01,-4.34E+02
-2.92E+01,-4.15E+02
-2.92E+01,-3.61E+02
-2.78E+01,-3.27E+02
-2.27E+01,-1.85E+02
-1.97E+01,-8.78E+01
-1.76E+01,-2.44E+01
-1.62E+01,2.93E+01
-1.27E+01,1.17E+02
-9.42E+00,1.90E+02
-7.48E+00,2.49E+02
-6.04E+00,2.73E+02
-3.25E+00,3.51E+02
-5.49E-01,4.15E+02
1.82E+00,4.83E+02
4.52E+00,5.61E+02
7.05E+00,6.49E+02
1.09E+01,8.15E+02
1.31E+01,9.07E+02
1.49E+01,9.85E+02
1.53E+01,1.01E+03
1.61E+01,1.00E+03
1.59E+01,8.20E+02
1.55E+01,7.51E+02
1.47E+01,6.68E+02
1.38E+01,5.66E+02
1.27E+01,4.63E+02
1.15E+01,3.51E+02
1.04E+01,2.63E+02
9.59E+00,2.00E+02
8.57E+00,1.32E+02
7.98E+00,9.76E+01
7.05E+00,5.85E+01
6.29E+00,1.46E+01
5.28E+00,-6.83E+01
4.10E+00,-1.76E+02
3.17E+00,-2.34E+02
1.99E+00,-3.12E+02
7.18E-01,-3.71E+02
-1.27E-01,-4.05E+02
-1.06E+00,-4.29E+02
-2.07E+00,-4.44E+02
-3.42E+00,-4.63E+02
-4.69E+00,-4.73E+02
-6.46E+00,-4.83E+02
-8.07E+00,-4.78E+02
-9.50E+00,-4.68E+02
-1.12E+01,-4.68E+02
-1.97E+01,-4.39E+02
-2.28E+01,-4.20E+02
-2.59E+01,-4.05E+02
-2.78E+01,-3.85E+02
-2.79E+01,-3.32E+02
-2.37E+01,-2.00E+02
-2.18E+01,-1.32E+02
-2.02E+01,-5.85E+01
-1.92E+01,-2.44E+01
-1.73E+01,4.88E+01
-1.63E+01,7.80E+01
-1.32E+01,1.37E+02
-1.06E+01,1.95E+02
-6.21E+00,3.07E+02
-3.76E+00,3.66E+02
-8.03E-01,4.49E+02
3.80E-01,4.88E+02
1.48E+00,5.22E+02
5.87E+00,6.54E+02
7.48E+00,7.17E+02
8.74E+00,7.37E+02
1.05E+01,7.71E+02
1.34E+01,8.83E+02
1.48E+01,9.41E+02
1.62E+01,1.01E+03
1.79E+01,1.07E+03
1.98E+01,1.15E+03
2.17E+01,1.20E+03
2.33E+01,1.26E+03
2.45E+01,1.29E+03
2.54E+01,1.32E+03
2.59E+01,1.32E+03
2.57E+01,1.07E+03
2.56E+01,1.04E+03
2.47E+01,9.27E+02
2.33E+01,7.66E+02
2.18E+01,6.15E+02
2.04E+01,4.63E+02
1.94E+01,3.80E+02
1.82E+01,2.88E+02
1.69E+01,2.05E+02
1.59E+01,1.32E+02
1.50E+01,8.78E+01
1.41E+01,3.90E+01
1.31E+01,4.88E+00
1.22E+01,-9.27E+01
1.13E+01,-1.90E+02
1.01E+01,-2.93E+02
9.25E+00,-3.66E+02
8.41E+00,-4.20E+02
7.73E+00,-4.54E+02
7.05E+00,-4.88E+02
5.96E+00,-5.12E+02
4.69E+00,-5.27E+02
2.75E+00,-5.27E+02
1.99E+00,-5.07E+02
1.65E+00,-5.07E+02
1.39E+00,-5.22E+02
-1.27E-01,-5.17E+02
-7.18E-01,-5.07E+02
-3.17E+00,-4.98E+02
-5.36E+00,-4.83E+02
-7.90E+00,-4.73E+02
-1.33E+01,-4.34E+02
-1.54E+01,-4.15E+02
-1.67E+01,-4.00E+02
-1.82E+01,-3.76E+02
-1.96E+01,-3.51E+02
-2.12E+01,-3.32E+02
-2.30E+01,-3.17E+02
-2.45E+01,-3.07E+02
-2.65E+01,-2.88E+02
-2.87E+01,-2.73E+02
-3.05E+01,-2.59E+02
-3.32E+01,-2.49E+02
-3.49E+01,-2.39E+02
-3.62E+01,-2.20E+02
-3.60E+01,-1.90E+02
-3.41E+01,-1.56E+02
-2.91E+01,-5.37E+01
-2.84E+01,-5.37E+01
-2.78E+01,-2.93E+01
-2.73E+01,-1.46E+01
-2.39E+01,3.90E+01
-2.14E+01,8.29E+01
-1.92E+01,1.07E+02
-1.72E+01,1.32E+02
-1.41E+01,1.71E+02
-1.18E+01,2.05E+02
-9.17E+00,2.39E+02
-4.18E+00,3.02E+02
-1.90E+00,3.37E+02
1.39E+00,3.95E+02
4.27E+00,4.54E+02
6.80E+00,5.12E+02
9.33E+00,5.85E+02
1.17E+01,6.54E+02
1.51E+01,7.71E+02
1.73E+01,8.54E+02
1.94E+01,9.41E+02
2.12E+01,1.02E+03
2.29E+01,1.10E+03
2.45E+01,1.18E+03
2.60E+01,1.24E+03
2.77E+01,1.31E+03
2.92E+01,1.36E+03
3.05E+01,1.39E+03
3.13E+01,1.39E+03
3.13E+01,1.33E+03
3.21E+01,1.39E+03
3.25E+01,1.41E+03
3.31E+01,1.40E+03
3.32E+01,1.40E+03
3.30E+01,1.25E+03
3.26E+01,1.16E+03
3.20E+01,1.08E+03
3.14E+01,9.85E+02
