Displacement [mm],Force [kN]
0.0000,0.0000
-2.3711,-383.8356
-2.8651,-423.6998
-3.2973,-446.4794
-3.9148,-438.5065
-4.5940,-420.2829
-5.3350,-400.9203
-5.9524,-386.1136
-6.6317,-377.0017
-7.4344,-366.7509
-8.5458,-354.2222
-9.7190,-345.1103
-10.2130,-340.5544
-9.5955,-287.0225
-8.0518,-161.7349
-6.2612,-3.4169
-4.3470,120.7317
-2.7416,218.6838
-1.8771,269.9378
-0.3334,329.1647
0.6545,364.4730
1.0868,378.1407
1.5190,377.0017
1.8895,371.3068
2.3834,356.5001
3.0627,343.9714
4.1124,332.5816
5.8413,324.6087
7.8172,318.9139
9.7314,315.4969
10.4723,310.9410
10.4106,288.1614
8.4964,58.0879
7.8790,-30.7524
6.7675,-120.7317
6.3353,-144.6502
5.7795,-170.8467
5.1003,-193.6263
4.3594,-209.5720
3.6184,-215.2668
1.7042,-218.6838
0.0370,-219.8228
-0.7039,-222.1007
-2.8651,-230.0736
-4.8410,-239.1854
-7.7431,-257.4090
-9.3485,-265.3819
-10.2130,-271.0768
-9.6573,-231.2125
-8.6076,-169.7077
-5.6437,-4.5559
-4.4088,52.3930
-2.2476,126.4266
-1.3831,146.9282
-0.5804,159.4569
0.5928,170.8467
4.1741,197.0432
6.3970,215.2668
7.7555,226.6566
10.2871,251.7141
10.1636,230.0736
8.5582,60.3658
7.6320,-20.5016
6.6440,-62.6438
6.0265,-85.4234
5.1621,-107.0639
4.5446,-120.7317
3.2479,-137.8163
0.2840,-160.5959
-2.9268,-184.5144
-7.3109,-219.8228
-8.7928,-230.0736
-10.1513,-240.3244
-8.9781,-169.7077
-7.4344,-93.3962
-5.6437,-2.2780
-3.4208,75.1726
-2.2476,107.0639
-1.5684,119.5927
-0.1482,136.6774
1.7660,151.4841
4.7916,174.2636
7.6937,199.3212
9.2374,216.4058
10.2871,230.0736
9.9166,191.3483
8.4347,53.5320
7.7555,-9.1118
6.6440,-48.9761
5.4708,-77.4505
3.6184,-107.0639
