Displacement [mm],Force [kN]
-0.5129,-42.9910
-0.0641,0.0000
-0.8334,-81.7671
-1.9233,-197.2526
-2.8850,-297.5649
-3.5902,-358.2580
-3.8466,-370.0594
-4.1031,-373.4313
-4.4236,-370.0594
-5.7058,-338.8699
-6.5393,-323.6966
-7.5009,-311.0522
-8.8472,-299.2508
-10.7706,-289.1353
-12.4374,-281.5486
-13.9761,-276.4909
-14.4890,-273.9620
-14.4890,-263.8465
-13.7196,-225.0703
-11.3476,-126.4440
-7.3086,29.5036
-4.6801,116.3285
-3.0132,162.6913
-1.0899,205.6822
-0.6411,205.6822
-0.1923,198.0956
1.0258,207.3682
4.2954,242.7725
6.2187,255.4169
14.4249,255.4169
14.2966,205.6822
13.9120,126.4440
13.3991,88.5108
12.5657,-7.5866
11.9887,-38.7762
11.3476,-80.0812
10.8988,-98.6263
9.6807,-119.7003
7.5009,-119.7003
6.2187,-114.6426
4.9365,-111.2707
4.1031,-108.7418
1.6669,-109.5848
0.7052,-112.1137
-0.8975,-115.4855
-1.6028,-118.8574
-3.3979,-127.2870
-6.4752,-146.6750
-9.2960,-168.5920
-11.8604,-189.6660
-14.5531,-209.8970
-14.5531,-201.4674
-12.2451,-131.5018
-9.5525,-52.2635
-6.3469,29.5036
-4.9365,55.6354
-3.8466,69.9657
-2.5644,80.0812
-0.7052,88.5108
1.7310,93.5686
4.3595,101.1552
6.4110,111.2707
8.1420,123.0722
10.0653,140.7743
12.3092,167.7490
14.2966,197.2526
13.4632,91.8826
13.3991,86.8249
12.1169,-5.0578
11.5399,-23.6029
10.9629,-40.4621
10.0012,-54.7924
9.3601,-64.0650
8.3985,-71.6516
6.3469,-80.0812
4.4236,-85.9819
1.7951,-89.3538
-0.2564,-95.2545
-2.1798,-101.1552
-4.1672,-109.5848
-7.1804,-127.2870
-10.8347,-152.5758
-13.0785,-172.8068
-14.5531,-184.6082
-13.9761,-166.0631
-12.4374,-118.0144
-10.1295,-54.7924
-6.7316,21.0740
-4.1672,55.6354
-2.6926,69.9657
-1.7951,74.1805
-0.7052,77.5523
0.4488,80.0812
2.9491,85.9819
5.0647,93.5686
8.0138,109.5848
9.6166,119.7003
11.1552,133.1877
13.0785,156.7906
14.1043,169.4350
13.4632,91.0397
12.4374,25.2888
11.7322,-7.5866
10.8347,-28.6606
9.5525,-46.3628
7.5650,-61.5361
5.5135,-69.9657
1.8592,-80.9242
0.0000,-85.9819
-2.5003,-95.2545
-4.4236,-101.9982
-7.3086,-118.0144
-10.8347,-139.9314
-12.5015,-154.2617
-14.5531,-173.6498
-13.5914,-140.7743
-11.9245,-94.4115
-9.6807,-36.2473
-7.5650,9.2726
-6.2828,31.1895
-4.0390,55.6354
-2.3721,66.5938
0.3206,75.0234
3.8466,85.1390
7.5009,101.1552
10.0653,117.1714
11.7322,132.3447
13.2709,148.3610
14.3607,161.8483
13.5914,100.3122
12.5015,25.2888
11.6681,-7.5866
10.7706,-29.5036
9.4884,-45.5198
7.1163,-61.5361
4.5518,-69.1227
0.5770,-81.7671
-1.9874,-89.3538
-4.0390,-96.0974
-7.0522,-112.9566
-10.5141,-133.1877
-13.6555,-158.4765
-15.7712,-177.0216
-18.8485,-204.8393
-21.5411,-229.2851
-23.7209,-244.4584
-25.1954,-252.8880
-26.5417,-254.5739
-29.4908,-254.5739
-29.4908,-248.6732
-27.9522,-205.6822
-24.6825,-107.8989
-21.9899,-32.8754
-18.7203,43.8339
-17.3739,71.6516
-16.6687,83.4530
-15.7712,91.8826
-15.0660,97.7834
-14.4249,98.6263
-13.7838,97.7834
-13.2068,96.0974
