Displacement [mm],Force [kN]
2.39E-02,1.55E+00
5.82E-01,6.60E+00
1.50E+00,1.49E+01
2.14E+00,2.11E+01
3.15E+00,2.97E+01
3.48E+00,3.30E+01
3.98E+00,3.64E+01
4.79E+00,4.11E+01
5.91E+00,4.66E+01
6.80E+00,5.08E+01
6.30E+00,4.59E+01
5.66E+00,4.04E+01
4.88E+00,3.34E+01
4.18E+00,2.75E+01
3.43E+00,2.06E+01
2.59E+00,1.32E+01
1.61E+00,4.85E+00
1.08E+00,3.88E-01
6.37E-01,-2.04E+00
3.03E-01,-3.50E+00
-5.98E-02,-4.08E+00
-8.13E-01,-4.66E+00
-1.59E+00,-5.05E+00
-2.79E+00,-5.44E+00
-5.53E+00,-5.63E+00
-3.04E+00,-5.24E+00
-1.84E+00,-4.95E+00
-1.01E+00,-3.88E+00
-5.34E-01,-2.14E+00
-1.16E-01,5.83E-01
4.70E-01,5.83E+00
1.22E+00,1.31E+01
1.81E+00,1.83E+01
2.23E+00,2.22E+01
2.73E+00,2.64E+01
3.20E+00,3.08E+01
3.51E+00,3.31E+01
4.01E+00,3.64E+01
4.85E+00,4.11E+01
5.99E+00,4.68E+01
6.80E+00,5.07E+01
6.63E+00,4.86E+01
5.85E+00,4.15E+01
4.99E+00,3.40E+01
4.37E+00,2.83E+01
3.57E+00,2.13E+01
2.73E+00,1.38E+01
1.84E+00,5.63E+00
1.53E+00,2.72E+00
1.28E+00,4.85E-01
1.00E+00,-1.36E+00
8.05E-01,-2.72E+00
5.26E-01,-3.79E+00
1.35E-01,-4.56E+00
-4.78E-01,-5.05E+00
-1.29E+00,-5.24E+00
-4.22E+00,-5.73E+00
-5.58E+00,-5.53E+00
-3.77E+00,-5.24E+00
-2.26E+00,-4.85E+00
-1.48E+00,-4.08E+00
-9.52E-01,-2.91E+00
-6.18E-01,-1.36E+00
-2.27E-01,1.07E+00
2.19E-01,4.66E+00
6.65E-01,8.35E+00
1.06E+00,1.20E+01
1.64E+00,1.74E+01
2.37E+00,2.34E+01
2.90E+00,2.82E+01
3.18E+00,3.08E+01
3.45E+00,3.33E+01
4.01E+00,3.63E+01
4.79E+00,4.09E+01
5.94E+00,4.67E+01
6.83E+00,5.08E+01
6.41E+00,4.66E+01
5.80E+00,4.14E+01
4.99E+00,3.38E+01
