Displacement [mm],Force [kN]
-3.01E-02,3.32E+00
1.95E-01,2.03E+02
2.38E+00,4.99E+02
3.65E+00,7.18E+02
4.41E+00,7.79E+02
3.95E+00,5.91E+02
3.28E+00,3.99E+02
2.07E+00,1.63E+02
1.47E+00,5.23E+01
9.47E-01,-4.36E+01
-1.05E-01,-2.72E+02
-4.06E-01,-3.44E+02
-9.32E-01,-4.29E+02
-1.38E+00,-4.91E+02
-1.46E+00,-4.89E+02
-3.11E+00,-3.15E+02
-3.41E+00,-2.82E+02
-3.79E+00,-1.68E+02
-1.98E+00,-2.53E+01
1.20E-01,1.60E+02
1.62E+00,3.87E+02
3.58E+00,6.48E+02
8.09E+00,7.73E+02
9.07E+00,7.97E+02
8.24E+00,5.48E+02
7.56E+00,3.52E+02
6.51E+00,1.60E+02
5.46E+00,-2.53E+01
4.78E+00,-1.48E+02
4.25E+00,-2.40E+02
3.88E+00,-2.74E+02
3.58E+00,-3.01E+02
2.53E+00,-2.97E+02
1.17E+00,-2.66E+02
3.46E-01,-2.44E+02
-2.56E-01,-2.27E+02
-1.98E+00,-2.05E+02
-3.49E+00,-1.86E+02
-4.84E+00,-1.70E+02
-6.34E+00,-1.62E+02
-8.45E+00,-1.50E+02
-9.20E+00,-1.44E+02
-3.86E+00,-8.93E+00
-5.56E-01,9.52E+01
1.70E+00,1.67E+02
2.15E+00,1.83E+02
5.46E+00,4.26E+02
6.43E+00,4.97E+02
1.07E+01,6.56E+02
1.45E+01,7.99E+02
1.42E+01,6.73E+02
1.35E+01,5.05E+02
1.31E+01,3.97E+02
1.23E+01,2.40E+02
1.13E+01,8.09E+01
1.04E+01,-4.98E+01
9.82E+00,-1.52E+02
9.52E+00,-1.95E+02
9.14E+00,-2.23E+02
8.61E+00,-2.44E+02
8.09E+00,-2.50E+02
5.01E+00,-2.13E+02
2.30E+00,-1.82E+02
-1.76E+00,-1.58E+02
-5.37E+00,-1.35E+02
-7.10E+00,-1.19E+02
-9.35E+00,-1.13E+02
-5.52E+00,-4.98E+01
-6.31E-01,4.41E+01
2.75E+00,1.48E+02
5.68E+00,2.36E+02
9.59E+00,3.54E+02
1.00E+01,3.71E+02
1.65E+01,6.52E+02
1.99E+01,7.97E+02
1.96E+01,7.01E+02
1.91E+01,5.52E+02
1.85E+01,4.07E+02
1.76E+01,2.52E+02
1.68E+01,1.14E+02
1.63E+01,2.99E+01
1.58E+01,-3.34E+01
1.54E+01,-9.26E+01
1.49E+01,-1.50E+02
1.45E+01,-1.78E+02
1.38E+01,-2.15E+02
1.29E+01,-2.19E+02
1.15E+01,-2.05E+02
1.03E+01,-1.97E+02
8.16E+00,-1.82E+02
6.43E+00,-1.70E+02
5.31E+00,-1.64E+02
1.55E+00,-1.46E+02
-9.32E-01,-1.33E+02
-4.69E+00,-1.25E+02
-8.75E+00,-1.07E+02
-4.54E+00,-4.98E+01
-1.01E+00,-7.65E-01
4.33E+00,6.66E+01
9.67E+00,1.73E+02
1.20E+01,2.16E+02
1.53E+01,4.14E+02
1.80E+01,5.85E+02
2.56E+01,7.79E+02
2.64E+01,7.97E+02
2.62E+01,6.95E+02
2.55E+01,5.36E+02
2.49E+01,3.99E+02
2.43E+01,2.77E+02
2.38E+01,1.95E+02
2.29E+01,6.25E+01
2.22E+01,-3.55E+01
2.18E+01,-7.83E+01
2.15E+01,-1.15E+02
2.10E+01,-1.40E+02
2.01E+01,-1.84E+02
1.91E+01,-1.95E+02
1.81E+01,-1.97E+02
1.59E+01,-1.80E+02
1.49E+01,-1.74E+02
1.34E+01,-1.64E+02
1.15E+01,-1.60E+02
8.01E+00,-1.46E+02
5.61E+00,-1.38E+02
2.68E+00,-1.27E+02
-9.32E-01,-1.13E+02
-4.31E+00,-1.11E+02
-5.52E+00,-1.07E+02
-1.36E+01,-9.67E+01
-8.00E+00,-4.36E+01
-2.06E+00,1.28E+00
7.56E+00,9.31E+01
1.45E+01,1.71E+02
1.65E+01,1.95E+02
2.15E+01,4.58E+02
2.57E+01,6.77E+02
3.39E+01,7.99E+02
3.36E+01,7.05E+02
3.29E+01,5.16E+02
3.21E+01,3.52E+02
3.17E+01,2.89E+02
3.11E+01,1.95E+02
3.04E+01,9.72E+01
2.97E+01,-7.65E-01
2.92E+01,-4.98E+01
2.88E+01,-9.26E+01
2.83E+01,-1.25E+02
2.77E+01,-1.54E+02
2.70E+01,-1.68E+02
2.63E+01,-1.78E+02
2.40E+01,-1.72E+02
2.10E+01,-1.60E+02
1.78E+01,-1.46E+02
1.53E+01,-1.38E+02
1.06E+01,-1.25E+02
6.21E+00,-1.13E+02
-2.56E-01,-1.01E+02
-6.49E+00,-9.06E+01
-1.12E+01,-8.04E+01
-1.40E+01,-8.24E+01
-5.89E+00,-2.93E+01
2.07E+00,2.58E+01
5.61E+00,5.03E+01
9.67E+00,7.27E+01
1.57E+01,1.14E+02
1.87E+01,1.38E+02
2.09E+01,1.50E+02
2.58E+01,3.22E+02
3.02E+01,4.77E+02
3.26E+01,5.91E+02
3.57E+01,7.36E+02
3.69E+01,7.91E+02
3.66E+01,7.03E+02
3.59E+01,5.56E+02
3.55E+01,4.50E+02
3.52E+01,3.91E+02
3.44E+01,2.75E+02
3.36E+01,1.56E+02
3.30E+01,7.48E+01
3.25E+01,5.36E+00
3.21E+01,-2.12E+01
3.10E+01,-8.24E+01
3.01E+01,-1.27E+02
2.94E+01,-1.54E+02
2.88E+01,-1.60E+02
2.76E+01,-1.64E+02
2.35E+01,-1.50E+02
2.19E+01,-1.44E+02
2.02E+01,-1.38E+02
1.75E+01,-1.31E+02
1.33E+01,-1.23E+02
8.31E+00,-1.09E+02
2.68E+00,-9.67E+01
-2.36E+00,-8.65E+01
-2.08E+01,-6.81E+01
-1.36E+01,-2.93E+01
-6.04E+00,3.32E+00
8.01E+00,6.25E+01
1.65E+01,9.52E+01
2.08E+01,1.77E+02
2.75E+01,2.91E+02
3.12E+01,3.60E+02
4.00E+01,7.97E+02
3.93E+01,6.30E+02
3.85E+01,4.42E+02
3.76E+01,2.99E+02
3.65E+01,1.36E+02
3.56E+01,1.76E+01
3.55E+01,3.32E+00
3.46E+01,-5.38E+01
3.41E+01,-9.06E+01
3.37E+01,-1.13E+02
3.31E+01,-1.33E+02
3.25E+01,-1.44E+02
3.19E+01,-1.52E+02
3.13E+01,-1.58E+02
3.03E+01,-1.54E+02
2.61E+01,-1.40E+02
2.16E+01,-1.29E+02
1.64E+01,-1.17E+02
8.92E+00,-1.01E+02
-4.01E+00,-7.83E+01
-2.30E+01,-6.81E+01
-1.45E+01,-2.93E+01
-7.47E+00,5.36E+00
2.00E+00,4.62E+01
7.41E+00,6.45E+01
1.79E+01,1.20E+02
2.51E+01,1.48E+02
2.75E+01,1.63E+02
3.12E+01,3.34E+02
3.51E+01,5.07E+02
3.78E+01,6.30E+02
3.91E+01,6.87E+02
4.07E+01,7.40E+02
4.25E+01,7.89E+02
4.32E+01,8.07E+02
4.23E+01,6.40E+02
4.13E+01,4.85E+02
4.03E+01,3.14E+02
3.95E+01,1.69E+02
3.88E+01,5.03E+01
3.84E+01,-2.32E+01
3.73E+01,-8.44E+01
3.65E+01,-1.23E+02
3.59E+01,-1.38E+02
3.51E+01,-1.46E+02
3.37E+01,-1.48E+02
2.90E+01,-1.42E+02
1.73E+01,-1.17E+02
5.91E+00,-9.47E+01
-8.22E+00,-7.42E+01
-3.24E+01,-6.00E+01
-3.87E+01,-5.79E+01
-3.24E+01,-3.14E+01
-1.66E+01,2.99E+01
-4.09E+00,8.29E+01
4.33E+00,1.18E+02
1.12E+01,1.46E+02
1.76E+01,1.75E+02
2.76E+01,2.14E+02
3.40E+01,2.42E+02
3.80E+01,4.18E+02
4.12E+01,5.69E+02
4.50E+01,7.36E+02
4.67E+01,8.05E+02
4.48E+01,5.97E+02
4.34E+01,4.34E+02
4.15E+01,2.24E+02
4.00E+01,5.03E+01
3.92E+01,-4.98E+01
3.84E+01,-1.42E+02
3.70E+01,-1.48E+02
3.56E+01,-1.48E+02
2.43E+01,-1.25E+02
-1.16E+00,-7.22E+01
-8.98E+00,-6.40E+01
-1.81E+01,-6.20E+01
-4.27E+01,-5.79E+01
-1.69E+01,1.76E+01
-1.76E+00,6.25E+01
1.43E+01,1.09E+02
3.39E+01,1.69E+02
