Displacement [mm],Force [kN]
0.11105,-0.23437
-0.28873,-23.78874
-0.95502,-48.04622
-1.48806,-56.83517
-1.88784,-59.29607
-2.42087,-60.35074
-2.95391,-59.64763
-3.57578,-56.13205
-4.55302,-52.96803
-5.79677,-49.10090
-7.12936,-45.58532
-9.03941,-41.71818
-11.30481,-37.85105
-14.19209,-34.68703
-16.01330,-32.92924
-16.90169,-32.22612
-15.16932,-28.00743
-12.23762,-22.03095
-10.28316,-17.81226
-8.95057,-13.94512
-7.66240,-9.02331
-6.46306,-3.39839
-5.53025,1.87497
-4.28650,9.25769
-3.39811,16.99196
-2.42087,27.18713
-1.44364,38.78854
-0.46641,54.25708
0.46641,71.83496
1.48806,94.33466
2.42087,113.67033
3.35369,130.54510
4.37534,144.60741
5.17489,153.39635
5.97445,158.66972
6.95168,163.23997
7.97333,166.05243
11.21597,168.86489
16.81285,170.97424
16.76843,161.48218
16.14656,134.06068
14.94722,78.16300
13.92557,41.24944
12.94834,9.96080
11.92669,-18.51537
11.48249,-27.65587
10.90503,-31.52301
10.10548,-35.74170
7.88449,-36.79638
4.19766,-35.74170
0.73292,-33.63236
-5.70793,-29.76522
-9.79454,-28.00743
-13.57021,-26.95276
-15.92446,-25.89809
-17.03495,-24.84341
-11.83785,-18.86693
-5.39699,-9.37487
-0.68851,-0.23437
3.66462,14.17949
5.66351,23.67155
7.39588,33.86673
8.72847,43.35879
10.06106,56.71798
11.66017,74.99898
13.39254,100.66270
15.12490,126.32641
16.19098,140.38872
16.85727,147.77143
16.63517,131.95133
16.27982,115.42812
15.56910,83.43637
14.72513,52.14773
14.01441,25.42934
12.94834,-0.58593
12.14878,-12.53889
11.52691,-18.51537
10.86061,-22.73407
10.14990,-25.54653
9.21709,-27.30432
8.06217,-28.35899
6.19655,-29.41366
5.08605,-29.76522
-1.53248,-29.41366
-10.99387,-26.95276
-16.85727,-24.84341
-12.23762,-19.92160
-6.90726,-12.53889
-4.01998,-7.61708
-1.22154,-1.64060
3.17601,11.01548
5.39699,19.10130
7.30704,28.24180
8.81731,38.78854
10.68293,52.49929
12.41530,71.13185
13.65905,89.06129
14.81397,105.58450
15.92446,121.40460
16.63517,129.13887
16.32424,111.20943
15.92446,92.57687
15.34700,67.96783
14.59187,40.54632
13.21486,4.68744
12.37088,-7.61708
11.48249,-14.99980
10.59410,-19.92160
9.48360,-22.73407
7.88449,-25.54653
4.86396,-27.65587
-0.24431,-26.95276
-12.28204,-25.54653
-16.85727,-24.84341
-12.01553,-19.21849
-9.26150,-16.05447
-7.30704,-13.24201
-4.73070,-9.02331
-1.79900,-3.04683
0.59967,2.92965
2.73181,9.25769
4.99721,16.99196
7.04052,25.78090
8.50637,32.81205
9.97222,42.30411
11.21597,52.14773
12.28204,63.04602
13.74789,79.92079
15.48026,106.28762
16.67959,123.16239
16.41307,106.28762
15.88004,82.38169
15.30258,59.17888
14.45861,31.05427
13.57021,12.42171
13.21486,3.63276
12.59298,-4.80462
11.66017,-12.89045
10.81619,-17.81226
9.97222,-20.62472
9.17267,-22.03095
7.48472,-24.84341
5.53025,-25.89809
2.19877,-26.95276
-9.35034,-26.60120
-19.47803,-24.14030
-28.58407,-23.08562
-29.78340,-22.73407
-29.69456,-18.16382
-34.34974,-18.16382
-26.22983,-15.70291
-21.83228,-11.48422
-17.16821,-7.26553
-12.90392,-1.64060
-6.86284,4.68744
-2.37645,12.07015
1.04386,17.69507
4.37534,25.42934
6.72958,32.81205
8.37311,39.84321
9.52802,44.76502
11.52691,56.36642
12.94834,67.96783
14.54745,82.73325
17.21263,112.96722
19.21151,135.11535
20.67736,148.82610
22.00995,158.66972
23.03161,163.23997
23.87558,164.29464
24.40862,162.18530
24.71956,157.96660
24.89723,147.06832
25.69679,109.45164
26.71844,63.74913
27.87335,10.66392
27.96219,2.22653
