Displacement [mm],Force [kN]
-0.02264,0.93819
0.49817,68.17541
0.83783,98.19762
1.22279,127.90709
1.53980,142.91819
1.81153,153.23832
2.26442,163.87118
2.73995,173.56585
3.14754,178.25682
3.41927,180.13321
3.64571,181.38413
3.87216,182.00959
3.91744,182.00959
4.21182,180.44594
4.43826,177.31862
4.66470,175.12951
4.95908,172.31492
5.50254,169.18761
5.95542,168.24942
6.70268,166.99849
8.60479,166.68576
11.27680,168.24942
12.68074,168.24942
13.29214,169.81307
15.57920,171.06400
17.50396,172.94039
23.54995,172.31492
24.16135,170.75127
27.10509,170.75127
