Displacement [mm],Force [kN]
3.048000e-01,-9.385608e+01
2.794000e-01,-9.380963e+01
3.048000e-01,-9.371164e+01
2.794000e-01,-9.267954e+01
3.048000e-01,-9.411950e+01
2.540000e-01,-1.284239e+02
1.524000e-01,-1.657635e+02
5.080000e-02,-1.941155e+02
0,-2.197067e+02
-5.080000e-02,-2.297821e+02
-1.016000e-01,-2.478874e+02
-1.016000e-01,-2.579558e+02
-1.524000e-01,-2.718039e+02
-2.032000e-01,-2.837976e+02
-2.794000e-01,-3.048754e+02
-3.302000e-01,-3.232884e+02
-4.064000e-01,-3.396910e+02
-4.318000e-01,-3.478056e+02
-4.826000e-01,-3.713927e+02
-5.334000e-01,-3.798244e+02
-5.842000e-01,-4.027069e+02
-6.350000e-01,-4.195217e+02
-6.858000e-01,-4.368258e+02
-7.112000e-01,-4.478817e+02
-7.620000e-01,-4.664351e+02
-8.382000e-01,-4.872834e+02
-8.382000e-01,-4.953353e+02
-8.890000e-01,-5.188750e+02
-9.398000e-01,-5.305834e+02
-9.398000e-01,-5.423320e+02
-9.906000e-01,-5.561019e+02
-1.041400e+00,-5.704587e+02
-1.092200e+00,-5.891631e+02
-1.117600e+00,-6.081904e+02
-1.168400e+00,-6.219058e+02
-1.219200e+00,-6.313512e+02
-1.244600e+00,-6.441539e+02
-1.270000e+00,-6.597929e+02
-1.320800e+00,-6.742917e+02
-1.346200e+00,-6.948764e+02
-1.397000e+00,-7.154205e+02
-1.447800e+00,-7.254841e+02
-1.473200e+00,-7.344929e+02
-1.549400e+00,-7.518645e+02
-1.625600e+00,-7.691378e+02
-1.778000e+00,-7.789966e+02
-1.803400e+00,-7.923793e+02
-1.828800e+00,-8.122032e+02
-1.879600e+00,-8.260229e+02
-1.930400e+00,-8.367510e+02
-1.955800e+00,-8.517130e+02
-2.057400e+00,-8.683141e+02
-2.108200e+00,-8.831019e+02
-2.159000e+00,-8.962172e+02
-2.184400e+00,-9.065110e+02
-2.260600e+00,-9.180857e+02
-2.286000e+00,-9.395945e+02
-2.311400e+00,-9.484953e+02
-2.336800e+00,-9.667718e+02
-2.387600e+00,-9.810164e+02
-2.413000e+00,-9.903319e+02
-2.438400e+00,-9.817621e+02
-2.438400e+00,-9.743062e+02
-2.413000e+00,-9.493857e+02
-2.413000e+00,-9.296858e+02
-2.438400e+00,-8.953062e+02
-2.438400e+00,-8.741625e+02
-2.438400e+00,-8.516205e+02
-2.438400e+00,-8.386093e+02
-2.438400e+00,-8.102019e+02
-2.463800e+00,-7.974797e+02
-2.489200e+00,-7.768530e+02
-2.489200e+00,-7.652162e+02
-2.463800e+00,-7.404840e+02
-2.463800e+00,-7.273471e+02
-2.413000e+00,-7.077488e+02
-2.413000e+00,-6.975345e+02
-2.387600e+00,-6.796188e+02
-2.336800e+00,-6.620281e+02
-2.286000e+00,-6.424826e+02
-2.235200e+00,-6.281215e+02
