Displacement [mm],Force [kN]
-0.04609,0.40353
0.50699,8.97849
0.50699,6.85997
0.09218,-1.21058
-0.23045,-8.57496
0.00000,0.20176
0.55309,11.29877
0.82963,15.23317
1.29053,19.06668
2.30452,22.09314
2.21234,19.26844
2.12016,17.85610
1.88971,16.34287
1.56707,13.31641
1.33662,10.18907
1.01399,5.64939
0.82963,1.91676
0.64527,-0.40353
0.50699,-5.24586
0.32263,-9.88643
0.09218,-11.80318
0.00000,-15.03140
-0.23045,-17.04904
-0.59918,-18.66315
-1.15226,-20.27726
-1.75144,-21.99225
-2.35061,-23.30372
-1.93580,-17.85610
-1.75144,-13.61906
-1.47489,-9.78554
-1.24444,-5.64939
-0.82963,-1.81587
-0.69136,-0.60529
0.50699,6.05291
1.61317,15.53581
2.21234,21.08432
2.53497,22.69843
3.04197,23.80813
4.56295,26.02753
4.42468,22.19402
4.33250,20.78167
3.87160,15.93934
3.08806,8.57496
2.53497,3.83351
2.21234,1.81587
1.79753,1.51323
1.15226,1.41235
0.41481,1.31146
0.13827,1.41235
-0.09218,1.41235
-0.23045,1.00882
-0.41481,0.00000
-0.55309,-2.11852
-1.06008,-6.25468
-1.70535,-14.82964
-2.16625,-20.68079
-2.30452,-23.40460
-2.67325,-24.71606
-3.22633,-26.73370
-3.87160,-28.24693
-4.19423,-28.75134
-4.42468,-29.05399
-4.56295,-29.05399
-4.47077,-27.74252
-3.96378,-16.44375
-3.27242,-4.13616
-3.08806,-2.62293
-2.85761,-1.61411
-2.71934,-0.50441
-2.39670,0.20176
-1.98189,0.90794
-1.56707,1.10970
-1.01399,1.21058
0.69136,1.21058
1.33662,1.21058
1.52098,1.51323
2.02798,5.54850
2.44279,7.56614
3.08806,12.40847
3.82551,19.47021
4.37859,24.00989
4.83950,25.82577
5.85349,27.23811
7.69710,29.55840
8.57282,30.46633
9.12591,30.46633
9.03373,27.33899
8.38846,20.07550
7.37447,10.59260
6.49875,3.42998
5.94567,1.31146
5.80739,0.40353
5.34649,0.00000
4.10205,0.00000
2.39670,-0.10088
1.47489,-0.60529
0.69136,-1.10970
0.27654,-1.61411
-0.13827,-2.82469
-1.06008,-3.63175
-2.07407,-4.94321
-2.53497,-5.54850
-2.99588,-9.28113
-3.73333,-18.25962
-4.10205,-22.49666
-4.42468,-26.02753
-4.79341,-28.14605
-5.20822,-28.65046
-5.71521,-28.95310
-7.09793,-30.46633
-8.25019,-31.77780
-8.52673,-31.97956
-9.07982,-32.08044
-9.07982,-29.45751
-8.66500,-22.49666
-7.97365,-11.90406
-7.42056,-5.44762
-7.09793,-2.32028
-6.77529,-1.81587
-6.22221,-1.31146
-4.83950,-0.40353
-4.24032,0.00000
-2.85761,0.10088
-0.82963,0.00000
0.55309,0.30265
1.06008,0.70617
2.67325,1.81587
3.91769,3.22822
4.74731,4.43880
5.43867,6.25468
5.94567,8.07055
6.63702,11.29877
7.46665,16.44375
8.38846,22.39578
9.03373,27.23811
9.63290,29.86104
10.37035,31.57603
11.06170,32.28221
14.79503,33.39191
17.65264,33.89632
18.39008,33.89632
18.20572,29.96192
18.11354,28.04517
17.60655,22.79931
17.05346,16.34287
16.31601,10.39084
15.80902,6.15380
15.39420,3.53087
15.07157,1.61411
14.84112,0.90794
14.56458,0.60529
13.27404,0.60529
11.70697,0.50441
10.87734,0.50441
10.50862,0.40353
9.90944,-0.20176
9.40245,-1.00882
8.98763,-1.81587
8.52673,-2.21940
8.06583,-2.42117
6.86747,-2.72381
6.26830,-3.42998
4.83950,-3.53087
3.04197,-3.63175
1.65926,-3.12734
0.96790,-2.82469
-1.56707,-2.82469
-3.04197,-3.12734
-4.47077,-3.32910
-5.16213,-3.63175
-5.99176,-4.23704
-6.31439,-4.94321
-6.77529,-6.65821
-7.32838,-10.59260
-7.78928,-15.33405
-8.29628,-20.37814
-8.61891,-24.81695
-9.03373,-28.24693
-9.35636,-30.26457
-9.63290,-31.97956
-9.90944,-32.58485
-10.60080,-32.78662
-11.33825,-33.79543
-12.49051,-34.50161
-13.41232,-34.80425
-14.51849,-34.70337
-15.67075,-35.40955
-16.63865,-35.91395
-17.74482,-36.62013
-18.39008,-36.62013
-18.20572,-29.65928
-17.69873,-21.99225
-17.28391,-15.13228
-16.82301,-8.97849
-16.36210,-4.84233
-16.22383,-2.72381
-15.57857,-0.90794
-12.85923,-0.80706
-12.02960,0.10088
-10.69298,0.20176
-9.58681,1.21058
-5.76130,1.41235
-0.64527,1.41235
3.96378,1.61411
6.77529,2.72381
10.00162,3.53087
12.99750,5.34674
15.11766,10.39084
17.09955,20.98343
18.85099,30.26457
19.31189,32.28221
21.06333,32.98838
22.03123,33.59367
22.53822,33.99720
22.86086,33.69455
23.46003,33.29103
27.33163,33.39191
27.51599,33.79543
27.56208,33.29103
27.42381,30.26457
27.42381,27.94428
26.87072,23.70725
26.82463,22.59754
26.36373,18.25962
25.71846,12.40847
24.98102,6.75909
24.05921,-0.20176
18.57444,-0.60529
17.88309,-1.10970
17.19173,-2.42117
15.90120,-2.92557
13.96540,-3.53087
10.13990,-3.42998
8.38846,-2.72381
5.94567,-2.52205
-4.83950,-2.32028
-11.89133,-2.32028
-13.08968,-2.62293
-14.84112,-4.43880
-15.53248,-6.65821
-15.94729,-8.97849
-16.59256,-14.93052
-17.23782,-22.19402
-17.88309,-28.85222
-18.29790,-32.28221
-18.48226,-34.09808
-18.75881,-34.90514
-19.49625,-35.81307
-27.51599,-36.11572
-27.56208,-31.87868
-27.23945,-25.52312
-26.68636,-17.85610
-26.04110,-9.88643
-25.44192,-3.53087
-24.93492,0.00000
-24.79665,0.30265
-24.24357,0.50441
-17.65264,0.70617
-17.37609,1.00882
-14.84112,0.90794
-13.27404,0.30265
1.42880,0.10088
2.02798,1.31146
10.60080,1.61411
13.55059,2.52205
17.74482,3.93439
22.07732,5.95203
23.59830,9.07937
24.88883,13.51817
25.90282,18.25962
26.50200,22.29490
27.65426,28.44869
28.25344,31.17251
30.00487,33.49279
33.92256,34.09808
