Displacement [mm],Force [kN]
0,0
-1.737967914,-505.2631579
-2.139037433,-463.1578947
-3.07486631,-378.9473684
-1.203208556,5.263157895
1.069518717,573.6842105
1.871657754,736.8421053
2.406417112,826.3157895
3.07486631,894.7368421
3.609625668,947.3684211
2.139037433,357.8947368
1.203208556,15.78947368
0.13368984,-236.8421053
-0.401069519,-515.7894737
-0.802139037,-642.1052632
-1.069518717,-721.0526316
-1.336898396,-784.2105263
-1.604278075,-821.0526316
-1.604278075,-821.0526316
-2.272727273,-778.9473684
-2.673796791,-621.0526316
-2.941176471,-489.4736842
-1.336898396,-57.89473684
1.069518717,447.3684211
2.673796791,747.3684211
3.342245989,836.8421053
4.144385027,900
4.946524064,947.3684211
4.144385027,652.6315789
3.342245989,352.6315789
2.941176471,236.8421053
2.540106952,57.89473684
2.139037433,-42.10526316
0.802139037,-273.6842105
-0.13368984,-384.2105263
-0.802139037,-410.5263158
-1.336898396,-405.2631579
-1.871657754,-363.1578947
-2.406417112,-331.5789474
-4.946524064,-252.6315789
1.069518717,321.0526316
2.941176471,568.4210526
4.411764706,752.6315789
5.213903743,815.7894737
6.417112299,873.6842105
5.748663102,605.2631579
4.812834225,321.0526316
3.877005348,47.36842105
2.807486631,-168.4210526
2.005347594,-268.4210526
0.668449198,-310.5263158
0.13368984,-315.7894737
-0.935828877,-315.7894737
-2.272727273,-284.2105263
-3.877005348,-247.3684211
-5.080213904,-231.5789474
1.336898396,236.8421053
3.07486631,394.7368421
4.411764706,563.1578947
5.882352941,726.3157895
6.818181818,821.0526316
8.021390374,900
9.22459893,952.6315789
8.288770053,578.9473684
7.219251337,242.1052632
6.28342246,-31.57894737
5.614973262,-163.1578947
4.679144385,-247.3684211
3.743315508,-305.2631579
2.807486631,-321.0526316
1.737967914,-310.5263158
-0.534759358,-268.4210526
-2.005347594,-247.3684211
-3.743315508,-215.7894737
-6.417112299,-194.7368421
-8.823529412,-178.9473684
-9.893048128,-168.4210526
-6.951871658,-52.63157895
-4.144385027,52.63157895
-1.069518717,136.8421053
2.005347594,236.8421053
4.278074866,347.3684211
5.347593583,421.0526316
6.550802139,552.6315789
7.754010695,673.6842105
8.823529412,768.4210526
10.16042781,868.4210526
11.4973262,926.3157895
12.70053476,968.4210526
10.56149733,289.4736842
9.49197861,-10.52631579
