Displacement [mm],Force [kN]
0.02730,-0.59910
-0.51873,-75.48721
-1.33777,-137.79412
-1.61078,-158.16369
-2.36157,-135.39770
-3.18062,-104.24425
-3.72664,-84.47379
-4.20442,-76.08632
-5.09171,-67.09975
-5.70600,-62.30691
-6.79805,-58.11317
-8.29963,-52.12212
-9.80121,-45.53197
-6.72980,1.79731
-5.84250,14.97762
-4.13617,40.14003
-2.49808,65.30243
-0.99650,89.26663
-0.04095,106.04156
0.84634,131.20397
2.55268,164.15474
4.05426,192.91177
5.14632,210.88492
6.03361,221.66881
6.71615,226.46164
8.01297,229.45717
9.24153,231.25448
10.26533,231.85359
9.71931,173.74042
8.55900,76.68542
7.53519,1.79731
7.05742,-48.52750
6.37488,-81.47826
6.03361,-93.46036
5.76060,-97.65410
5.28282,-100.05052
4.87330,-97.65410
4.32728,-91.66305
3.50823,-81.47826
2.89395,-75.48721
2.14316,-68.29796
0.91460,-59.31138
0.02730,-56.31586
-1.54253,-47.92839
-4.61394,-41.93734
-6.66155,-36.54540
-8.64090,-34.14898
-10.75676,-31.15345
-12.32659,-30.55435
-12.32659,-30.55435
-8.43614,-19.17136
-6.32028,-1.79731
-3.52188,17.37404
-0.99650,34.14898
0.30032,44.33376
2.07491,54.51854
3.57649,67.69885
5.00981,83.27558
6.23837,99.45141
7.46694,120.42008
8.55900,140.78965
9.44629,159.36190
10.74311,181.52878
10.53835,149.17712
9.51454,69.49617
8.83201,19.77046
8.14947,-8.98657
7.53519,-24.56330
6.78440,-47.32929
5.96536,-53.91944
5.35108,-58.11317
4.32728,-58.11317
2.21142,-53.32033
-0.10921,-47.32929
-2.08856,-44.33376
-5.15997,-38.34271
-7.61710,-32.35166
-9.39169,-31.15345
-11.09803,-29.35614
-11.98532,-27.55882
-9.73296,-23.36509
-7.75360,-15.57673
-6.72980,-7.78836
-4.13617,9.58568
0.50508,38.94182
2.75744,50.92391
4.73680,64.10422
6.44314,79.68095
7.87646,100.64962
9.10502,119.82098
10.33359,141.98786
9.44629,84.47379
8.83201,52.72123
8.14947,26.36061
7.67170,14.37852
6.64790,-11.38299
6.03361,-23.36509
4.46378,-41.33824
3.98601,-43.13555
1.93840,-43.73466
0.70984,-41.93734
-0.72349,-41.33824
-2.15681,-38.34271
-3.24887,-36.54540
-4.61394,-35.34719
-10.07422,-28.15793
-12.32659,-26.95972
-10.14248,-23.96420
-8.98217,-21.56778
-8.09487,-16.77494
-7.13932,-10.78389
-4.81870,5.39194
-0.45047,30.55435
1.32412,40.14003
2.41618,45.53197
3.98601,57.51407
6.10187,74.88811
7.33043,87.46931
8.35423,102.44693
8.96852,112.63172
9.92407,128.20844
10.33359,133.60039
9.71931,92.26215
9.10502,61.70780
7.80821,20.96867
6.78440,-5.39194
6.30663,-19.77046
5.14632,-31.15345
4.46378,-37.74361
3.64474,-38.34271
2.41618,-38.94182
0.50508,-37.14450
-2.83935,-33.54987
-13.96468,-28.15793
-18.26465,-28.15793
-18.33290,-27.55882
-17.58211,-18.57225
-16.35355,-8.38747
-14.64721,-0.59910
-13.00913,8.38747
-11.09803,13.77941
-8.23138,22.16688
-5.70600,26.95972
-3.04411,33.54987
-0.31397,41.33824
1.05110,47.32929
3.23522,55.71675
5.69235,71.29348
7.12567,83.87468
8.14947,95.85678
9.37804,111.43351
11.22088,140.19054
12.72246,162.95653
14.22404,187.51983
15.45260,204.89387
16.68117,217.47507
17.77322,226.46164
18.79703,231.25448
19.54782,232.45269
20.09385,231.85359
20.36686,219.87149
19.54782,170.74489
18.45576,94.65857
17.70497,33.54987
17.09069,-5.39194
16.27165,-47.32929
15.72562,-73.68990
15.31610,-82.07737
14.42880,-83.87468
13.54150,-80.87916
12.65421,-76.08632
11.28914,-67.69885
9.92407,-60.50959
8.69550,-56.31586
7.67170,-52.72123
5.41933,-46.13108
3.64474,-41.93734
1.18761,-37.74361
-1.33777,-35.34719
-6.66155,-31.75256
-13.00913,-27.55882
-16.49006,-26.95972
-19.56147,-26.95972
-18.81068,-19.77046
-17.71862,-14.37852
-12.73611,1.79731
-7.61710,15.57673
-2.70284,27.55882
2.55268,35.94629
4.66854,40.73913
7.12567,47.32929
9.37804,56.31586
10.81136,63.50512
12.79072,74.28901
14.22404,87.46931
15.72562,103.64514
17.02244,122.21740
18.38751,141.38875
19.13830,152.17264
19.68432,159.96100
20.02559,158.76279
19.07004,92.86126
18.04624,44.33376
16.88593,1.79731
15.58911,-19.77046
14.97483,-29.95524
14.08753,-40.73913
12.79072,-46.13108
11.28914,-49.12660
10.40184,-46.73018
9.10502,-45.53197
7.87646,-45.53197
6.71615,-43.73466
5.76060,-41.33824
5.07806,-40.14003
-0.17746,-35.34719
-14.85197,-27.55882
-19.49321,-24.56330
-17.99164,-17.37404
-16.76307,-12.58120
-14.16944,-4.19373
-11.30279,5.39194
-6.45679,17.37404
-1.88380,27.55882
3.64474,36.54540
6.64790,43.13555
9.65105,51.52302
11.42564,59.31138
12.85897,65.30243
14.63356,79.68095
16.40815,95.85678
17.84148,115.02814
19.00179,128.80755
19.68432,137.19502
19.20655,99.45141
18.04624,48.52750
17.15894,17.97315
16.33990,-5.39194
15.17959,-24.56330
14.42880,-31.15345
13.40500,-35.34719
11.97167,-37.74361
9.85581,-39.54092
8.49074,-40.14003
-5.02346,-32.35166
-19.28845,-22.16688
-17.10434,-13.18031
-13.55516,-0.59910
-5.02346,19.17136
1.87015,32.35166
5.28282,38.34271
8.35423,47.32929
11.01612,55.71675
12.10818,60.50959
13.67801,70.69438
15.86213,86.87021
17.43196,101.24872
18.38751,113.23082
18.86528,119.22187
19.75258,129.40665
18.59227,65.30243
17.43196,25.16240
16.54466,-0.59910
15.58911,-14.97762
14.90658,-23.96420
14.36055,-28.15793
13.67801,-30.55435
12.38119,-33.54987
10.87962,-35.34719
9.10502,-35.94629
3.16696,-34.14898
-20.99479,-25.76151
-26.79634,-25.76151
-27.06936,-23.96420
-28.02491,-23.96420
-27.61539,-16.77494
-27.13761,-11.98210
-25.29477,-7.78836
-23.11065,-1.79731
-19.01544,7.18926
-12.53135,16.77494
1.11936,31.15345
6.17012,41.33824
10.53835,53.91944
14.22404,71.89259
15.38435,77.28453
16.95418,86.87021
19.88908,124.61382
21.86844,152.17264
23.64303,174.33952
25.82714,201.89834
27.73824,222.26791
28.89855,231.25448
29.92236,233.65090
30.05886,233.65090
29.71760,192.91177
29.10331,149.77622
28.01126,72.49169
26.71444,-5.99105
26.10016,-40.14003
25.82714,-50.92391
25.41762,-62.30691
24.87159,-70.09527
24.18906,-74.28901
23.57478,-74.28901
22.82399,-73.09080
21.39066,-67.09975
19.13830,-57.51407
18.11449,-53.32033
17.09069,-51.52302
14.83832,-46.13108
13.47325,-45.53197
11.97167,-41.33824
6.51139,-35.94629
-3.99966,-30.55435
-22.22336,-25.16240
-29.59474,-23.36509
-29.59474,-23.36509
-29.18522,-19.17136
-27.68364,-13.18031
-25.84079,-8.98657
-23.58843,-4.19373
-19.42496,4.79284
-13.35039,14.37852
-10.41549,17.37404
-3.99966,25.16240
3.57649,31.75256
5.89711,34.14898
8.96852,39.54092
12.58595,45.53197
15.65736,50.92391
17.56846,57.51407
