Displacement [mm],Force [kN]
-0.08746,0.00000
-0.28480,-3.70486
-0.53597,-7.29022
-0.73331,-10.03898
-0.96653,-12.54873
-1.14593,-14.46092
-1.28946,-15.53652
-1.52268,-16.13408
-1.79178,-16.01457
-2.13265,-15.53652
-2.54528,-15.05848
-2.95790,-14.81945
-3.44229,-14.22190
-4.05226,-13.62434
-4.44695,-13.14629
-4.60841,-12.78775
-4.73399,-12.30971
-4.76987,-11.71215
-4.62635,-10.75606
-4.17784,-8.84387
-3.65757,-5.85607
-3.44229,-4.54145
-3.10142,-2.50975
-2.70674,0.35854
-2.32999,3.10730
-1.95325,5.97559
-1.66620,8.60484
-1.34328,11.35361
-1.00241,14.69994
-0.67949,17.80725
-0.35656,21.03406
0.05606,25.45600
0.39693,30.11695
0.66603,33.58280
0.95308,38.12424
1.18630,42.30715
1.49129,47.56567
1.74245,51.62907
1.90391,54.61686
2.15508,58.08270
2.26272,59.15830
2.28066,55.81198
2.22684,50.55346
2.11919,45.53397
1.95773,40.15594
1.72451,33.58280
1.49129,27.84623
1.25806,22.94625
1.04278,18.16578
0.80955,13.50483
0.59427,9.20240
0.39693,5.37803
0.12782,0.47805
-0.03364,-2.50975
-0.24892,-6.09510
-0.48214,-9.68045
-0.67949,-12.42922
-0.87683,-15.05848
-0.96653,-15.53652
-1.11005,-15.53652
-1.50474,-15.05848
-2.41969,-14.22190
-3.42435,-13.38531
-4.19578,-12.90727
-4.39312,-12.30971
-4.44695,-11.59264
-4.39312,-10.87557
-4.05226,-9.32191
-3.62169,-6.93168
-3.44229,-5.61705
-2.97584,-2.98779
-2.56322,0.23902
-2.09677,3.46584
-1.75590,6.21461
-1.48680,8.48533
-1.18182,11.11459
-0.82301,13.98287
-0.53597,17.09018
-0.14128,21.63162
0.19959,25.57551
0.46869,29.16086
0.97102,35.61449
1.24012,39.79740
1.49129,43.86080
1.76039,48.88030
1.99361,53.54125
2.19096,56.40953
2.31654,58.32172
2.40624,59.15830
2.47800,56.64856
2.46006,53.30223
2.35242,48.52176
2.15508,42.18764
1.95773,36.21205
1.70657,29.87793
1.41952,23.90235
1.15042,17.44871
0.95308,12.78775
0.73779,8.84387
0.52251,4.66096
0.27135,0.47805
0.05606,-3.70486
-0.15922,-6.81217
-0.39244,-10.39752
-0.58979,-13.02678
-0.71537,-14.81945
-0.96653,-14.93897
-1.48680,-14.34141
-2.31205,-13.62434
-3.10142,-13.02678
-3.71139,-12.54873
-4.05226,-11.95117
-4.12402,-11.71215
-3.89080,-10.15850
-3.63963,-8.84387
-3.40641,-7.40973
-2.88614,-4.06340
-2.43763,-0.83658
-1.98913,2.39023
-1.59444,5.73656
-1.16388,9.08289
-0.84095,11.95117
-0.39244,16.61213
-0.06952,20.67553
0.37899,26.05356
0.80955,31.55110
1.25806,38.12424
1.54511,43.14373
1.86803,48.28274
2.13714,52.82418
2.26272,55.93149
2.58564,59.15830
2.62152,56.64856
2.56770,52.70467
2.46006,47.68518
2.29860,42.06813
2.13714,37.52668
2.02949,34.18035
1.92185,31.67061
1.74245,27.24867
1.52717,22.58772
1.25806,16.61213
0.93514,9.56094
0.64809,4.18291
0.37899,-0.23902
0.10988,-5.01949
-0.14128,-8.96338
-0.41038,-12.78775
-0.60773,-14.46092
-0.60773,-14.34141
-0.84095,-15.29750
-1.11005,-15.53652
-1.50474,-15.05848
-2.41969,-14.34141
-3.46023,-13.26580
-4.19578,-12.78775
-5.02103,-12.19020
-5.82835,-11.47313
-6.81506,-10.87557
-7.58649,-10.39752
-8.30410,-9.91947
-8.55527,-9.68045
-8.75261,-9.20240
-8.77055,-8.60484
-8.12470,-6.93168
-7.24563,-4.89998
-6.31273,-2.74877
-5.52336,-0.71707
-4.59047,1.91219
-3.83698,4.54145
-3.22701,6.81217
-2.59910,9.44143
-2.09677,11.95117
-1.55856,14.69994
-1.11005,17.44871
-0.76919,19.71943
-0.33862,22.94625
0.16370,27.00965
0.68397,32.02914
1.15042,37.04864
1.56305,41.82910
1.93979,46.37055
2.13714,49.23883
2.37036,51.98760
2.63946,55.33393
2.89063,57.84368
2.99827,59.15830
3.08797,58.20221
3.08797,55.69246
3.01621,51.50955
2.87269,46.72908
2.72916,42.06813
2.47800,36.33156
2.22684,29.04135
1.92185,21.63162
1.68863,16.13408
1.41952,10.87557
1.13248,5.13900
0.89926,0.59756
0.54045,-5.13900
0.30723,-8.48533
0.10988,-11.59264
-0.08746,-13.38531
-0.23098,-14.46092
-0.39244,-14.93897
-0.57185,-14.93897
-3.94462,-12.42922
-4.60841,-12.19020
-5.54130,-11.35361
-6.58184,-10.63654
-7.24563,-9.91947
-7.69413,-9.68045
-7.99912,-9.32191
-8.23234,-9.08289
-8.01706,-8.12680
-7.60443,-7.40973
-6.81506,-5.37803
-6.04363,-3.46584
-5.36190,-1.67316
-4.55459,0.71707
-3.80110,2.86828
-3.28083,4.66096
-2.61704,7.17070
-2.02501,10.03898
-1.34328,13.38531
-0.71537,16.73164
-0.28480,19.48041
0.07400,22.22918
0.46869,25.33649
0.89926,29.16086
1.24012,32.38768
1.63481,36.33156
1.97567,40.39496
2.42418,45.65348
2.74710,49.47785
3.01621,53.18272
3.35707,57.96319
3.46472,59.27782
3.50060,56.64856
3.44678,51.27053
3.33913,46.96811
3.23149,42.54617
3.08797,37.40717
2.98033,34.41938
2.81887,30.23647
2.67534,26.53160
2.53182,23.54381
2.29860,18.88285
2.11919,14.69994
1.86803,10.03898
1.61687,5.61705
1.41952,2.03170
1.18630,-2.62926
0.97102,-5.73656
0.79161,-9.08289
0.61221,-11.35361
0.43281,-12.66824
0.21753,-13.74385
0.00224,-14.34141
-0.12334,-14.69994
-1.02035,-14.22190
-1.88149,-13.50483
-2.90408,-12.66824
-3.38847,-12.30971
-3.62169,-12.30971
-5.02103,-11.11459
-5.64894,-10.51703
-6.22303,-10.03898
-6.97652,-9.56094
-7.56855,-9.32191
-7.69413,-9.08289
-7.37121,-8.12680
-6.38449,-5.85607
-5.50542,-3.70486
-4.69811,-1.43414
-3.96256,0.71707
-3.17319,3.34633
-2.59910,5.37803
-1.88149,8.24631
-0.85889,12.90727
-0.26686,16.13408
0.25341,19.12188
0.68397,22.46820
1.11454,26.53160
1.54511,30.71451
1.92185,34.89742
2.28066,38.84131
2.63946,42.90471
3.07003,48.04371
3.46472,53.78028
3.69794,56.88758
3.85940,59.27782
3.93116,58.79977
3.94910,56.52905
3.96704,54.61686
3.91322,52.10711
3.85940,49.95590
3.76970,46.37055
3.68000,42.78520
3.57236,39.08033
3.42883,35.25596
3.28531,31.55110
3.21355,28.92184
3.05209,25.45600
2.94445,22.58772
2.85475,20.55602
2.69328,16.97067
2.54976,13.86336
2.37036,10.03898
2.15508,6.33412
1.95773,2.62926
1.74245,-0.83658
1.50923,-4.30242
1.38364,-6.09510
1.25806,-8.24631
1.09660,-10.27801
0.93514,-11.95117
0.71985,-13.14629
0.50457,-13.86336
0.36105,-14.34141
0.14576,-14.69994
-0.03364,-14.93897
-1.27152,-14.58043
-2.09677,-13.86336
-3.10142,-13.14629
-3.71139,-12.54873
-4.75193,-12.42922
-5.81041,-11.59264
-6.85094,-11.11459
-7.56855,-10.39752
-8.30410,-10.03898
-9.54198,-9.44143
-10.34930,-8.72436
-11.04897,-8.60484
-11.65894,-8.36582
-11.82040,-7.52924
-10.88750,-6.33412
-9.72139,-4.66096
-8.35792,-2.62926
-7.17387,-0.83658
-6.33067,0.59756
-5.00309,2.98779
-4.24960,4.66096
-3.46023,6.21461
-2.79644,7.88777
-2.43763,8.96338
-1.61238,11.23410
-1.03829,13.26580
-0.58979,14.69994
-0.06952,16.97067
0.55839,19.95846
1.09660,23.42430
1.58099,27.00965
2.08331,30.83403
2.44212,34.53889
2.85475,38.72180
3.37501,44.45836
3.75176,48.64127
4.14645,53.54125
4.50525,57.72416
4.68465,59.15830
4.73847,56.64856
4.73847,54.25832
4.72053,51.39004
4.66671,48.99981
4.61289,46.96811
4.54113,44.69739
4.46937,43.14373
4.39761,40.99252
4.30791,38.60229
4.20027,35.61449
4.03880,32.02914
3.89528,28.32428
3.75176,25.09746
3.55442,21.03406
3.33913,16.61213
3.12385,11.83166
2.87269,6.69266
2.62152,2.15121
2.33448,-2.62926
2.06537,-6.45363
1.88597,-9.44143
1.76039,-10.99508
1.58099,-12.30971
1.43746,-13.26580
1.27600,-13.74385
1.11454,-13.98287
0.68397,-13.74385
0.28929,-13.26580
0.00224,-13.14629
-0.30274,-13.02678
-0.84095,-12.54873
-1.36122,-12.30971
-2.24029,-11.95117
-3.02966,-11.47313
-3.42435,-11.23410
-3.98050,-10.99508
-4.82369,-10.51703
-6.02569,-10.03898
-11.03103,-8.00729
-11.12073,-7.40973
-10.22371,-6.09510
-9.38052,-4.78047
-8.53733,-3.58535
-7.64031,-2.15121
-6.67154,-0.59756
-5.82835,0.83658
-5.12868,2.15121
-4.24960,3.58535
-3.26289,5.49754
-2.27617,7.52924
-1.98913,8.12680
-1.52268,9.56094
-1.32534,10.03898
-1.00241,10.99508
-0.42832,12.90727
0.05606,14.69994
0.59427,16.97067
0.89926,18.16578
1.36570,20.43651
1.86803,23.42430
2.17302,25.57551
2.47800,27.84623
2.69328,29.63891
2.98033,32.62670
3.28531,35.73401
3.51854,37.76571
3.80558,40.99252
4.09262,44.21934
4.36173,47.32664
4.63083,50.07541
4.93582,53.89979
5.22286,57.24612
5.40226,59.39733
5.49197,58.44123
5.45609,56.17051
5.40226,51.62907
5.31256,47.32664
5.15110,42.54617
5.00758,37.88522
4.82818,32.98524
4.64877,29.04135
4.45143,24.97795
4.30791,21.39260
4.12851,17.20969
3.93116,12.78775
3.66206,7.76826
3.44678,4.06340
3.17767,-0.59756
2.96239,-4.66096
2.74710,-7.52924
2.58564,-9.91947
2.44212,-11.35361
2.28066,-12.42922
2.19096,-13.02678
2.08331,-13.62434
1.93979,-13.74385
1.74245,-13.86336
1.50923,-13.86336
0.91720,-13.50483
0.54045,-13.26580
-1.12799,-12.30971
-1.84561,-12.07068
-2.79644,-11.59264
-3.78316,-10.99508
-5.43366,-10.27801
-6.74330,-9.68045
-9.36258,-8.48533
-10.40312,-7.76826
-10.45694,-7.52924
-10.31341,-7.29022
-9.68551,-6.33412
-8.71673,-4.78047
-7.80178,-3.46584
-6.88682,-2.15121
-6.20509,-1.31463
-5.39778,0.00000
-4.66223,1.19512
-4.01638,2.27072
-3.35259,3.58535
-2.88614,4.42193
-2.07883,6.21461
-1.34328,7.88777
-0.60773,9.68045
0.18165,12.07068
0.70191,14.10238
1.04278,15.41701
1.61687,18.04627
2.15508,21.03406
2.40624,22.82674
2.76504,25.09746
3.07003,27.00965
3.42883,30.35598
3.73382,33.22426
3.98498,35.85352
4.21821,37.88522
4.54113,41.82910
4.82818,44.81690
5.11522,48.28274
5.31256,50.67297
5.63549,54.97539
5.95841,58.32172
6.01223,59.15830
6.10194,58.56075
6.10194,56.05100
6.08400,52.10711
5.97635,47.68518
5.83283,43.26324
5.63549,38.12424
5.43815,32.02914
5.25874,27.72672
5.07934,23.18527
4.93582,19.95846
4.75642,16.01457
4.46937,10.15850
4.20027,5.25852
3.94910,0.95609
