Displacement [mm],Force [kN]
-0.057960,-0.519723
-0.985313,-78.997970
-1.622868,-134.608382
-2.086545,-150.719810
-2.376342,-145.002852
-2.666140,-134.088659
-3.013898,-120.575848
-3.593493,-103.944697
-4.231049,-84.714928
-5.216362,-73.281011
-6.433513,-65.485159
-7.476785,-59.248477
-8.346178,-54.570966
-9.099653,-52.492072
-9.911087,-51.452625
-9.563329,-44.696220
-7.592704,-17.670598
-5.853917,6.236682
-3.941251,35.341197
-2.028585,65.485159
-0.521636,94.069951
0.463677,121.615295
1.738787,151.759257
3.419615,180.344049
5.100442,204.771053
5.737998,212.566905
6.549432,219.843034
7.244947,222.961375
8.983734,222.961375
9.853127,221.402204
9.331491,166.831238
8.288219,80.557140
6.955149,-10.914193
6.433513,-55.610413
5.853917,-80.557140
5.448200,-94.589674
4.984523,-101.865803
4.694725,-102.385526
4.346968,-101.865803
3.999210,-98.747462
3.709413,-95.109398
3.361655,-90.431886
2.840019,-85.234651
2.144504,-78.997970
0.985313,-70.682394
-0.115919,-63.406265
-1.622868,-57.689307
-2.897979,-54.051242
-5.506159,-48.334284
-7.360866,-44.696220
-8.346178,-42.617326
-9.505370,-41.577879
-9.853127,-41.577879
-9.447410,-37.939814
-8.114340,-26.505898
-6.433513,-13.512811
-4.694725,0.000000
-3.071857,11.433917
-0.347757,30.143962
1.159191,41.577879
3.013898,54.570966
4.520847,70.162670
6.433513,102.905250
8.462098,142.404235
9.215572,159.035386
9.679249,166.831238
9.621289,151.759257
9.099653,104.984144
8.751895,87.313545
7.244947,7.795852
6.259634,-22.867833
5.448200,-44.176496
4.926564,-51.452625
3.767372,-56.130136
0.927353,-56.130136
-1.043272,-50.413178
-4.346968,-45.215943
-6.143715,-44.696220
-9.853127,-41.058155
-8.983734,-34.821473
-7.418825,-21.828386
-4.868604,-4.157788
-1.854706,16.631151
0.753474,32.222856
2.550221,44.696220
4.462887,60.807648
6.085755,77.958523
7.418825,100.306632
8.462098,119.016678
8.867815,132.009765
9.795168,145.002852
9.331491,111.220826
8.809855,81.076864
7.534744,14.032534
6.201674,-20.269216
4.984523,-40.018708
3.709413,-47.294837
2.376342,-49.893454
0.057960,-51.452625
-1.043272,-48.334284
-3.709413,-44.696220
-9.853127,-41.058155
-8.520057,-31.703133
-5.332281,-8.835299
-2.318383,11.953640
1.275111,34.301750
3.419615,48.334284
7.013108,87.313545
7.650664,97.188292
9.157612,124.213913
9.737208,132.529488
9.273532,98.227739
7.940461,28.065068
7.244947,8.315576
6.433513,-16.631151
5.506159,-29.624239
4.520847,-40.538432
2.840019,-46.775114
1.564908,-48.854008
-0.347757,-47.814561
-5.680038,-44.696220
-11.649874,-38.979261
-13.330702,-37.420091
-19.184618,-35.341197
-20.401769,-34.821473
-18.315225,-24.946727
-14.721731,-11.433917
-12.693146,-2.078894
-11.128238,2.598617
-9.969046,9.355023
-5.911876,20.788939
-2.724100,30.143962
-0.289798,37.939814
2.318383,49.373731
5.390240,67.044329
7.360866,90.951610
10.374763,139.285894
12.171510,167.870685
13.794378,191.777966
15.185408,206.849947
16.460519,218.803587
16.866236,221.921928
18.836861,224.520545
19.938093,225.040269
19.474416,173.587644
17.851548,59.248477
16.518478,-16.111428
15.707044,-61.847095
15.417246,-70.162670
14.895610,-80.037417
14.489893,-81.596587
13.968257,-82.636034
13.504580,-80.557140
12.867025,-77.438799
12.113551,-72.761288
11.012319,-68.083776
9.563329,-61.847095
8.346178,-57.689307
6.955149,-54.570966
5.795957,-52.492072
4.346968,-48.854008
