Elongation [mm],Equivalent plastic strain
0.0,0.0
0.0006,0.0
0.0012,0.0
0.0018,0.0
0.0024,0.0
0.003,0.0
0.0036,0.0
0.0042,0.0
0.0048,0.0
0.0054,0.0
0.006,0.0
0.0066,0.0
0.0072,0.0
0.0078,0.0
0.0084,0.0
0.009,0.0
0.0096,0.0
0.0102,0.0
0.0108,0.0
0.0114,0.0
0.012,0.0
0.0126,0.0
0.0132,0.0
0.0138,0.0
0.0144,0.0
0.015,0.0
0.0156,0.0
0.0162,0.0
0.0168,0.0
0.0174,0.0
0.018,0.0
0.0186,0.0
0.0192,0.0
0.0198,0.0
0.0204,0.0
0.021,0.0
0.0216,0.0
0.0222,0.0
0.0228,0.0
0.0234,0.0
0.024,0.0
0.0246,0.0
0.0252,0.0
0.0258,0.0
0.0264,0.0
0.027,0.0
0.0276,0.0
0.0282,0.0
0.0288,0.0
0.0294,0.0
0.03,0.0
0.0306,0.0
0.0312,2.6666e-05
0.0318,0.000100976
0.0324,0.000176318
0.033,0.000252614
0.0336,0.000329738
0.0342,0.000407724
0.0348,0.000486465
0.0354,0.000565823
0.036,0.000645963
0.0366,0.000726665
0.0372,0.000807876
0.0378,0.000889693
0.0384,0.000972002
0.039,0.001054673
0.0396,0.001137789
0.0402,0.001221288
0.0408,0.001305185
0.0414,0.001389317
0.042,0.001473864
0.0426,0.001558595
0.0432,0.001643604
0.0438,0.001728753
0.0444,0.001814219
0.045,0.00189978
0.0456,0.001985438
0.0462,0.002071262
0.0468,0.002157052
0.0474,0.002242783
0.048,0.00232833
0.0486,0.002413712
0.0492,0.002498709
0.0498,0.002583336
0.0504,0.002667778
0.051,0.002752099
0.0516,0.002836367
0.0522,0.002920509
0.0528,0.003004709
0.0534,0.003088817
0.054,0.003172906
0.0546,0.003256952
0.0552,0.003341008
0.0558,0.003424972
0.0564,0.003508814
0.057,0.003592424
0.0576,0.003675873
0.0582,0.003759257
0.0588,0.003842404
0.0594,0.003925417
0.06,0.004008313
0.0591,0.004008313
0.0582,0.004008313
0.0573,0.004008313
0.0564,0.004008313
0.0555,0.004008313
0.0546,0.004008313
0.0537,0.004008313
0.0528,0.004008313
0.0519,0.004008313
0.051,0.004008313
0.0501,0.004008313
0.0492,0.004008313
0.0483,0.004008313
0.0474,0.004008313
0.0465,0.004008313
0.0456,0.004008313
0.0447,0.004008313
0.0438,0.004008313
0.0429,0.004008313
0.042,0.004008313
0.0411,0.004008313
0.0402,0.004008313
0.0393,0.004008313
0.0384,0.004008313
0.0375,0.004008313
0.0366,0.004008313
0.0357,0.004008313
0.0348,0.004008313
0.0339,0.004008313
0.033,0.004008313
0.0321,0.004008313
0.0312,0.004008313
0.0303,0.004008313
0.0294,0.004008313
0.0285,0.004008313
0.0276,0.004008313
0.0267,0.004008313
0.0258,0.004008313
0.0249,0.004008313
0.024,0.004008313
0.0231,0.004008313
0.0222,0.004008313
0.0213,0.004008313
0.0204,0.004008313
0.0195,0.004008313
0.0186,0.004008313
0.0177,0.004008313
0.0168,0.004008313
0.0159,0.004008313
0.015,0.004008313
0.0141,0.004008313
0.0132,0.004008313
0.0123,0.004008313
0.0114,0.004008313
0.0105,0.004008313
0.0096,0.004008313
0.0087,0.004008313
0.0078,0.004008313
0.0069,0.004008313
0.006,0.004008313
0.0051,0.004008313
0.0042,0.004008313
0.0033,0.004008313
0.0024,0.004008313
0.0015,0.004008313
0.0006,0.004008313
-0.0003,0.004008313
-0.0012,0.004008313
-0.0021,0.004008313
-0.003,0.004006509
-0.0039,0.004077763
-0.0048,0.004173246
-0.0057,0.004269882
-0.0066,0.004367606
-0.0075,0.004466281
-0.0084,0.004566184
-0.0093,0.004666805
-0.0102,0.004768489
-0.0111,0.00487097
-0.012,0.004974196
-0.0129,0.005078315
-0.0138,0.005183072
-0.0147,0.005288533
-0.0156,0.005394683
-0.0165,0.005501561
-0.0174,0.005608988
-0.0183,0.005716883
-0.0192,0.005825334
-0.0201,0.00593447
-0.021,0.006043905
-0.0219,0.006153869
-0.0228,0.006264146
-0.0237,0.006374948
-0.0246,0.006486057
-0.0255,0.006597536
-0.0264,0.006709242
-0.0273,0.006821236
-0.0282,0.0069334
-0.0291,0.007045486
-0.03,0.007157568
-0.0294,0.007157568
-0.0288,0.007157568
-0.0282,0.007157568
-0.0276,0.007157568
-0.027,0.007157568
-0.0264,0.007157568
-0.0258,0.007157568
-0.0252,0.007157568
-0.0246,0.007157568
-0.024,0.007157568
-0.0234,0.007157568
-0.0228,0.007157568
-0.0222,0.007157568
-0.0216,0.007157568
-0.021,0.007157568
-0.0204,0.007157568
-0.0198,0.007157568
-0.0192,0.007157568
-0.0186,0.007157568
-0.018,0.007157568
-0.0174,0.007157568
-0.0168,0.007157568
-0.0162,0.007157568
-0.0156,0.007157568
-0.015,0.007157568
-0.0144,0.007157568
-0.0138,0.007157568
-0.0132,0.007157568
-0.0126,0.007157568
-0.012,0.007157568
-0.0114,0.007157568
-0.0108,0.007157568
-0.0102,0.007157568
-0.0096,0.007157568
-0.009,0.007157568
-0.0084,0.007157568
-0.0078,0.007157568
-0.0072,0.007157568
-0.0066,0.007157568
-0.006,0.007157568
-0.0054,0.007157568
-0.0048,0.007157568
-0.0042,0.007157568
-0.0036,0.007157568
-0.003,0.007157568
-0.0024,0.007157568
-0.0018,0.007157568
-0.0012,0.007157568
-0.0006,0.007157568
-0.0,0.007157568
0.0006,0.007157568
0.0012,0.007157568
0.0018,0.007157568
0.0024,0.007157568
0.003,0.007157568
0.0036,0.007157568
0.0042,0.007157568
0.0048,0.007157568
0.0054,0.007157568
0.006,0.007157568
0.0066,0.007157568
0.0072,0.007157568
0.0078,0.007157568
0.0084,0.007157568
0.009,0.007157568
0.0096,0.007157568
0.0102,0.007157568
0.0108,0.007157568
0.0114,0.007157568
0.012,0.007157568
0.0126,0.007157568
0.0132,0.007157568
0.0138,0.007157568
0.0144,0.007157568
0.015,0.007157568
0.0156,0.007157568
0.0162,0.007157568
0.0168,0.007157568
0.0174,0.007157568
0.018,0.007157568
0.0186,0.007157568
0.0192,0.007157568
0.0198,0.007157568
0.0204,0.007157568
0.021,0.007157568
0.0216,0.007157568
0.0222,0.007157568
0.0228,0.007157568
0.0234,0.007157568
0.024,0.007157568
0.0246,0.007157568
0.0252,0.007157568
0.0258,0.007157568
0.0264,0.007157568
0.027,0.007157568
0.0276,0.007157568
0.0282,0.007157568
0.0288,0.007157568
0.0294,0.007157568
0.03,0.007157568
0.0291,0.007157568
0.0282,0.007157568
0.0273,0.007157568
0.0264,0.007157568
0.0255,0.007157568
0.0246,0.007157568
0.0237,0.007157568
0.0228,0.007157568
0.0219,0.007157568
0.021,0.007157568
0.0201,0.007157568
0.0192,0.007157568
0.0183,0.007157568
0.0174,0.007157568
0.0165,0.007157568
0.0156,0.007157568
0.0147,0.007157568
0.0138,0.007157568
0.0129,0.007157568
0.012,0.007157568
0.0111,0.007157568
0.0102,0.007157568
0.0093,0.007157568
0.0084,0.007157568
0.0075,0.007157568
0.0066,0.007157568
0.0057,0.007157568
0.0048,0.007157568
0.0039,0.007157568
0.003,0.007157568
0.0021,0.007157568
0.0012,0.007157568
0.0003,0.007157568
-0.0006,0.007157568
-0.0015,0.007157568
-0.0024,0.007157568
-0.0033,0.007157568
-0.0042,0.007157568
-0.0051,0.007157568
-0.006,0.007157568
-0.0069,0.007157568
-0.0078,0.007157568
-0.0087,0.007157568
-0.0096,0.007157568
-0.0105,0.007157568
-0.0114,0.007157568
-0.0123,0.007157568
-0.0132,0.007157568
-0.0141,0.007157568
-0.015,0.007157568
-0.0159,0.007157568
-0.0168,0.007157568
-0.0177,0.007157568
-0.0186,0.007157568
-0.0195,0.007157568
-0.0204,0.007157568
-0.0213,0.007157568
-0.0222,0.007157568
-0.0231,0.007157568
-0.024,0.007157568
-0.0249,0.007157568
-0.0258,0.007157568
-0.0267,0.007157568
-0.0276,0.007157568
-0.0285,0.007157568
-0.0294,0.007187702
-0.0303,0.007300614
-0.0312,0.007425741
-0.0321,0.00755066
-0.033,0.007654051
-0.0339,0.007756984
-0.0348,0.007859917
-0.0357,0.007962771
-0.0366,0.008065855
-0.0375,0.00816903
-0.0384,0.008272511
-0.0393,0.008376276
-0.0402,0.008480106
-0.0411,0.008584317
-0.042,0.008688672
-0.0429,0.00879324
-0.0438,0.00889791
-0.0447,0.009002971
-0.0456,0.009107986
-0.0465,0.009212887
-0.0474,0.009317631
-0.0483,0.009422159
-0.0492,0.009526175
-0.0501,0.009629525
-0.051,0.009732271
-0.0519,0.009834383
-0.0528,0.009935671
-0.0537,0.010036382
-0.0546,0.010136267
-0.0555,0.010235491
-0.0564,0.010334088
-0.0573,0.010432207
-0.0582,0.010529614
-0.0591,0.010626482
-0.06,0.010722755
-0.0564,0.010722755
-0.0528,0.010722755
-0.0492,0.010722755
-0.0456,0.010722755
-0.042,0.010722755
-0.0384,0.010722755
-0.0348,0.010722755
-0.0312,0.010722755
-0.0276,0.010722755
-0.024,0.010722755
-0.0204,0.010722755
-0.0168,0.010722755
-0.0132,0.010722755
-0.0096,0.010722755
-0.006,0.010722755
-0.0024,0.010722755
0.0012,0.010722755
0.0048,0.010722755
0.0084,0.010892746
0.012,0.011278811
0.0156,0.011677933
0.0192,0.012088004
0.0228,0.01250719
0.0264,0.012934027
0.03,0.013363118
0.0336,0.013783946
0.0372,0.014198807
0.0408,0.014613943
0.0444,0.015032018
0.048,0.015454085
0.0516,0.015881129
0.0552,0.016312577
0.0588,0.016746903
0.0624,0.017183973
0.066,0.017622111
0.0696,0.018059596
0.0732,0.018497352
0.0768,0.018936615
0.0804,0.019378357
0.084,0.019823156
0.0876,0.020271897
0.0912,0.02072482
0.0948,0.021182366
0.0984,0.021644691
0.102,0.022110419
0.1056,0.022579435
0.1092,0.023051299
0.1128,0.023526074
0.1164,0.024004508
0.12,0.024487253
0.1236,0.024975391
0.1272,0.025470193
0.1308,0.025972929
0.1344,0.026483973
0.138,0.027003629
0.1416,0.027532013
0.1452,0.02806903
