Elongation [mm],Equivalent plastic strain
0.0,0.0
0.0192,0.0
0.0384,0.000359733
0.0576,0.002143065
0.0768,0.004035335
0.096,0.005928466
0.1152,0.007892042
0.1344,0.009948267
0.1536,0.012091934
0.1728,0.014378974
0.192,0.016857019
0.2112,0.01953999
0.2304,0.022430357
0.2496,0.025531288
0.2688,0.028847793
0.288,0.032387722
0.3072,0.036161885
0.3264,0.040183105
0.3456,0.044467069
0.3648,0.049032643
0.384,0.053896565
0.4032,0.059071206
0.4224,0.064586952
0.4416,0.07048329
0.4608,0.076808549
0.48,0.083619989
0.4992,0.09098947
0.5184,0.099000275
0.5376,0.107749552
0.5568,0.117355056
0.576,0.127948299
0.5952,0.139675781
0.6144,0.15269357
0.6336,0.167157531
0.6272,0.172325328
0.608,0.172325328
0.5888,0.172325328
0.5696,0.172880143
0.5504,0.175358176
0.5312,0.178278476
0.512,0.181234196
0.4928,0.184329718
0.4736,0.187609553
0.4544,0.191022009
0.4352,0.194510207
0.416,0.198015869
0.3968,0.20148918
0.3776,0.204890937
0.3584,0.208176762
0.3392,0.211320549
0.32,0.214320272
0.3008,0.217183724
0.2816,0.219934374
0.2624,0.222588986
0.2432,0.225156859
0.224,0.22764127
0.2048,0.230043977
0.1856,0.23236692
0.1664,0.234612167
0.1472,0.236782014
0.128,0.238878727
0.1088,0.240904287
0.0896,0.242860585
0.0704,0.244750053
0.0512,0.246574655
0.032,0.248336375
0.0128,0.250037074
0.0064,0.251137853
0.0256,0.251137853
0.0448,0.251137853
0.064,0.251137853
0.0832,0.251137853
0.1024,0.251576453
0.1216,0.252500355
0.1408,0.25343883
0.16,0.254485637
0.1792,0.255775273
0.1984,0.257321477
0.2176,0.259147525
0.2368,0.261297226
0.256,0.263818204
0.2752,0.266762555
0.2944,0.270186961
0.3136,0.274147809
0.3328,0.278701782
0.352,0.283912659
0.3712,0.289840221
0.3904,0.296544284
0.4096,0.304118037
0.4288,0.312675923
0.448,0.322349966
0.4672,0.333287984
0.4864,0.345648766
0.5056,0.359594285
0.5248,0.375271201
0.544,0.392792284
0.5632,0.412211359
0.5824,0.43349883
0.6016,0.456526965
0.6208,0.481074989
0.64,0.50686574
0.6208,0.50686574
0.6016,0.50686574
0.5824,0.50686574
0.5632,0.509679973
0.544,0.513673306
0.5248,0.51888752
0.5056,0.525446236
0.4864,0.533105016
0.4672,0.541013598
0.448,0.548701167
0.4288,0.556112826
0.4096,0.563167572
0.3904,0.56981957
0.3712,0.57605207
0.352,0.581867576
0.3328,0.587281048
0.3136,0.592313588
0.2944,0.59698987
0.2752,0.601334989
0.256,0.605372548
0.2368,0.609109104
0.2176,0.612562358
0.1984,0.615758061
0.1792,0.61871779
0.16,0.62146771
0.1408,0.624043822
0.1216,0.62648809
0.1024,0.62881732
0.0832,0.6310395
0.064,0.633161068
0.0448,0.635187507
0.0256,0.63712436
0.0064,0.638976097
0.0128,0.639574349
0.032,0.639574349
0.0512,0.639574349
0.0704,0.639574349
0.0896,0.639519691
0.1088,0.640979528
0.128,0.642499804
0.1472,0.644118071
0.1664,0.646064878
0.1856,0.648367882
0.2048,0.651058733
0.224,0.654236913
0.2432,0.65800935
0.2624,0.662478983
0.2816,0.667738914
0.3008,0.67388463
0.32,0.68101418
0.3392,0.689206123
0.3584,0.698565781
0.3776,0.709222138
0.3968,0.721315742
0.416,0.734987259
0.4352,0.750367701
0.4544,0.767560601
0.4736,0.786621988
0.4928,0.807539165
0.512,0.830215514
0.5312,0.854471445
0.5504,0.880068421
0.5696,0.906756759
0.5888,0.934328616
0.608,0.962657213
0.6272,0.991696477
0.6336,1.011452556
0.6144,1.011452556
0.5952,1.011452556
0.576,1.013232589
0.5568,1.017682076
0.5376,1.023988962
0.5184,1.032551527
0.4992,1.043217778
0.48,1.0553087
0.4608,1.068080664
0.4416,1.080947518
0.4224,1.093465328
0.4032,1.105153084
0.384,1.115785122
0.3648,1.125532508
0.3456,1.134474754
0.3264,1.142676353
0.3072,1.150193453
0.288,1.157080412
0.2688,1.163389683
0.2496,1.169170618
0.2304,1.174469948
