Elongation [mm],Equivalent plastic strain
0.0,0.0
0.006,0.0
0.012,0.0
0.018,0.0
0.024,0.000840294
0.03,0.002786339
0.036,0.004653922
0.042,0.006501045
0.048,0.008357536
0.054,0.010242371
0.06,0.012168108
0.066,0.014142819
0.072,0.016171342
0.078,0.018255964
0.084,0.020396464
0.09,0.022591542
0.096,0.024838122
0.102,0.027132908
0.108,0.029469537
0.114,0.031841345
0.12,0.034240186
0.126,0.036660589
0.132,0.039102685
0.138,0.04156502
0.144,0.044045758
0.15,0.046543632
0.156,0.049055811
0.162,0.051581182
0.168,0.054118592
0.174,0.056666061
0.18,0.059222765
0.186,0.061789498
0.192,0.064364277
0.198,0.06694714
0.204,0.069536664
0.21,0.07213296
0.216,0.07473582
0.222,0.077344671
0.228,0.079959095
0.234,0.082579762
0.24,0.085205957
0.246,0.08783792
0.252,0.090475298
0.258,0.093117937
0.264,0.095766045
0.27,0.09841986
0.276,0.101079591
0.282,0.103745148
0.288,0.106416844
0.294,0.109094635
0.3,0.111778453
0.306,0.114468865
0.312,0.117166162
0.318,0.119870394
0.324,0.122581743
0.33,0.125300467
0.336,0.128026813
0.342,0.130760998
0.348,0.133503154
0.354,0.136253655
0.36,0.139012575
0.366,0.141780227
0.372,0.14455688
0.378,0.147342771
0.384,0.150138125
0.39,0.152943149
0.396,0.155758083
0.402,0.158583134
0.408,0.161418587
0.414,0.164264664
0.42,0.16712153
0.426,0.169989437
0.432,0.17286855
0.438,0.175759047
0.444,0.178661138
0.45,0.181574926
0.456,0.184500664
0.462,0.187438428
0.468,0.190388367
0.474,0.193350762
0.48,0.1963256
0.486,0.199313074
0.492,0.202313334
0.498,0.205326468
0.504,0.208352685
0.51,0.211391956
0.516,0.214444563
0.522,0.217510492
0.528,0.220589936
0.534,0.223682985
0.54,0.226789773
0.546,0.229910359
0.552,0.233044937
0.558,0.236193523
0.564,0.239356339
0.57,0.242533416
0.576,0.245724916
0.582,0.248930901
0.588,0.252151519
0.594,0.255386829
0.6,0.25863713
0.606,0.261902273
0.612,0.265182555
0.618,0.268478096
0.624,0.271788955
0.63,0.275115222
0.636,0.278457135
0.642,0.281814724
0.648,0.285188138
0.654,0.288577497
0.66,0.291982949
0.666,0.295404673
0.672,0.298842669
0.678,0.302297235
0.684,0.30576843
0.69,0.309256315
0.696,0.312761247
0.702,0.316283166
0.708,0.319822311
0.714,0.323378742
0.72,0.326952755
0.726,0.330544382
0.732,0.334153861
0.738,0.33778131
0.744,0.341426849
0.75,0.345090628
0.756,0.348772883
0.762,0.352473825
0.768,0.356193483
0.774,0.359932065
0.78,0.363689721
0.786,0.367466658
0.792,0.371263027
0.798,0.375078946
0.804,0.378914654
0.81,0.3827703
0.816,0.386645973
0.822,0.390541971
0.828,0.394458324
0.834,0.3983953
0.84,0.402352989
0.846,0.406331688
0.852,0.410331309
0.858,0.414352357
0.864,0.418394655
0.87,0.422458708
0.876,0.426544398
0.882,0.430652112
0.888,0.43478179
0.894,0.43893382
0.9,0.443108141
0.906,0.447305173
0.912,0.451524824
0.918,0.455767483
0.924,0.460033178
0.93,0.464322031
0.936,0.468634397
0.942,0.472970337
0.948,0.47732991
0.954,0.481713414
0.96,0.486120939
0.966,0.490552723
0.972,0.495008826
0.978,0.499489546
0.984,0.503994942
0.99,0.508525133
0.996,0.513080359
1.002,0.517660856
1.008,0.522266507
1.014,0.526897907
1.02,0.531554818
1.026,0.536237717
1.032,0.540946424
1.038,0.545681298
1.044,0.550442576
1.05,0.555230379
1.056,0.560044765
1.062,0.564884782
1.068,0.569753885
1.074,0.574649215
1.08,0.579571843
1.086,0.584521949
1.092,0.589499831
1.098,0.59450531
1.104,0.599539042
1.11,0.604600668
1.116,0.609690785
1.122,0.614809334
1.128,0.619956613
1.134,0.62513274
1.14,0.630337954
