Elongation [mm],Equivalent plastic strain
0.0,0.0
0.004,0.0
0.008,0.0
0.012,0.0
0.016,0.0
0.02,0.0
0.024,0.0
0.028,7.051e-06
0.032,0.000412379
0.036,0.000832999
0.04,0.001260013
0.044,0.001687584
0.048,0.002111721
0.052,0.002526482
0.056,0.002934002
0.06,0.003331376
0.064,0.003717923
0.068,0.004095221
0.072,0.004464562
0.076,0.004827185
0.08,0.005184091
0.084,0.00553601
0.088,0.005883962
0.092,0.006228342
0.096,0.006570073
0.1,0.006909529
0.104,0.007247138
0.108,0.007583486
0.112,0.007918809
0.116,0.008253597
0.12,0.008588083
0.124,0.008922558
0.128,0.009257342
0.132,0.009592662
0.136,0.00992877
0.14,0.010265844
0.144,0.01060407
0.148,0.010943266
0.152,0.011283798
0.156,0.011626121
0.16,0.011970708
0.164,0.012317892
0.168,0.012667909
0.172,0.013020886
0.176,0.013377113
0.18,0.013736673
0.184,0.014099726
0.188,0.014466505
0.192,0.014836967
0.196,0.015211312
0.2,0.015589694
0.204,0.015972145
0.208,0.016358756
0.212,0.016749566
0.216,0.017144645
0.22,0.017544061
0.224,0.017947871
0.228,0.018356107
0.232,0.018768838
0.236,0.019186083
0.24,0.019607898
0.244,0.020034295
0.248,0.02046534
0.252,0.020901015
0.256,0.021341372
0.26,0.021786466
0.264,0.022236291
0.268,0.02269089
0.272,0.02315031
0.276,0.02361455
0.28,0.024083644
0.284,0.024557618
0.288,0.025036523
0.292,0.025520395
0.296,0.026009217
0.3,0.026503032
0.304,0.027001865
0.308,0.027505765
0.312,0.028014779
0.316,0.02852894
0.32,0.02904826
0.324,0.029572785
0.328,0.030102551
0.332,0.030637585
0.336,0.031177927
0.34,0.03172363
0.344,0.032274749
0.348,0.032831311
0.352,0.033393361
0.356,0.033960938
0.36,0.034534089
0.364,0.035112891
0.368,0.035697378
0.372,0.036287613
0.376,0.036883637
0.38,0.037485514
0.384,0.038093299
0.388,0.038707063
0.392,0.039326869
0.396,0.03995277
0.4,0.040584847
0.404,0.041223172
0.408,0.0418678
0.412,0.042518813
0.416,0.043176293
0.42,0.043840308
0.424,0.044510946
0.428,0.045188285
0.432,0.045872424
0.436,0.046563432
0.44,0.047261413
0.444,0.047966462
0.448,0.048678663
0.452,0.049398132
0.456,0.050124958
0.46,0.050859254
0.464,0.051601127
0.468,0.052350681
0.472,0.053108044
0.476,0.053873315
0.48,0.054646619
0.484,0.055428095
0.488,0.056217857
0.492,0.057016023
0.496,0.057822727
0.5,0.058638062
0.504,0.05946216
0.508,0.06029512
0.512,0.061137043
0.516,0.061988037
0.52,0.06284821
0.524,0.063717648
0.528,0.064596452
0.532,0.065484703
0.536,0.066382512
0.54,0.067289993
0.544,0.068207234
0.548,0.069134384
0.552,0.070071563
0.556,0.07101886
0.56,0.071976453
0.564,0.072944462
0.568,0.073923029
0.572,0.074912287
0.576,0.075912401
0.58,0.076923519
0.584,0.077945814
0.588,0.078979418
0.592,0.080024526
0.596,0.081081286
0.6,0.082149938
0.604,0.083230555
0.608,0.084323421
0.612,0.085428692
0.616,0.086546555
0.62,0.087677218
0.624,0.08882089
0.628,0.089977786
0.632,0.091148108
0.636,0.092332065
0.64,0.09352988
0.644,0.094741791
0.648,0.095968023
0.652,0.097208813
0.656,0.0984644
0.66,0.099734992
0.664,0.10102088
0.668,0.10232228
0.672,0.103639469
0.676,0.104972675
0.68,0.106322184
0.684,0.107688248
0.688,0.109071121
0.692,0.110471085
0.696,0.111888386
0.7,0.113323346
0.704,0.114776187
0.708,0.116247237
0.712,0.117736742
0.716,0.119244978
0.72,0.12077225
0.724,0.122318834
0.728,0.123885028
0.732,0.125471115
0.736,0.127077356
0.74,0.128704041
0.744,0.130351484
0.748,0.132019982
0.752,0.133709788
0.756,0.135421202
0.76,0.137154445
0.764,0.138909891
0.768,0.140687764
0.772,0.142488346
0.776,0.144311875
0.78,0.14615868
0.784,0.14802897
0.788,0.149923027
0.792,0.151841074
0.796,0.153783336
0.8,0.155750141
0.804,0.157741606
0.808,0.159758016
0.812,0.16179952
0.816,0.163866431
0.82,0.165958792
0.824,0.168076903
0.828,0.170220807
0.832,0.172390789
0.836,0.174586922
0.84,0.176809371
0.844,0.179058179
0.848,0.181333512
0.852,0.183635443
0.856,0.185964018
0.86,0.188319311
0.864,0.190701336
0.868,0.193110198
0.872,0.195545733
0.876,0.198008031
0.88,0.200497061
0.884,0.203012794
0.888,0.205555037
0.892,0.208123788
0.896,0.210718915
0.9,0.213340372
0.904,0.215987846
0.908,0.218661308
0.912,0.221360505
0.916,0.224085286
0.92,0.22683534
0.924,0.229610488
0.928,0.23241055
0.932,0.235235155
0.936,0.238084018
0.94,0.240956903
0.944,0.243853495
0.948,0.246773466
0.952,0.249716386
0.956,0.25268209
0.96,0.25567013
0.964,0.258680105
0.968,0.261711806
0.972,0.264764786
0.976,0.267838657
0.98,0.270933151
0.984,0.274047852
0.988,0.27718237
0.992,0.280336499
0.996,0.283509731
1.0,0.286701918
1.004,0.289912611
1.008,0.293141603
1.012,0.296388507
1.016,0.299653113
1.02,0.302935153
1.024,0.30623436
1.028,0.309550583
1.032,0.312883556
1.036,0.316233128
1.04,0.319599092
1.044,0.322981328
1.048,0.326379716
1.052,0.329794168
1.056,0.333224535
1.06,0.336670756
1.064,0.340132833
1.068,0.343610644
1.072,0.347104192
1.076,0.350613445
1.08,0.354138434
1.084,0.357679158
1.088,0.361235619
1.092,0.364807814
1.096,0.368395835
1.1,0.371999681
1.104,0.375619411
1.108,0.379255176
1.112,0.382906854
1.116,0.386574656
1.12,0.39025861
1.124,0.393958807
1.128,0.397675216
1.132,0.401408076
1.136,0.405157357
1.14,0.408923209
1.144,0.41270566
1.148,0.41650486
1.152,0.420320868
1.156,0.424153745
1.16,0.428003669
1.164,0.431870639
1.168,0.435754776
1.172,0.439656138
1.176,0.443574816
1.18,0.447511047
1.184,0.451464713
1.188,0.455436051
1.192,0.459425032
1.196,0.463431895
1.2,0.46745652
1.204,0.471499234
1.208,0.47555995
1.212,0.479638755
1.216,0.483735859
1.22,0.487851292
1.224,0.491985083
1.228,0.496137351
1.232,0.500308096
1.236,0.504497647
1.24,0.508705854
1.244,0.512932897
1.248,0.517178714
1.252,0.521443605
1.256,0.52572751
1.26,0.530030489
1.264,0.53435272
1.268,0.538694143
1.272,0.543055117
1.276,0.547435224
1.28,0.55183506
1.284,0.556254387
1.288,0.560693204
1.292,0.565152049
1.296,0.569630504
1.3,0.574128807
1.304,0.578647137
1.308,0.583185315
1.312,0.587743819
1.316,0.59232223
1.32,0.596920967
1.324,0.601539969
1.328,0.606179237
1.332,0.61083889
1.336,0.615519047
1.34,0.620219767
1.344,0.624941111
1.348,0.629683137
1.352,0.634445786
1.356,0.639229298
1.36,0.644033611
1.364,0.648858905
1.368,0.65370512
1.372,0.658572376
1.376,0.663460732
1.38,0.668370187
1.384,0.673300862
1.388,0.678252876
1.392,0.683226109
1.396,0.688220739
1.4,0.693236709
1.404,0.698274136
1.408,0.703332901
