Elongation [mm],Equivalent plastic strain
0.0,0.0
0.006,0.0
0.012,0.001333469
0.018,0.003683506
0.024,0.00752517
0.03,0.011152647
0.036,0.014772432
0.042,0.018408692
0.048,0.022054629
0.054,0.025657184
0.06,0.029200673
0.066,0.032690119
0.072,0.036133178
0.078,0.039536044
0.084,0.042903747
0.09,0.046240322
0.096,0.049549803
0.102,0.052835338
0.108,0.056099772
0.114,0.059345681
0.12,0.062575921
0.126,0.065792039
0.132,0.068996325
0.138,0.072190687
0.144,0.075376309
0.15,0.078552246
0.156,0.081722252
0.162,0.084891498
0.168,0.088063322
0.174,0.091239743
0.18,0.094422795
0.186,0.097614065
0.192,0.100814976
0.198,0.104026511
0.204,0.107250378
0.21,0.110486776
0.216,0.113736399
0.222,0.117000259
0.228,0.120277889
0.234,0.123570859
0.24,0.126878232
0.246,0.130201504
0.252,0.133539885
0.258,0.136893779
0.264,0.140263498
0.27,0.143649042
0.276,0.147050515
0.282,0.150468007
0.288,0.153901607
0.294,0.157351583
0.3,0.160817564
0.306,0.164299786
0.312,0.16779846
0.318,0.171313703
0.324,0.174845412
0.33,0.178393751
0.336,0.181958675
0.342,0.185540393
0.348,0.189139053
0.354,0.192754626
0.36,0.196387202
0.366,0.200037003
0.372,0.203704089
0.378,0.20738861
0.384,0.211090609
0.39,0.214810252
0.396,0.218547732
0.402,0.222303122
0.408,0.226076588
0.414,0.229868263
0.42,0.233678341
0.426,0.237506911
0.432,0.241354123
0.438,0.245220199
0.444,0.249105304
0.45,0.253009498
0.456,0.256933093
0.462,0.260876179
0.468,0.264838904
0.474,0.268821478
0.48,0.272824109
0.486,0.276846945
0.492,0.280890077
0.498,0.284953743
0.504,0.289037704
0.51,0.293142021
0.516,0.297266424
0.522,0.301410735
0.528,0.305574626
0.534,0.30975765
0.54,0.31395933
0.546,0.318179607
0.552,0.322418123
0.558,0.32667467
0.564,0.330948949
0.57,0.335240871
0.576,0.339550197
0.582,0.343876719
0.588,0.348220468
0.594,0.352581114
0.6,0.356958628
0.594,0.356958628
0.588,0.356958628
0.582,0.356958628
0.576,0.357596725
0.57,0.359129399
0.564,0.360888004
0.558,0.36282748
0.552,0.365194023
0.546,0.367946506
0.54,0.370705724
0.534,0.373489618
0.528,0.376343995
0.522,0.379279852
0.516,0.382293999
0.51,0.385380268
0.504,0.38852936
0.498,0.3917256
0.492,0.394911647
0.486,0.398061216
0.48,0.401193202
0.474,0.404314011
0.468,0.407428235
0.462,0.410538197
0.456,0.413638651
0.45,0.416732609
0.444,0.419821501
0.438,0.422905326
0.432,0.425986767
0.426,0.429066479
0.42,0.432144731
0.414,0.435222507
0.408,0.438300163
0.402,0.441378057
0.396,0.444456279
0.39,0.447535366
0.384,0.450615078
0.378,0.453694522
0.372,0.456774712
0.366,0.459856927
0.36,0.462942302
0.354,0.46603173
0.348,0.469127655
0.342,0.472230852
0.336,0.47534129
0.33,0.478459924
0.324,0.481586576
0.318,0.48472175
0.312,0.487866074
0.306,0.49101916
0.3,0.494180977
0.294,0.497352093
0.288,0.500532508
0.282,0.503721893
0.276,0.506920755
0.27,0.510128558
0.264,0.513345361
0.258,0.516570926
0.252,0.519806027
0.246,0.523049653
0.24,0.52630192
0.234,0.52956301
0.228,0.532832921
0.222,0.536111116
0.216,0.539397836
0.21,0.542693019
0.204,0.545996606
0.198,0.5493083
0.192,0.552627921
0.186,0.555955768
0.18,0.55929172
0.174,0.562635541
0.168,0.565987229
0.162,0.569346786
0.156,0.572714031
0.15,0.576089025
0.144,0.579471409
0.138,0.582861423
0.132,0.586258888
0.126,0.589663923
0.12,0.593076289
0.114,0.596496105
0.108,0.599923015
0.102,0.603357196
0.096,0.606798649
0.09,0.610247076
0.084,0.613702536
0.078,0.617165089
0.072,0.620634556
0.066,0.624110878
0.06,0.627593875
