Elongation [mm],Equivalent plastic strain
0.0,0.0
0.01344,0.0
0.02688,0.0
0.04032,0.00054297
0.05376,0.001782888
0.0672,0.003095488
0.08064,0.004415288
0.09408,0.005741387
0.10752,0.007099486
0.12096,0.00850428
0.1344,0.00995133
0.14784,0.011438832
0.16128,0.012986538
0.17472,0.014616979
0.18816,0.01634302
0.2016,0.018169092
0.21504,0.020096071
0.22848,0.02212486
0.24192,0.024256472
0.25536,0.026492445
0.2688,0.028834842
0.28224,0.03128653
0.29568,0.033851109
0.30912,0.036532644
0.32256,0.039335713
0.336,0.042265609
0.34944,0.045328345
0.36288,0.048530728
0.37632,0.051878892
0.38976,0.055375211
0.4032,0.059026916
0.41664,0.062845156
0.43008,0.066842929
0.44352,0.071035326
0.45696,0.075439475
0.4704,0.080075115
0.47616,0.083541952
0.46272,0.083541952
0.44928,0.083541952
0.43584,0.083541952
0.4224,0.083541952
0.40896,0.083635926
0.39552,0.085002162
0.38208,0.086479008
0.36864,0.087877065
0.3552,0.08921472
0.34176,0.090589091
0.32832,0.092020608
0.31488,0.093479499
0.30144,0.094960347
0.288,0.096457161
0.27456,0.097960934
0.26112,0.09945222
0.24768,0.100921169
0.23424,0.102365404
0.2208,0.103788465
0.20736,0.105200574
0.19392,0.106602699
0.18048,0.107995667
0.16704,0.109379753
0.1536,0.110752575
0.14016,0.11211215
0.12672,0.113456786
0.11328,0.114785016
0.09984,0.11609564
0.0864,0.117387749
0.07296,0.118660539
0.05952,0.119913332
0.04608,0.12114542
0.03264,0.122356459
0.0192,0.123546287
0.00576,0.124714643
0.00768,0.12512663
0.02112,0.12512663
0.03456,0.12512663
0.048,0.12512663
0.06144,0.12512663
0.07488,0.12512663
0.08832,0.125122339
0.10176,0.125855073
0.1152,0.126496017
0.12864,0.127109677
0.14208,0.127723485
0.15552,0.128385767
0.16896,0.129152879
0.1824,0.130034447
0.19584,0.131023586
0.20928,0.132128283
0.22272,0.13336125
0.23616,0.134736001
0.2496,0.136266381
0.26304,0.137966186
0.27648,0.139848948
0.28992,0.1419283
0.30336,0.144217879
0.3168,0.146730244
0.33024,0.149475679
0.34368,0.152465314
0.35712,0.155711859
0.37056,0.159227759
0.384,0.163019076
0.39744,0.167100906
0.41088,0.171495318
0.42432,0.176228359
0.43776,0.181330234
0.4512,0.186835334
0.46464,0.192783117
0.47808,0.199217498
0.46848,0.199217498
0.45504,0.199217498
0.4416,0.199217498
0.42816,0.199217498
0.41472,0.199217498
0.40128,0.199783087
0.38784,0.201380521
0.3744,0.203159958
0.36096,0.205070272
0.34752,0.206923723
0.33408,0.208773911
0.32064,0.21066758
0.3072,0.212580413
0.29376,0.214498967
0.28032,0.216412634
0.26688,0.218310401
0.25344,0.220177859
0.24,0.221991688
0.22656,0.223745883
0.21312,0.225437477
0.19968,0.227069348
0.18624,0.228662163
0.1728,0.230226755
0.15936,0.231767222
0.14592,0.233284011
0.13248,0.234775916
0.11904,0.23624219
0.1056,0.237682104
0.09216,0.239095151
0.07872,0.240481183
0.06528,0.241840035
0.05184,0.243171617
0.0384,0.244475946
0.02496,0.245751902
0.01152,0.247000977
0.00192,0.248007134
0.01536,0.248007134
0.0288,0.248007134
0.04224,0.248007134
0.05568,0.248007134
0.06912,0.248007134
0.08256,0.248007134
0.096,0.248327792
0.10944,0.249215722
0.12288,0.249963075
0.13632,0.250695556
0.14976,0.251450658
0.1632,0.252292782
0.17664,0.253282547
0.19008,0.254415035
0.20352,0.255695879
0.21696,0.257140994
0.2304,0.258767366
0.24384,0.260593235
0.25728,0.262637258
0.27072,0.264918983
0.28416,0.26745826
0.2976,0.270272672
0.31104,0.273379624
0.32448,0.276798606
0.33792,0.28055048
0.35136,0.284650952
0.3648,0.289116144
0.37824,0.293975353
0.39168,0.299262583
0.40512,0.305016845
0.41856,0.311281741
0.432,0.318105459
0.44544,0.325540751
0.45888,0.333643109
0.47232,0.342470378
0.47424,0.346484989
0.4608,0.346484989
0.44736,0.346484989
0.43392,0.346484989
0.42048,0.346484989
0.40704,0.346705079
0.3936,0.348416597
0.38016,0.350412905
0.36672,0.352690518
0.35328,0.355244219
0.33984,0.357987046
0.3264,0.360746771
0.31296,0.363518715
0.29952,0.366288424
0.28608,0.369034797
0.27264,0.371738434
0.2592,0.37438345
0.24576,0.376958132
0.23232,0.379453808
0.21888,0.381864995
0.20544,0.384187758
0.192,0.386410385
