Elongation [mm],Equivalent plastic strain
0.0,0.0
0.0077,0.0
0.0154,0.0
0.0231,0.001018459
0.0308,0.002861979
0.0385,0.004634194
0.0462,0.006365099
0.0539,0.00807194
0.0616,0.009766208
0.0693,0.011454808
0.077,0.013119416
0.0847,0.014732564
0.0924,0.016322996
0.1001,0.017911162
0.1078,0.019506471
0.1155,0.021115243
0.1232,0.022742018
0.1309,0.024390031
0.1386,0.026060902
0.1463,0.027755892
0.154,0.029476132
0.1617,0.031221969
0.1694,0.032993145
0.1771,0.034789674
0.1848,0.036611125
0.1925,0.038456924
0.2002,0.040327031
0.2079,0.042220637
0.2156,0.044137284
0.2233,0.046076484
0.231,0.0480382
0.2387,0.050021634
0.2464,0.052026458
0.2541,0.054052666
0.2618,0.056099776
0.2695,0.058168538
0.2772,0.060257185
0.2849,0.062367011
0.2926,0.064498231
0.3003,0.066649795
0.308,0.068822421
0.3157,0.071015731
0.3234,0.073229656
0.3311,0.075466253
0.3388,0.077724174
0.3465,0.080004275
0.3542,0.082306884
0.3619,0.084632508
0.3696,0.08698158
0.3773,0.089354396
0.385,0.091751449
0.3927,0.094173141
0.4004,0.096619979
0.4081,0.099092439
0.4158,0.101590902
0.4235,0.104115866
0.4312,0.106667876
0.4389,0.109247439
0.4466,0.111855038
0.4543,0.114491224
0.462,0.117156498
0.4697,0.119851381
0.4774,0.122576356
0.4851,0.125331908
0.4928,0.128118455
0.5005,0.130936384
0.5082,0.133785933
0.5159,0.136667386
0.5236,0.139581054
0.5313,0.142527178
0.539,0.145506054
0.5467,0.148517847
0.5544,0.15156275
0.5621,0.154640988
0.5698,0.157752514
0.5775,0.160897657
0.5852,0.164076313
0.5929,0.167288691
0.6006,0.170534968
0.6083,0.173815086
0.616,0.17712909
0.6237,0.180477262
0.6314,0.183859408
0.6391,0.187275663
0.6468,0.190726042
0.6545,0.194210559
0.6622,0.197729185
0.6699,0.201281846
0.6776,0.2048686
0.6853,0.208489358
0.693,0.212144047
0.7007,0.215832621
0.7084,0.21955505
0.7161,0.223311305
0.7238,0.227101147
0.7315,0.230924636
0.7392,0.234781623
0.7469,0.238672048
0.7546,0.242595896
0.7623,0.246552929
0.77,0.250543177
0.7623,0.250543177
0.7546,0.250543177
0.7469,0.250543177
0.7392,0.250543177
0.7315,0.250543177
0.7238,0.250543177
0.7161,0.2509031
0.7084,0.252274275
0.7007,0.253673017
0.693,0.255091518
0.6853,0.256535411
0.6776,0.258011818
0.6699,0.259527057
0.6622,0.261086673
0.6545,0.262695074
0.6468,0.264355719
0.6391,0.266070485
0.6314,0.267839909
0.6237,0.269659162
0.616,0.271514058
0.6083,0.273384869
0.6006,0.27527687
0.5929,0.277193278
0.5852,0.279134274
0.5775,0.281098962
0.5698,0.283086151
0.5621,0.285094261
0.5544,0.287122309
0.5467,0.289168566
0.539,0.291231155
0.5313,0.293306828
0.5236,0.295393825
0.5159,0.297490358
0.5082,0.299592614
0.5005,0.301700354
0.4928,0.303810954
0.4851,0.305922985
0.4774,0.308035225
0.4697,0.310145736
0.462,0.312253565
0.4543,0.314357817
0.4466,0.316457152
0.4389,0.318550706
0.4312,0.320637822
0.4235,0.322717965
0.4158,0.324790478
0.4081,0.326853812
0.4004,0.32890898
0.3927,0.330955029
0.385,0.332991213
0.3773,0.335017473
0.3696,0.337033391
0.3619,0.339039147
0.3542,0.341034055
0.3465,0.343018025
0.3388,0.344991028
0.3311,0.346952826
0.3234,0.348903507
0.3157,0.350842834
0.308,0.352770597
0.3003,0.354687095
0.2926,0.356592029
0.2849,0.358485878
0.2772,0.360367239
0.2695,0.362237185
0.2618,0.364095271
0.2541,0.365941375
0.2464,0.367775857
0.2387,0.369599134
0.231,0.371410429
0.2233,0.373209894
0.2156,0.374999225
0.2079,0.376776397
0.2002,0.378543615
0.1925,0.380298853
0.1848,0.382044315
0.1771,0.383778155
0.1694,0.385501653
0.1617,0.387214571
0.154,0.388917148
0.1463,0.390609354
0.1386,0.392292321
0.1309,0.393964946
0.1232,0.395627558
0.1155,0.397281587
0.1078,0.398925871
0.1001,0.400560379
0.0924,0.402186692
0.0847,0.403803587
0.077,0.405411422
0.0693,0.407010436
0.0616,0.408600569
0.0539,0.41018194
0.0462,0.411754549
0.0385,0.413318455
0.0308,0.414873838
0.0231,0.41642046
0.0154,0.417958617
0.0077,0.419488311
0.0,0.421009421
0.0077,0.421009421
0.0154,0.421009421
0.0231,0.421009421
0.0308,0.421009421
0.0385,0.421009421
0.0462,0.421009421
0.0539,0.421009421
0.0616,0.421412408
0.0693,0.422564
0.077,0.423759222
0.0847,0.424992263
0.0924,0.42626217
0.1001,0.427570283
0.1078,0.428919137
0.1155,0.430310905
0.1232,0.431743115
0.1309,0.433182418
0.1386,0.434609741
0.1463,0.436052144
0.154,0.437523901
0.1617,0.439035177
0.1694,0.440594196
0.1771,0.442209542
0.1848,0.443886578
0.1925,0.445628405
0.2002,0.44743669
0.2079,0.449312538
0.2156,0.451256067
0.2233,0.45326677
0.231,0.455343485
0.2387,0.457484305
0.2464,0.459687442
0.2541,0.461950809
0.2618,0.464271814
0.2695,0.466647565
0.2772,0.469076246
0.2849,0.471554935
0.2926,0.474081516
0.3003,0.476653308
0.308,0.479269743
0.3157,0.481927276
0.3234,0.484624416
0.3311,0.487359375
0.3388,0.490130514
0.3465,0.492936641
0.3542,0.495776296
0.3619,0.498648405
0.3696,0.501551747
0.3773,0.50448525
0.385,0.507448077
0.3927,0.510439515
0.4004,0.513458908
0.4081,0.516505718
0.4158,0.51957953
0.4235,0.522679687
0.4312,0.52580595
0.4389,0.528958261
0.4466,0.532136202
0.4543,0.535339832
0.462,0.538568974
0.4697,0.541823566
0.4774,0.545103729
0.4851,0.548409224
0.4928,0.551739991
0.5005,0.555095673
0.5082,0.558476329
0.5159,0.561882079
0.5236,0.565312445
0.5313,0.568767726
0.539,0.572247803
0.5467,0.575752616
0.5544,0.579282641
0.5621,0.582837462
0.5698,0.586417198
0.5775,0.590021789
0.5852,0.593651533
0.5929,0.597306252
0.6006,0.600986123
0.6083,0.604691446
0.616,0.608422041
0.6237,0.612178087
0.6314,0.615959764
0.6391,0.619767189
0.6468,0.623600245
0.6545,0.627459109
0.6622,0.63134408
0.6699,0.63525486
0.6776,0.639191985
0.6853,0.643155098
0.693,0.647144556
0.7007,0.651160121
0.7084,0.65520215
0.7161,0.659270525
0.7238,0.663365483
0.7315,0.667486906
0.7392,0.671635091
0.7469,0.67580986
0.7546,0.680011332
0.7623,0.684239686
0.77,0.688494802
0.7623,0.688494802
0.7546,0.688494802
