Elongation [mm],Equivalent plastic strain
0.0,0.0
0.041000002,0.008420262
0.082000002,0.026077161
0.123000004,0.044931497
0.164000004,0.065276124
0.204999998,0.088886797
0.246000006,0.118012093
0.287,0.155709371
0.32800001,0.206628934
0.368999988,0.27666986
0.409999996,0.372998565
0.368999988,0.372998565
0.32800001,0.376775324
0.287,0.386756122
0.246000006,0.40411067
0.204999998,0.422250032
0.164000004,0.439593732
0.123000004,0.456486404
0.082000002,0.473362654
0.041000002,0.490453869
0.0,0.507664502
0.041000002,0.507664502
0.082000002,0.509680808
0.123000004,0.515518308
0.164000004,0.531541228
0.204999998,0.555366158
0.246000006,0.581851244
0.287,0.612690747
0.32800001,0.651432097
0.368999988,0.703879118
0.409999996,0.780740201
0.368999988,0.780851066
0.32800001,0.788890302
0.287,0.809989512
0.246000006,0.835435927
0.204999998,0.859061539
0.164000004,0.881103218
0.123000004,0.902262986
0.082000002,0.923007011
0.041000002,0.943683445
0.0,0.964256644
0.041000002,0.964256644
0.082000002,0.966982543
0.123000004,0.97480309
0.164000004,0.993780911
0.204999998,1.018193245
0.246000006,1.044788003
0.287,1.075667858
0.32800001,1.114611745
0.368999988,1.167830706
0.409999996,1.255276084
0.368999988,1.255501509
0.32800001,1.265979648
0.287,1.291465163
0.246000006,1.318642735
0.204999998,1.343217731
0.164000004,1.365605354
0.123000004,1.386558175
0.082000002,1.40652442
0.041000002,1.426457405
0.0,1.446208477
0.041000002,1.446208477
0.082000002,1.449335814
0.123000004,1.458082438
0.164000004,1.477743745
0.204999998,1.502055168
0.246000006,1.528487325
0.287,1.559346437
0.32800001,1.599248528
0.368999988,1.660823464
0.409999996,1.766400099
0.368999988,1.766775966
0.32800001,1.779058218
0.287,1.807259202
0.246000006,1.835444212
0.204999998,1.85980916
0.164000004,1.880683422
0.123000004,1.899347186
0.082000002,1.916213274
0.041000002,1.932105064
0.0,1.947453141
0.041000002,1.947453141
0.082000002,1.950841069
0.123000004,1.959954023
0.164000004,1.979097366
0.204999998,2.002789259
0.246000006,2.028791428
0.287,2.059962273
0.32800001,2.106082439
0.368999988,2.185930252
0.409999996,2.308153629
0.368999988,2.308750153
0.32800001,2.32305479
0.287,2.353348017
0.246000006,2.382052898
0.204999998,2.405802727
0.164000004,2.42505765
0.123000004,2.440219641
0.082000002,2.452344179
0.041000002,2.462558746
0.0,2.471674442
0.041000002,2.471674442
0.082000002,2.475256443
0.123000004,2.484435558
0.164000004,2.502472878
0.204999998,2.525255442
0.246000006,2.551607132
0.287,2.587305307
0.32800001,2.643506527
0.368999988,2.73944664
0.409999996,2.849221468
0.368999988,2.850026369
0.32800001,2.865929842
0.287,2.897558212
0.246000006,2.927162886
0.204999998,2.951028585
0.164000004,2.969156981
0.123000004,2.982484579
0.082000002,2.992183447
0.041000002,2.999629736
0.0,3.005045891
