Elongation [mm],Equivalent plastic strain
0.0,0.0
0.043000002,0.01476154
0.086000002,0.036165342
0.128999994,0.057319384
0.172000006,0.079426937
0.215000004,0.103855573
0.257999986,0.132090315
0.301,0.166060656
0.344000012,0.208726287
0.386999994,0.265205324
0.430000008,0.346197039
0.386999994,0.347161025
0.344000012,0.357612491
0.301,0.377392471
0.257999986,0.398095757
0.215000004,0.417655408
0.172000006,0.436862528
0.128999994,0.456339836
0.086000002,0.476400226
0.043000002,0.497303158
0.0,0.519332528
0.043000002,0.519775629
0.086000002,0.528957605
0.128999994,0.549657881
0.172000006,0.574174762
0.215000004,0.598707616
0.257999986,0.624836385
0.301,0.654460669
0.344000012,0.690110028
0.386999994,0.735977829
0.430000008,0.800716579
0.386999994,0.802059889
0.344000012,0.817471623
0.301,0.843952537
0.257999986,0.869167507
0.215000004,0.892409384
0.172000006,0.914481282
0.128999994,0.935975134
0.086000002,0.957247376
0.043000002,0.978598475
0.0,1.000252724
0.043000002,1.000701904
0.086000002,1.010488272
0.128999994,1.031497955
0.172000006,1.056050062
0.215000004,1.080526352
0.257999986,1.106276393
0.301,1.135194063
0.344000012,1.169970036
0.386999994,1.215290546
0.430000008,1.281778812
0.386999994,1.283188462
0.344000012,1.299710751
0.301,1.326616049
0.257999986,1.351759553
0.215000004,1.374474883
0.172000006,1.395586014
0.128999994,1.41552949
0.086000002,1.434541106
0.043000002,1.452830315
0.0,1.470667481
0.043000002,1.471089244
0.086000002,1.480736494
0.128999994,1.500360012
0.172000006,1.523924112
0.215000004,1.547531486
0.257999986,1.572265863
0.301,1.599995732
0.344000012,1.633576632
0.386999994,1.67858398
0.430000008,1.753899932
0.386999994,1.755427837
0.344000012,1.77265358
0.301,1.799585938
0.257999986,1.823957801
0.215000004,1.845287561
0.172000006,1.86431694
0.128999994,1.881419182
0.086000002,1.896806359
0.043000002,1.91071558
0.0,1.923811555
0.043000002,1.924213409
0.086000002,1.933279395
0.128999994,1.950916767
0.172000006,1.972844958
0.215000004,1.995213151
0.257999986,2.018796921
0.301,2.045526505
0.344000012,2.07893157
0.386999994,2.130774975
0.430000008,2.223663568
0.386999994,2.225423098
0.344000012,2.24382782
0.301,2.271172047
0.257999986,2.29475522
0.215000004,2.314298391
0.172000006,2.330411911
0.128999994,2.343479633
0.086000002,2.354414463
0.043000002,2.363217831
0.0,2.370857239
0.043000002,2.371268272
0.086000002,2.379523516
0.128999994,2.394683361
0.172000006,2.414165735
0.215000004,2.434686899
0.257999986,2.457230568
0.301,2.48556447
0.344000012,2.528274059
0.386999994,2.606666803
0.430000008,2.729897261
0.386999994,2.732202768
0.344000012,2.753123283
0.301,2.781834602
0.257999986,2.805536985
0.215000004,2.823937654
0.172000006,2.837516785
0.128999994,2.846887112
0.086000002,2.853313684
0.043000002,2.858236074
0.0,2.862221718
0.100000002,2.873795509
0.200000002,2.913415909
0.300000012,2.980401039
0.400000006,3.181204557
0.5,3.391258001
0.600000024,3.547715902
0.699999988,3.668420792
0.800000012,3.768196344
0.899999976,3.852885962
1.0,3.926900625
