Elongation [mm],Equivalent plastic strain
0.0,0.0
0.01,0.0
0.02,0.001220057
0.03,0.007944151
0.04,0.013272514
0.05,0.018311454
0.059999998,0.023293385
0.07,0.028270345
0.079999998,0.033234838
0.090000004,0.038180087
0.100000002,0.043106984
0.11,0.048030332
0.119999998,0.052965783
0.129999996,0.057934299
0.14,0.062948763
0.150000006,0.06802772
0.159999996,0.073195271
0.170000002,0.078473844
0.180000008,0.083879814
0.189999998,0.089427419
0.200000002,0.095134757
0.209999994,0.101025134
0.219999998,0.107117705
0.230000004,0.113431528
0.239999994,0.119991213
0.25,0.126820818
0.25999999,0.133946761
0.27000001,0.141398236
0.280000002,0.149207696
0.289999992,0.157412142
0.300000012,0.16605328
0.310000002,0.175178424
0.319999992,0.184839129
0.330000014,0.195095018
0.340000004,0.206014693
0.349999994,0.217678204
0.360000014,0.230181783
0.370000004,0.243641004
0.379999996,0.258194476
0.389999986,0.274010003
0.400000006,0.291281462
0.409999996,0.310242623
0.419999986,0.331165016
0.430000008,0.354325473
0.439999998,0.379971594
0.449999988,0.40815717
0.460000008,0.438655347
0.469999998,0.471038073
0.47999999,0.504816234
0.49000001,0.539468229
0.5,0.574624002
0.50999999,0.609970808
0.51999998,0.645343184
0.529999972,0.680701792
0.540000022,0.715818107
0.550000012,0.750302017
0.560000002,0.783954978
0.569999992,0.816585839
0.579999984,0.848120034
0.589999974,0.878546596
0.600000024,0.907897592
0.610000014,0.936214328
0.620000004,0.963541448
0.629999996,0.989920437
0.639999986,1.015385985
0.649999976,1.039963722
0.660000026,1.063691735
0.670000016,1.086603522
0.680000008,1.108725309
0.689999998,1.130097508
0.699999988,1.150760055
0.709999978,1.170761704
0.720000028,1.190136433
0.73000002,1.208906412
0.74000001,1.227112055
0.75,1.244782329
0.75999999,1.261936426
0.76999998,1.278591037
0.779999972,1.2947644
0.790000022,1.310482502
0.800000012,1.32577312
0.810000002,1.340649009
0.819999992,1.355115891
0.829999984,1.36917913
0.839999974,1.382849693
0.850000024,1.396144748
0.860000014,1.409100771
0.870000004,1.421750546
0.879999996,1.434117317
0.889999986,1.446221828
0.899999976,1.458080053
0.910000026,1.469702721
0.920000016,1.481102705
0.930000008,1.492281914
0.939999998,1.503245592
0.949999988,1.51400435
0.959999978,1.524567842
0.970000028,1.534944296
0.98000002,1.545143366
0.99000001,1.555168509
1.0,1.565028071
