Elongation [mm],Equivalent plastic strain
0.0,0.0
0.0075,0.0
0.015,0.0
0.0225,0.0
0.03,0.0
0.0375,0.000826897
0.045,0.001885748
0.0525,0.002948908
0.06,0.003990231
0.0675,0.005013163
0.075,0.006031491
0.0825,0.007055952
0.09,0.008094261
0.0975,0.009151924
0.105,0.010233391
0.1125,0.0113411
0.12,0.012477605
0.1275,0.013643444
0.135,0.014838641
0.1425,0.016059671
0.15,0.017305281
0.1575,0.01857421
0.165,0.019867722
0.1725,0.021186884
0.18,0.02253305
0.1875,0.023907233
0.195,0.025311336
0.2025,0.026744794
0.21,0.028210642
0.2175,0.029709227
0.225,0.031241342
0.2325,0.032807071
0.24,0.03440617
0.2475,0.036038645
0.255,0.03770452
0.2625,0.039403912
0.27,0.041137069
0.2775,0.042904168
0.285,0.04470551
0.2925,0.046541516
0.3,0.048412669
0.3075,0.050319441
0.315,0.052262418
0.3225,0.054242246
0.33,0.056259573
0.3375,0.05831524
0.345,0.060410015
0.3525,0.062544838
0.36,0.064720653
0.3675,0.066938415
0.375,0.0691991
0.3825,0.071503595
0.39,0.073852107
0.3975,0.076244235
0.405,0.078680366
0.4125,0.081161276
0.42,0.083691187
0.4275,0.086268321
0.435,0.088895455
0.4425,0.091573976
0.45,0.094305441
0.4575,0.097091854
0.465,0.099934891
0.4725,0.10283637
0.48,0.105798244
0.4875,0.108822569
0.495,0.111910209
0.5025,0.115065619
0.51,0.118289948
0.5175,0.121586874
0.525,0.124956019
0.5325,0.12839973
0.54,0.13192302
0.5475,0.135527194
0.555,0.139214754
0.5625,0.142988265
0.57,0.146850288
0.5775,0.150803417
0.585,0.154850304
0.5925,0.158993453
0.6,0.163235486
0.6075,0.167578876
0.615,0.172026098
0.6225,0.17657952
0.63,0.181241512
0.6375,0.18601419
0.645,0.190899596
0.6525,0.195899755
0.66,0.201016322
0.6675,0.206250727
0.675,0.211604476
0.6825,0.217078567
0.69,0.222673714
0.6975,0.228390515
0.705,0.234229207
0.7125,0.240189701
0.72,0.246271536
0.7275,0.25247407
0.735,0.258796096
0.7425,0.265236348
0.75,0.271792829
0.7425,0.271792829
0.735,0.271792829
0.7275,0.271792829
0.72,0.271792829
0.7125,0.271792829
0.705,0.271792829
0.6975,0.271792829
0.69,0.271792829
0.6825,0.272470117
0.675,0.273586214
0.6675,0.274797022
0.66,0.276103586
0.6525,0.277511388
0.645,0.279024214
0.6375,0.280623049
0.63,0.282245278
0.6225,0.283910215
0.615,0.285625577
0.6075,0.287392974
0.6,0.289214581
0.5925,0.291092217
0.585,0.293023169
0.5775,0.295000345
0.57,0.297019005
0.5625,0.299071789
0.555,0.301152378
0.5475,0.303254217
0.54,0.305371255
0.5325,0.307498693
0.525,0.309631139
0.5175,0.311763406
0.51,0.313892543
0.5025,0.316014409
0.495,0.31812495
0.4875,0.320223689
0.48,0.322306275
0.4725,0.324371755
0.465,0.326417804
0.4575,0.328442991
0.45,0.330446422
0.4425,0.332426935
0.435,0.334383309
0.4275,0.336314797
0.42,0.33822149
0.4125,0.340100586
0.405,0.341953486
0.3975,0.343774468
0.39,0.345565379
0.3825,0.34732604
0.375,0.349055707
0.3675,0.350755095
0.36,0.35242492
0.3525,0.35406512
0.345,0.355676591
0.3375,0.357259512
0.33,0.358814836
0.3225,0.36034283
0.315,0.36184445
0.3075,0.363320589
0.3,0.364772797
0.2925,0.366201103
0.285,0.367607653
0.2775,0.368993104
0.27,0.370359093
0.2625,0.371707529
0.255,0.373038709
0.2475,0.374353111
0.24,0.375650704
0.2325,0.376931876
0.225,0.378196776
0.2175,0.379445851
0.21,0.380679399
0.2025,0.38189739
0.195,0.383100152
0.1875,0.384287953
0.18,0.385461003
0.1725,0.386619449
0.165,0.387763679
0.1575,0.388893843
0.15,0.390009969
0.1425,0.391112477
0.135,0.392201513
0.1275,0.393277347
0.12,0.394340277
0.1125,0.395390451
0.105,0.396428108
0.0975,0.397453338
0.09,0.398466587
0.0825,0.399467885
0.075,0.400457501
0.0675,0.401435524
0.06,0.402402282
0.0525,0.403357863
0.045,0.404302418
0.0375,0.405236155
0.03,0.406159312
0.0225,0.407071978
0.015,0.407974362
0.0075,0.408866465
0.0,0.409748614
0.0075,0.409748614
0.015,0.409748614
0.0225,0.409748614
0.03,0.409748614
0.0375,0.409748614
0.045,0.409748614
0.0525,0.409748614
0.06,0.409748614
0.0675,0.409748614
0.075,0.409748614
0.0825,0.409748614
0.09,0.409962833
0.0975,0.410632908
0.105,0.411289483
0.1125,0.411905587
0.12,0.412523448
0.1275,0.413157821
0.135,0.413815796
0.1425,0.414492935
0.15,0.415188789
0.1575,0.415907919
0.165,0.416658401
0.1725,0.417452306
0.18,0.418298513
0.1875,0.419200122
0.195,0.420164317
0.2025,0.421192646
0.21,0.4222911
0.2175,0.423462361
0.225,0.424709141
0.2325,0.426033974
0.24,0.427438855
0.2475,0.428925633
0.255,0.430495918
0.2625,0.432151139
0.27,0.433892518
0.2775,0.435720742
0.285,0.437636197
0.2925,0.4396393
0.3,0.441730917
0.3075,0.443911344
0.315,0.446181476
0.3225,0.44854188
0.33,0.450993478
0.3375,0.453536987
0.345,0.45617336
0.3525,0.458903372
0.36,0.46172744
0.3675,0.464645207
0.375,0.467654079
0.3825,0.470757216
0.39,0.473954856
0.3975,0.477248967
0.405,0.48064065
0.4125,0.484131753
0.42,0.487723321
0.4275,0.491417617
0.435,0.495215923
0.4425,0.499118477
0.45,0.503130078
0.4575,0.507251024
0.465,0.511485159
0.4725,0.515829682
0.48,0.520286739
0.4875,0.524861336
0.495,0.529553413
0.5025,0.534364283
0.51,0.539295197
0.5175,0.544347286
0.525,0.549521446
0.5325,0.554818749
0.54,0.560239792
0.5475,0.565784574
0.555,0.57145375
0.5625,0.577247024
0.57,0.583163977
0.5775,0.589203954
0.585,0.595365882
0.5925,0.601648688
0.6,0.608050585
0.6075,0.614569664
0.615,0.62120378
0.6225,0.62795043
0.63,0.634806752
0.6375,0.641770005
0.645,0.648836553
0.6525,0.656003416
0.66,0.663267016
0.6675,0.67062372
0.675,0.678070426
0.6825,0.685603499
0.69,0.693220019
0.6975,0.700921178
0.705,0.708692789
0.7125,0.716543198
0.72,0.724467516
0.7275,0.732464314
0.735,0.74053663
0.7425,0.748676717
0.75,0.756888628
0.7425,0.756888628
0.735,0.756888628
0.7275,0.756888628
0.72,0.756888628
0.7125,0.756888628
0.705,0.756888628
0.6975,0.756888628
0.69,0.757365704
0.6825,0.758727014
0.675,0.760265827
0.6675,0.761977911
0.66,0.763871431
0.6525,0.765957594
0.645,0.768247068
0.6375,0.770745099
0.63,0.773451686
0.6225,0.776360035
0.615,0.779454708
0.6075,0.782720506
0.6,0.78613323
0.5925,0.789669991
0.585,0.793298841
0.5775,0.79698813
0.57,0.800691128
0.5625,0.804384232
0.555,0.808058918
0.5475,0.811701536
0.54,0.815311253
0.5325,0.818883657
0.525,0.82242012
0.5175,0.825915992
0.51,0.82936883
0.5025,0.832776308
0.495,0.836134791
0.4875,0.839444101
0.48,0.842703104
0.4725,0.845910549
0.465,0.849065185
0.4575,0.852168381
0.45,0.855217397
0.4425,0.858211935
0.435,0.861153185
0.4275,0.864042044
0.42,0.86687839
0.4125,0.869660079
0.405,0.872389615
0.3975,0.875068009
0.39,0.877693951
0.3825,0.880269408
0.375,0.882793903
0.3675,0.885269642
0.36,0.887696445
0.3525,0.890074193
0.345,0.892404199
0.3375,0.894687176
0.33,0.896925569
0.3225,0.899118304
0.315,0.901265621
0.3075,0.903369665
0.3,0.905430555
0.2925,0.907450199
0.285,0.909428954
0.2775,0.911366403
0.27,0.913264871
0.2625,0.915123403
0.255,0.916945159
0.2475,0.918729067
0.24,0.920476615
0.2325,0.922186553
0.225,0.923858702
0.2175,0.925493896
0.21,0.927093267
0.2025,0.928656876
0.195,0.930185318
0.1875,0.931679904
0.18,0.93314147
0.1725,0.934571028
0.165,0.935968816
0.1575,0.937335908
0.15,0.938672781
0.1425,0.939980328
0.135,0.941259623
0.1275,0.94251132
0.12,0.94373709
0.1125,0.944935799
0.105,0.946111202
0.0975,0.947264552
0.09,0.948396742
0.0825,0.949509144
0.075,0.950603187
0.0675,0.951679468
0.06,0.95273906
0.0525,0.953783154
0.045,0.95481205
0.0375,0.955826342
0.03,0.95682621
0.0225,0.957811713
0.015,0.958783627
0.0075,0.95974189
0.0,0.960686982
0.0075,0.960686982
0.015,0.960686982
0.0225,0.960686982
0.03,0.960686982
0.0375,0.960686982
0.045,0.960686982
0.0525,0.960686982
0.06,0.960686982
0.0675,0.960686982
0.075,0.960686982
0.0825,0.960686982
0.09,0.961209178
0.0975,0.962007999
0.105,0.962874591
0.1125,0.963803351
0.12,0.964760184
0.1275,0.965714157
0.135,0.966697931
0.1425,0.967726767
0.15,0.96880877
0.1575,0.969951987
0.165,0.971161366
0.1725,0.972440243
0.18,0.973789454
0.1875,0.975214243
0.195,0.976720333
0.2025,0.978309989
0.21,0.979988098
0.2175,0.981758654
0.225,0.98362267
0.2325,0.985581636
0.24,0.987638712
0.2475,0.989794016
0.255,0.992048621
0.2625,0.994403481
0.27,0.996859431
0.2775,0.999416769
0.285,1.002076626
0.2925,1.004839659
0.3,1.007706642
0.3075,1.01067853
0.315,1.01375556
0.3225,1.016937971
0.33,1.020225048
0.3375,1.023614764
0.345,1.027109623
0.3525,1.030709624
0.36,1.034416199
0.3675,1.038230181
0.375,1.042152524
0.3825,1.046184897
0.39,1.050326228
0.3975,1.054581404
0.405,1.058950186
0.4125,1.063435912
0.42,1.06803298
0.4275,1.072748899
0.435,1.077582836
0.4425,1.082535863
0.45,1.087608576
0.4575,1.092801929
0.465,1.098116279
0.4725,1.103552341
0.48,1.109109759
0.4875,1.114789248
0.495,1.120589972
0.5025,1.126511693
0.51,1.132553339
0.5175,1.138714314
0.525,1.144992828
0.5325,1.151387215
0.54,1.157895803
0.5475,1.164516091
0.555,1.171245813
0.5625,1.178082228
0.57,1.185022593
0.5775,1.192064166
0.585,1.199203491
0.5925,1.206438184
0.6,1.213765144
0.6075,1.221186161
0.615,1.228687048
0.6225,1.236276388
0.63,1.243953705
0.6375,1.251709461
0.645,1.259544373
0.6525,1.267467022
