Elongation [mm],Equivalent plastic strain
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.003164548
0.04,0.007991368
0.05,0.012348158
0.059999998,0.016558509
0.07,0.020864127
0.079999998,0.025283931
0.090000004,0.029870473
0.100000002,0.034467921
0.11,0.03903012
0.119999998,0.043663505
0.129999996,0.048369743
0.14,0.053193282
0.150000006,0.058158897
0.159999996,0.063296363
0.170000002,0.068606883
0.180000008,0.074109301
0.189999998,0.079847127
0.200000002,0.08586441
0.209999994,0.092199564
0.219999998,0.098869801
0.230000004,0.10593766
0.239999994,0.113440596
0.25,0.121429034
0.25999999,0.129954129
0.27000001,0.139074713
0.280000002,0.148857459
0.289999992,0.159397125
0.300000012,0.170786813
0.310000002,0.183087528
0.319999992,0.196364507
0.330000014,0.210714787
0.340000004,0.226274937
0.349999994,0.243163556
0.360000014,0.261460423
0.370000004,0.281323195
0.379999996,0.302881837
0.389999986,0.32619378
0.400000006,0.351266056
0.409999996,0.377998412
0.419999986,0.40634799
0.430000008,0.43635428
0.439999998,0.468017012
0.449999988,0.501238763
0.460000008,0.535742044
0.469999998,0.571095347
0.47999999,0.606826961
0.49000001,0.642589927
0.5,0.678305745
0.50999999,0.714162946
0.51999998,0.750120819
0.529999972,0.785450995
0.540000022,0.819761872
0.550000012,0.852849007
0.560000002,0.884728193
0.569999992,0.915512145
0.579999984,0.945250392
0.589999974,0.973911762
0.600000024,1.001468897
0.610000014,1.027956367
0.620000004,1.053446651
0.629999996,1.078016162
0.639999986,1.101721525
0.649999976,1.124591708
0.660000026,1.146647692
0.670000016,1.167932153
0.680000008,1.188500643
0.689999998,1.208412886
0.699999988,1.227720261
0.709999978,1.246447086
0.720000028,1.264582157
0.73000002,1.282104969
0.74000001,1.299019217
0.75,1.31539607
0.75999999,1.331284165
0.76999998,1.346726894
0.779999972,1.361767292
0.790000022,1.376437902
0.800000012,1.390752196
0.810000002,1.404706478
0.819999992,1.418296218
0.829999984,1.431535244
0.839999974,1.444442272
0.850000024,1.457043648
0.860000014,1.469367027
0.870000004,1.481439114
0.879999996,1.493282795
0.889999986,1.50491333
0.899999976,1.516336203
0.910000026,1.527546167
0.920000016,1.538529754
0.930000008,1.549286246
0.939999998,1.559806585
0.949999988,1.570129514
0.959999978,1.580260158
0.970000028,1.590211987
0.98000002,1.599992514
0.99000001,1.609609365
1.0,1.619070888
