id,investigator,specimen_ID,date,cross_section_shape,cross_section_size,area,d_br,b_br,t_br,w_br,i_x,i_y,r_x,r_y,z_x,z_y,j,configuration,brace_angle,l_b,l_b_clear,steel,e,f_yn,fy_m,f_um,boundary_condition,l_1t,l_2t,l_3t,l_4t,l_5t,l_6t,l_7t,_8t,t_t,l_1b,l_2b,l_3b,l_4b,l_5b,l_6b,l_7b,l_8b,t_b,steel_gp,f_yn_gp,f_ym_gp,f_um_gp,weld_type,l_weld,t_weld,stick_space,nub_bolts,bolt_size,bolt_mat,reinforcement_pl,loading_protocol,p_t,p_t_theory,p_c,kl_r,l_c,l_c_theory,k_assumed,kl_r_theory,reference,link,latitude,longitude
Wakabayashi_DAC3-1,"Wakayabashi, Nakamura & Yoshida",DAC 3-1,1980,Double Angle,50x3.89,389,50,50,3.89,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,2969,2669,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Symmetric Cyclic,125,135.5,176.7,83.3,1.1,1.3,0.5,97.66,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DAC3-2,"Wakayabashi, Nakamura & Yoshida",DAC 3-2,1980,Double Angle,50x3.89,389,50,50,3.89,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,2969,2669,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Symmetric Cyclic,176.7,135.5,125,83.3,1.1,1.3,0.5,97.66,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_FTBM,"Wakayabashi, Nakamura & Yoshida",FTBM,1980,Flat Bar,35.3x3.3,116.49,3.3,35.3,3.3,na,105.71,12096.42,952.63,10190.23,8.98,10996.74,813.41,SBF,45,693,693,JIS-SS50,200000,245,294,481,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,na,34.3,nr,727,nr,0.01,1,0.73,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_FTBC,"Wakayabashi, Nakamura & Yoshida",FTBC,1980,Flat Bar,35.3x3.3,116.49,3.3,35.3,3.3,na,105.71,12096.42,952.63,10190.23,8.98,10996.74,813.41,SBF,45,693,693,JIS-SS50,200000,245,294,481,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,81.3,34.3,7.8,727,nr,0.01,1,0.73,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_RB4M,"Wakayabashi, Nakamura & Yoshida",RB4M,1980,Round Bar,15.8,196.0667975,15.8,15.8,15.8,na,3059.13,3059.13,3950,3950,657385.33,657385.33,813.41,DBF,45,1719,1013,SR24,200000,235,286,436,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,16,nr,nr,nr,nr,nr,nr,nr,nr,16,na,na,nr,nr,fillet,nr,nr,na,na,na,na,na,Monotonic,na,56.2,nr,435,nr,0.01,1,0.44,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_RB4C,"Wakayabashi, Nakamura & Yoshida",RB4C,1980,Round Bar,15.8,196.0667975,15.8,15.8,15.8,na,3059.13,3059.13,3950,3950,657385.33,657385.33,813.41,DBF,45,1718,1012,SR24,200000,235,286,436,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,16,nr,nr,nr,nr,nr,nr,nr,nr,16,na,na,nr,nr,fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,34.1,56.2,36.6,435,nr,0.01,1,0.43,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_BFSI,"Wakayabashi, Nakamura & Yoshida",BFSI,1980,I-shaped,50x50x6x6,900,50,50,6,6,534700,125900,24374.39,11827.46,20550,7950,11412,SBF,45,1980,1980,JIS-SS41,200000,235,270,409,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,na,na,na,na,na,Symmetric Cyclic,238.4,242.8,158.2,36,0.4,0,1,0.17,"Wakabayashi, M., Nakamura, T., Yoshida, N. (1980). ""Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 3 experiments of one story-one bay braced frames."" Bulletin of the Disaster Prevention Research Institute 29(4): 143-164, Kyoto University, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_BFSO,"Wakayabashi, Nakamura & Yoshida",BFSO,1980,I-shaped,50x50x6x6,900,50,50,6,6,534700,125900,24374.39,11827.46,20550,7950,11412,SBF,45,1980,1980,JIS-SS41,200000,235,270,409,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,na,na,na,na,na,Symmetric Cyclic,225.6,242.8,150.7,36,0.4,0,1,0.17,"Wakabayashi, M., Nakamura, T., Yoshida, N. (1980). ""Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 3 experiments of one story-one bay braced frames."" Bulletin of the Disaster Prevention Research Institute 29(4): 143-164, Kyoto University, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_BFDI-D1,"Wakayabashi, Nakamura & Yoshida",BFDI-D1,1980,I-shaped,50x50x6x6,900,50,50,6,6,534700,125900,24374.39,11827.46,20550,7950,11412,DBF,45,1980,1980,JIS-SS41,200000,235,270,409,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,na,na,na,na,na,Symmetric Cyclic,405.4,242.8,452.1,36,0.4,0,1,0.17,"Wakabayashi, M., Nakamura, T., Yoshida, N. (1980). ""Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 3 experiments of one story-one bay braced frames."" Bulletin of the Disaster Prevention Research Institute 29(4): 143-164, Kyoto University, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_BFDI-D2,"Wakayabashi, Nakamura & Yoshida",BFDI-D2,1980,I-shaped,50x50x6x6,900,50,50,6,6,534700,125900,24374.39,11827.46,20550,7950,11412,DBF,45,1980,1980,JIS-SS41,200000,235,270,409,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,na,na,na,na,na,Symmetric Cyclic,452.1,242.8,405.4,36,0.4,0,1,0.17,"Wakabayashi, M., Nakamura, T., Yoshida, N. (1980). ""Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 3 experiments of one story-one bay braced frames."" Bulletin of the Disaster Prevention Research Institute 29(4): 143-164, Kyoto University, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_BFDO,"Wakayabashi, Nakamura & Yoshida",BFDO,1980,I-shaped,50x50x6x6,900,50,50,6,6,534700,125900,24374.39,11827.46,20550,7950,11412,DBF,45,1980,1980,JIS-SS41,200000,235,270,409,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,na,na,na,na,na,Symmetric Cyclic,288.8,242.8,375.3,56,0.7,0,1,0.17,"Wakabayashi, M., Nakamura, T., Yoshida, N. (1980). ""Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 3 experiments of one story-one bay braced frames."" Bulletin of the Disaster Prevention Research Institute 29(4): 143-164, Kyoto University, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_BFDO,"Wakayabashi, Nakamura & Yoshida",BFDO,1980,I-shaped,50x50x6x6,900,50,50,6,6,534700,125900,24374.39,11827.46,20550,7950,11412,DBF,45,1980,1980,JIS-SS41,200000,235,270,409,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,na,na,na,na,na,Symmetric Cyclic,375.3,242.8,288.8,56,0.7,0,1,0.17,"Wakabayashi, M., Nakamura, T., Yoshida, N. (1980). ""Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 3 experiments of one story-one bay braced frames."" Bulletin of the Disaster Prevention Research Institute 29(4): 143-164, Kyoto University, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Uriz_Mahin_Ν1,Uriz & Mahin,US,2008,Rectangular HSS,HSS152X152x9.5,4740,152,152,9.5,9.5,16000000,16000000,58.1,58.1,252000,252000,26200,nr,nr,2915,1699,A500 Gr. B,200000,315,418,454,Gusset plate,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,na,na,na,Symmetric Cyclic,2020.1,1980.4,1970.5,42.4,0.6,0.73,1,50.17,"Uriz, P., Mahin, S.A. (2008). ""Toward earthquake-resistant design of concentrically braced steel-frame structures"", Report 2008/08, Pacific Earthquake Engineering Research Center (PEER), University of California at Berkeley, Berkeley, CA, USA.",https://peer.berkeley.edu/sites/default/files/web_peer808_uriz_patxi_uriz_stephen_a._mahin.pdf,37.91350263,-122.3337107
Uriz_Mahin_Ν2,Uriz & Mahin,UN,2008,Rectangular HSS,HSS152X152x9.5,4740,152,152,9.5,9.5,16000000,16000000,58.1,58.1,252000,252000,26200,nr,nr,2915,1699,A500 Gr. B,200000,315,418,454,Gusset plate,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,na,na,na,Symmetric Cyclic,1578.2,1980.4,1837,42.4,0.6,0.73,1,50.17,"Uriz, P., Mahin, S.A. (2008). ""Toward earthquake-resistant design of concentrically braced steel-frame structures"", Report 2008/08, Pacific Earthquake Engineering Research Center (PEER), University of California at Berkeley, Berkeley, CA, USA.",https://peer.berkeley.edu/sites/default/files/web_peer808_uriz_patxi_uriz_stephen_a._mahin.pdf,37.91350263,-122.3337107
Uriz_Mahin_S1,Uriz & Mahin,LS,2008,Rectangular HSS,HSS152X152x9.5,4740,152,152,9.5,9.5,16000000,16000000,58.1,58.1,252000,252000,26200,nr,nr,2915,1699,A500 Gr. B,200000,315,418,454,Gusset plate,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,na,na,na,Symmetric Cyclic,2280.3,1980.4,1846.8,42.4,0.6,0.73,1,50.17,"Uriz, P., Mahin, S.A. (2008). ""Toward earthquake-resistant design of concentrically braced steel-frame structures"", Report 2008/08, Pacific Earthquake Engineering Research Center (PEER), University of California at Berkeley, Berkeley, CA, USA.",https://peer.berkeley.edu/sites/default/files/web_peer808_uriz_patxi_uriz_stephen_a._mahin.pdf,37.91350263,-122.3337107
Uriz_Mahin_S2,Uriz & Mahin,LN,2008,Rectangular HSS,HSS152X152x9.5,4740,152,152,9.5,9.5,16000000,16000000,58.1,58.1,252000,252000,26200,nr,nr,2915,1699,A500 Gr. B,200000,315,418,454,Gusset plate,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,na,na,na,Symmetric Cyclic,1583,1980.4,1702.9,42.4,0.6,0.73,1,50.17,"Uriz, P., Mahin, S.A. (2008). ""Toward earthquake-resistant design of concentrically braced steel-frame structures"", Report 2008/08, Pacific Earthquake Engineering Research Center (PEER), University of California at Berkeley, Berkeley, CA, USA.",https://peer.berkeley.edu/sites/default/files/web_peer808_uriz_patxi_uriz_stephen_a._mahin.pdf,37.91350263,-122.3337107
Nip_60x60x3x2050-CS-HR,"Nip, Gardner & Elghazouli",60x60x3x2050-CS-HR,2009,Rectangular HSS,60x60x3,684,60,60,3,3,371412,371412,23.3,23.3,12380400000,12380.4,0,nr,45,2050,1800,Grade S355 J2H,200000,355,458,555,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,356.3,313.3,337.9,44,0.7,0.67,0.5,43.99,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_40x40x3x2050-CS-HR,"Nip, Gardner & Elghazouli",40x40x3x2050-CS-HR,2009,Rectangular HSS,40x40x3,444,40,40,3,3,101972,101972,15.15,15.15,5098600000,5098600000,0,nr,45,2050,1800,Grade S355 J2H,200000,355,478,555,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,227.5,212.2,169.7,67.7,1.1,1.05,0.5,67.66,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_40x40x3x1250-CS-HR,"Nip, Gardner & Elghazouli",40x40x3x1250-CS-HR,2009,Rectangular HSS,40x40x3,444,40,40,3,3,101972,101972,15.15,15.15,5098600000,5098600000,0,nr,45,1250,1000,Grade S355 J2H,200000,355,478,555,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,218.3,212.2,148.3,41.3,0.6,0.64,0.5,41.25,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_60x60x3x2050-CS-CF,"Nip, Gardner & Elghazouli",60x60x3x2050-CS-CF,2009,Rectangular HSS,60x60x3,684,60,60,3,3,371412,371412,23.3,23.3,12380400000,12380.4,0,nr,45,2050,1800,Grade S235 JRH,200000,235,361,402,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,236.6,246.9,200.4,44,0.6,0.59,0.5,43.99,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_40x40x4x2050-CS-CF,"Nip, Gardner & Elghazouli",40x40x4x2050-CS-CF,2009,Rectangular HSS,40x40x4,576,40,40,4,4,125952,125952,14.79,14.79,6297600000,6297600000,0,nr,45,2050,1800,Grade S235 JRH,200000,235,410,430,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,150.1,236.2,161.8,69.3,1,1,0.5,69.3,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_40x40x3x2050-CS-CF,"Nip, Gardner & Elghazouli",40x40x3x2050-CS-CF,2009,Rectangular HSS,40x40x3,444,40,40,3,3,101972,101972,15.15,15.15,5098600000,5098600000,0,nr,45,2050,1800,Grade S235 JRH,200000,235,451,502,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,196.5,200.2,133.8,67.7,1,1.02,0.5,67.66,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_40x40x3x1250-CS-CF,"Nip, Gardner & Elghazouli",40x40x3x1250-CS-CF,2009,Rectangular HSS,40x40x3,444,40,40,3,3,101972,101972,15.15,15.15,5098600000,5098600000,0,nr,45,1250,1000,Grade S235 JRH,200000,235,451,502,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,195.3,200.2,174.8,41.3,0.6,0.62,0.5,41.25,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_60x60x3x2850-SS-CF,"Nip, Gardner & Elghazouli",60x60x3x2850-SS-CF,2009,Rectangular HSS,60x60x3,684,60,60,3,3,371412,371412,23.3,23.3,12380400000,12380.4,0,nr,45,2850,2600,Grade EN 1.4301,200000,190,483,745,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,395.9,330.4,183.6,61.2,1,0.96,0.5,61.16,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_50x50x3x2850-SS-CF,"Nip, Gardner & Elghazouli",50x50x3x2850-SS-CF,2009,Rectangular HSS,50x50x3,564,50,50,3,3,208492,208492,19.23,19.23,8339680000,8339680000,0,nr,45,2850,2600,Grade EN 1.4301,200000,190,552,798,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,337.4,311.3,148.9,74.1,1.2,1.24,0.5,74.1,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_60x40x3x2850-SS-CF,"Nip, Gardner & Elghazouli",60x40x3x2850-SS-CF,2009,Rectangular HSS,60x40x3,564,60,40,3,3,273852,143132,22.04,15.93,9128400000,7156600000,0,nr,45,2850,2600,Grade EN 1.4301,200000,190,538,753,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,358.3,303.4,97.8,89.5,1.5,1.48,0.5,89.45,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_60x60x3x2050-SS-CF,"Nip, Gardner & Elghazouli",60x60x3x2050-SS-CF,2009,Rectangular HSS,60x60x3,684,60,60,3,3,371412,371412,23.3,23.3,12380400000,12380.4,0,nr,45,2050,1800,Grade EN 1.4301,200000,190,483,745,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,393,330.4,278.4,44,0.7,0.69,0.5,43.99,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_50x50x3x2050-SS-CF,"Nip, Gardner & Elghazouli",50x50x3x2050-SS-CF,2009,Rectangular HSS,50x50x3,564,50,50,3,3,208492,208492,19.23,19.23,8339680000,8339680000,0,nr,45,2050,1800,Grade EN 1.4301,200000,190,552,798,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,356.4,311.3,203.2,53.3,0.9,0.89,0.5,53.3,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_60x40x3x2050-SS-CF,"Nip, Gardner & Elghazouli",60x40x3x2050-SS-CF,2009,Rectangular HSS,60x40x3,564,60,40,3,3,273852,143132,22.04,15.93,9128400000,7156600000,0,nr,45,2050,1800,Grade EN 1.4301,200000,190,538,753,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,364.8,303.4,161.3,64.3,1.1,1.06,0.5,64.34,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
Nip_60x60x3x1250-SS-CF,"Nip, Gardner & Elghazouli",60x60x3x1250-SS-CF,2009,Rectangular HSS,60x60x3,684,60,60,3,3,371412,371412,23.3,23.3,12380400000,12380.4,0,nr,45,1250,1000,Grade EN 1.4301,200000,190,483,745,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,na,na,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,Symmetric Cyclic,389.5,330.4,343.8,26.8,0.4,0.42,0.5,26.82,"Nip, K.H., Gardner, L., Elghazouli, A.Y. (2009). ""Cyclic testing and numerical modelling of carbon steel and stainless steel tubular bracing members"", Engineering Structures, Vol. 32, pp. 424-441.",https://www.sciencedirect.com/science/article/pii/S0141029609003228,51.498356,-0.176894
