panel zone shear distortion (rad),panel zone shear force (kN)
0.000320444,0
0.000160222,-18.40598439
0,73.62393758
0.001281778,2061.470252
-0.001281778,-2337.560018
0.000961333,2006.252299
-0.001762444,-2300.748049
0.001121556,1987.846314
-0.000640889,-2263.93608
0.000801111,1969.44033
-0.001602222,-2319.154033
0.000480667,1987.846314
-0.001121556,-2319.154033
0.001121556,2245.530096
0.001442,2447.995924
0.000801111,36.81196878
-0.000320444,-1914.222377
-0.001121556,-2576.837815
-0.001922667,-2963.363487
-0.003044222,-3165.829316
-0.001281778,36.81196878
-0.000961333,662.615438
-0.000480667,1343.636861
-0.000160222,1748.568517
0.000480667,2263.93608
0.000801111,2466.401908
0.001281778,2595.243799
0.001922667,2705.679706
0.002403333,2484.807893
0.002082889,1914.222377
0.002082889,1362.042845
0.001602222,515.3675628
0.001121556,-184.0598439
0.000640889,-1159.577017
0.000640889,-1711.756548
-0.000640889,-2558.431831
-0.001281778,-3092.205378
-0.002403333,-3331.483175
-0.003204444,-3478.73105
-0.003204444,-2632.055768
-0.002884,-1251.606939
-0.002082889,-202.4658283
-0.001602222,386.5256722
-0.000801111,1288.418907
-0.000640889,1546.102689
0.000320444,2263.93608
0.003044222,2963.363487
0.003845333,3055.393409
0.003845333,2834.521597
0.003685111,2263.93608
0.002403333,846.6752822
0.001121556,-662.615438
0.000160222,-1969.44033
-0.000480667,-2668.867737
-0.001922667,-3257.859237
-0.002884,-3607.572941
-0.004326,-3883.662707
-0.006408889,-4141.346488
-0.00721,-4178.158457
-0.00721,-2963.363487
-0.006569111,-2061.470252
-0.005287333,-957.1111883
-0.004005556,55.21795319
-0.002563556,1122.765048
-0.001281778,2024.658283
0.000801111,2779.303643
0.002243111,3184.2353
0.003204444,3423.513097
0.004326,3478.73105
0.004005556,2613.649784
0.003685111,1766.974502
0.002563556,1030.735126
0.001762444,-239.2777971
0.000160222,-1711.756548
-0.000160222,-2355.966002
-0.001121556,-2926.551518
-0.001762444,-3349.889159
-0.003524889,-3699.602863
-0.004806667,-3975.692629
-0.006729333,-4214.970426
-0.00721,-3865.256722
-0.00721,-3276.265222
-0.006729333,-2429.58994
-0.006248667,-1509.29072
-0.004806667,-294.4957503
-0.003845333,496.9615785
-0.003364667,938.7052039
-0.002563556,1490.884736
-0.001922667,1895.816392
-0.000480667,2484.807893
0.000961333,3036.987425
0.002243111,3313.077191
0.004646444,3754.820816
0.005928222,3938.88066
0.007049778,4067.722551
0.007850889,4159.752472
0.008011111,3000.175456
0.006729333,1398.854814
0.004966889,-239.2777971
0.003364667,-1362.042845
0.001442,-2171.906158
0.000160222,-2668.867737
-0.001442,-3202.641284
-0.003044222,-3736.414831
-0.005928222,-4067.722551
-0.007370222,-4270.188379
-0.00721,-3533.949003
-0.00721,-2926.551518
-0.006729333,-2650.461752
-0.005768,-1251.606939
-0.005127111,-552.1795319
-0.004005556,349.7137035
-0.002403333,1288.418907
-0.001602222,1987.846314
-0.000801111,2282.342065
0.000801111,3073.799393
0.003204444,3625.978925
0.004966889,3846.850738
0.006569111,4067.722551
0.008011111,4178.158457
0.008331556,3791.632785
0.008171333,3276.265222
0.007049778,2263.93608
0.006088444,791.4573288
0.005127111,110.4359063
0.004165778,-828.2692974
0.002723778,-1748.568517
0.001121556,-2392.777971
-0.001922667,-3331.483175
-0.004806667,-3902.068691
-0.006408889,-4159.752472
-0.007049778,-3957.286644
-0.007049778,-3221.047269
-0.007049778,-2355.966002
-0.006248667,-1730.162533
-0.004806667,-533.7735471
-0.003524889,662.615438
-0.001762444,1656.538595
0.000160222,2668.867737
0.002243111,3368.295144
0.004486222,3810.038769
0.006408889,4159.752472
0.008331556,4343.812316
0.010094,4546.278144
0.012817778,4711.932002
0.012657556,4307.000348
0.012176889,3441.919081
0.011215556,2153.500174
0.009933778,533.7735471
0.008171333,-1233.200954
0.005768,-2558.431831
0.001121556,-3533.949003
-0.002563556,-4067.722551
-0.005607778,-4399.03027
-0.008812222,-4638.308067
-0.011055333,-4748.743972
-0.012337111,-4803.961926
-0.011536,-3515.543019
-0.009613333,-1233.200954
-0.007370222,607.3974849
-0.005447556,1601.320642
-0.003685111,2319.154033
-0.001442,2944.957503
0.001602222,3644.38491
0.004486222,4030.910582
0.006729333,4288.594363
0.009132667,4491.060194
0.011215556,4638.308067
0.012978,4730.337987
0.012978,4564.684128
0.012337111,4012.504597
0.011696222,2944.957503
0.010734889,1325.230876
0.009453111,73.62393758
0.008491778,-736.2393758
0.006889556,-1895.816392
0.004966889,-2779.303643
0.003685111,-3000.175456
0.002563556,-3257.859237
-0.000640889,-3754.820816
-0.003524889,-4178.158457
-0.006889556,-4509.466174
-0.009613333,-4675.120037
-0.011375778,-4767.149957
-0.012817778,-4767.149957
-0.013458667,-4711.932002
-0.012817778,-3865.256722
-0.012016667,-2944.957503
-0.011055333,-1932.628361
-0.009292889,-607.3974849
-0.006569111,1362.042845
-0.005768,1766.974502
-0.004486222,2613.649784
-0.003044222,3000.175456
-0.001442,3349.889159
0,3570.760972
0.002723778,4012.504597
0.005928222,4307.000348
0.008812222,4491.060194
0.012176889,4693.526022
0.013779111,4730.337987
0.013298444,4049.316566
0.013618889,3147.423331
0.012978,2429.58994
0.011375778,1104.359063
0.010414444,92.02992196
0.009613333,-423.337641
0.008331556,-1435.666782
0.00721,-2024.658283
0.005928222,-2466.401908
0.004486222,-2871.333565
0.003044222,-3257.859237
0.001762444,-3478.73105
0.000480667,-3718.008847
-0.002884,-4122.940504
-0.004486222,-4325.406332
-0.007049778,-4546.278144
-0.009453111,-4693.526022
-0.011696222,-4803.961926
-0.014740444,-4932.803815
-0.017143778,-5080.051693
-0.017624444,-4711.932002
-0.016502889,-3460.325066
-0.015381333,-1840.598439
-0.014259778,-404.9316566
-0.012978,607.3974849
-0.011215556,1803.78647
-0.008331556,2632.055768
-0.005768,3276.265222
-0.002082889,3810.038769
0.001121556,4067.722551
0.004646444,4325.406332
0.008652,4601.496098
0.012497333,4785.555941
0.014900667,4895.99185
0.017143778,4969.615785
0.016823333,3920.474676
0.015701778,2447.995924
0.013138222,239.2777971
0.011696222,-1159.577017
0.010574667,-1693.350564
0.008652,-2503.213877
0.005768,-3239.453253
0.002403333,-3791.632785
-0.000320444,-4086.128535
-0.002884,-4343.812316
-0.006408889,-4619.902083
-0.009933778,-4822.367911
-0.012497333,-4951.2098
-0.014580222,-5043.239724
-0.017464222,-5098.457678
-0.019066444,-5116.863663
-0.017464222,-3313.077191
-0.016823333,-2319.154033
-0.015701778,-1049.14111
-0.013939333,478.5555941
-0.012817778,1454.072767
-0.010734889,2319.154033
-0.008331556,3000.175456
-0.006569111,3405.107112
-0.005607778,3589.166956
-0.003044222,3902.068691
-0.000640889,4086.128535
0.002563556,4288.594363
0.006408889,4509.466174
0.010414444,4711.932002
0.014259778,4877.585865
0.018105111,5006.427754
0.019547111,5024.833739
0.019867556,4564.684128
0.018746,3478.73105
0.017464222,2043.064267
0.015862,699.4274071
0.013458667,-1196.388986
0.012497333,-1951.034346
0.011055333,-2613.649784
0.009773556,-3000.175456
0.008171333,-3368.295144
0.005928222,-3662.790894
0.001922667,-4030.910582
-0.000640889,-4196.564441
-0.004486222,-4454.248224
-0.007690667,-4730.337987
-0.011536,-4932.803815
-0.013458667,-5024.833739
-0.016342667,-5080.051693
-0.019707333,-5116.863663
-0.020989111,-5116.863663
-0.020348222,-4417.436254
-0.019386889,-3165.829316
-0.018265333,-1564.508673
-0.017143778,-570.5855163
-0.016022222,478.5555941
-0.014259778,1601.320642
-0.012978,2245.530096
-0.011696222,2705.679706
-0.010254222,3073.799393
-0.008812222,3313.077191
-0.007049778,3570.760972
-0.004646444,3736.414831
-0.001922667,4012.504597
0.001442,4233.37641
0.004165778,4417.436254
0.00721,4601.496098
0.012016667,4785.555941
0.015060889,4895.99185
0.018265333,5061.645709
0.020027778,4988.021769
0.019707333,4380.624285
0.018425556,2981.769471
0.017143778,1472.478752
0.015541556,312.9017346
0.014580222,-570.5855163
0.012817778,-1601.320642
0.011215556,-2300.748049
