panel zone shear distortion (rad),panel zone shear force (kN)
0,0
0.001991732,1151.033738
-0.001779137,-1189.401529
0.001991732,1151.033738
-0.001645094,-1172.95819
0.002025528,1172.95819
0.002310514,1216.807094
0.002795992,1249.693773
0.003008586,1211.325981
7.05399E-05,-553.5924168
-0.000290488,-646.7713385
-0.001237022,-1014.005912
-0.002181267,-1238.731547
-0.002797136,-1320.948242
-0.003299513,-1364.797146
-0.001921142,-400.1212518
-0.000822741,312.4234432
-0.000103192,602.9224342
0.000570458,898.9025382
0.001258718,1063.335929
0.001829832,1222.288207
0.002328557,1299.02379
0.002608745,1304.504903
0.001846244,422.0457039
-1.98938E-05,-718.0258079
-0.000605399,-992.0814598
-0.000984471,-1167.477077
-0.00133705,-1255.174886
-0.002019368,-1309.986016
-0.003073672,-1359.316033
-0.003471005,-1370.278259
-0.001548231,-87.6978086
-0.000376076,531.6679647
0.000894037,1003.043686
0.001946977,1227.76932
0.002722237,1342.872694
0.003689541,1441.532729
0.005178628,1490.862746
0.006584367,1556.636103
0.007521526,1600.485007
0.008336743,1600.485007
0.008766729,1562.117216
0.00603032,-142.508939
0.005566756,-372.7156866
0.004629816,-663.2146776
0.003463383,-926.3081034
0.0021725,-1129.109286
0.000857414,-1277.099338
-0.001184744,-1403.164938
-0.002586831,-1501.824972
-0.00510967,-1622.409459
-0.006883742,-1715.588381
-0.008138539,-1753.956172
-0.008773815,-1742.993946
-0.009236453,-1655.296137
-0.006867013,-153.4711651
-0.005314423,465.8946082
-0.004918454,652.2524515
-0.004410136,805.7236166
-0.003227949,1008.524799
-0.002222051,1167.477077
-0.000635226,1315.467129
0.001629121,1479.90052
0.004449047,1616.928346
0.006252119,1693.663929
0.007326974,1721.069494
0.008004496,1737.512833
0.008334235,1704.626155
0.005655826,-32.88667823
0.004750394,-443.9701561
0.003910048,-707.0635819
0.003242339,-893.4214252
0.002416384,-1041.411477
0.001201544,-1194.882642
-0.000544672,-1375.759372
-0.002540932,-1507.306085
-0.004352453,-1589.522781
-0.005900685,-1677.22059
-0.007247279,-1704.626155
-0.00864822,-1732.03172
-0.009115656,-1682.701703
-0.008552064,-1211.325981
-0.007059057,-137.0278259
-0.005271033,564.5546429
-0.004137252,876.978086
-0.002787225,1118.14706
-0.001317545,1260.655999
0.000980599,1447.013842
0.003114555,1562.117216
0.005386206,1660.77725
0.007306423,1742.993946
0.008180785,1781.361737
0.008581771,1759.437285
0.005829608,115.1033738
0.004834887,-389.1590257
0.002572122,-975.6381207
0.000561472,-1222.288207
-0.002838019,-1523.749424
-0.006197771,-1693.663929
-0.008359583,-1721.069494
-0.009429641,-1710.107268
-0.004208498,866.01586
-0.002598834,1134.590399
0.000809106,1441.532729
0.005148264,1682.701703
0.008649365,1803.286189
0.010602234,1836.172868
0.011965727,1874.540659
0.012840089,1912.90845
0.013382423,1841.653981
0.013371684,1693.663929
0.009130873,-493.3001734
0.008404019,-718.0258079
0.006894601,-992.0814598
0.005252283,-1211.325981
0.003159429,-1370.278259
0.000736836,-1496.343859
-0.006044322,-1770.399511
-0.008549118,-1808.767302
-0.010101002,-1863.578433
-0.011087712,-1869.059546
-0.011497147,-1852.616207
-0.01207077,-1907.427337
-0.013036929,-1934.832902
-0.01378935,-1929.351789
-0.014243539,-1836.172868
-0.012384706,-630.3279993
-0.011170304,16.44333911
-0.010013684,449.4512691
-0.009341178,674.1769036
-0.00843073,876.978086
-0.007491282,1063.335929
-0.006251095,1233.250433
-0.004689618,1364.797146
-0.003312879,1447.013842
-0.001024329,1556.636103
0.001891047,1649.815024
0.003740018,1721.069494
0.007098626,1819.729529
0.010515234,1885.502885
0.012158915,1929.351789
0.012877538,1901.946224
0.011284284,833.1291817
0.01002284,120.5844868
0.009037712,-306.9423301
0.008414757,-570.0357559
0.007512759,-767.3558253
0.006912644,-909.8647643
0.005538413,-1096.222608
0.003917791,-1266.137112
0.00176214,-1430.570503
-0.000911642,-1578.560555
-0.003806467,-1693.663929
-0.007210974,-1786.84285
-0.009235089,-1830.691755
-0.009707321,-1819.729529
-0.008389021,-1211.325981
-0.007378327,-1014.005912
-0.007071646,-920.8269903
-0.007383342,-805.7236166
-0.007556199,-635.8091124
-0.007578113,-438.489043
-0.006749869,-147.990052
-0.006826131,49.33001734
-0.00616709,476.8568343
-0.005695077,712.5446949
-0.004584136,904.3836512
-0.003481645,1090.741495
-0.002095313,1249.693773
-0.00042514,1381.240486
0.002420135,1534.711651
0.005637395,1682.701703
0.007783452,1770.399511
0.008535872,1764.918398
0.006477472,887.9403121
0.004256029,10.96222608
