panel zone shear distortion (rad),panel zone shear force (kN)
0,0
0.000755957,2672.899694
-0.001455391,-2397.343024
0.000764912,2700.455361
-0.001541238,-2314.676023
0.000773868,2728.011027
-0.001802484,-2424.898691
0.000616378,2590.232693
-0.001671861,-2369.787357
0.000331973,2755.566694
-0.001784574,-2369.787357
0.000124459,2810.678028
0.001234298,4491.573712
4.47768E-05,137.7783347
-0.00086867,-2672.899694
-0.002325602,-4381.351044
-0.001057024,909.3370092
0.000321476,3416.902701
0.00054536,4105.794375
0.001017828,4519.129379
-0.001090388,-2314.676023
-0.001894204,-3747.570704
-0.002221845,-4408.906711
-0.001388372,-110.2226678
-0.000100967,2810.678028
0.000482673,3912.904706
0.001495545,4601.79638
-0.001627709,-3968.01604
-0.002334557,-4408.906711
0.000905116,4519.129379
-0.001735173,-4298.684043
-0.002118088,-4436.462378
0.000697601,4574.240713
-0.002325602,-4381.351044
0.000593844,4601.79638
-0.002280825,-4243.572709
0.001148452,4574.240713
0.001433482,6144.913729
0.001599926,6310.24773
0.002044904,4904.908716
0.001761415,2645.344027
-0.000251375,-2507.565692
-0.001536614,-4381.351044
-0.002052318,-5621.356057
-0.002750211,-6034.691061
-0.001942063,-2507.565692
0.000264662,4629.352047
0.000902033,5896.912726
0.001617837,6365.359064
-0.001683607,-5180.465386
-0.002462098,-5841.801392
-0.00288979,-6117.358062
-0.002817522,-4160.905709
-0.001065979,881.7813422
0.000896785,6227.580729
0.001757416,6448.026065
4.6318E-05,-551.1133389
-0.000598468,-2535.121359
-0.001148452,-4574.240713
-0.001894828,-5483.577722
-0.002655409,-6089.802395
-0.001783949,-633.7803397
0.00102895,5593.80039
0.00129761,6420.470398
-0.002011248,-5841.801392
-0.002727052,-6310.24773
-0.00147576,661.3360067
0.000726633,5704.023057
0.001888039,6503.137399
-0.00101258,-4849.797382
-0.002299361,-6034.691061
-0.003195813,-6365.359064
0.001861173,6420.470398
0.001550193,2342.23169
0.000909115,716.4473405
-0.000258789,-3224.013032
-0.001653034,-4739.574714
-0.002818147,-5896.912726
-0.003385417,-6255.136396
-0.000970553,2562.677026
0.000749792,5428.466388
0.001639455,6778.694068
