panel zone shear distortion (rad),panel zone shear force (kN)
0,0
0.002205882,1567.615586
-0.002073529,-1476.001689
1.32E-04,40.71728796
0.002294118,1598.153552
-0.002029412,-1476.001689
0.002117647,1598.153552
0.002426471,1710.126094
0.003,1842.45728
0.003970588,1984.967788
0.005205882,2158.016262
0.006441176,2310.706092
0.007058824,2331.064736
0.007102941,2208.912872
0.005161765,783.8077932
0.003264706,-396.9935576
0.002161765,-956.856267
0.001279412,-1292.773893
1.76E-04,-1659.229484
-0.001014706,-1893.35389
-0.002691176,-2198.73355
-0.003970588,-2310.706092
-0.005426471,-2432.857956
-0.006220588,-2463.395922
-0.006705882,-2443.037278
-0.005955882,-1883.174568
-0.00375,-447.8901675
-0.002338235,366.4555916
-0.001720588,753.2698272
-5.74E-04,1160.442707
3.53E-04,1435.284401
0.001676471,1730.484738
0.002867647,1934.071178
0.004014706,2147.83694
0.004941176,2249.63016
0.006,2412.499312
0.006044118,2443.037278
-0.009573529,1740.66406
-0.014602941,1537.07762
-0.020073529,1272.415249
-0.025367647,1028.111521
-0.029161765,926.3183011
-0.029779412,905.9596571
