panel zone shear distortion (rad),panel zone shear force (kN)
0,0
0.001788069,1063.913212
-0.001959799,-1271.342832
0.001808698,1077.295768
-0.001832402,-1284.725388
0.001847725,1070.60449
-0.002009141,-1271.342832
0.001689384,1063.913212
-0.001801458,-1264.651554
0.001849957,1104.060881
0.002160787,1177.664939
0.002689616,1264.651554
0.003296499,1338.255613
0.003890836,1371.712003
0.003974742,1298.107945
0.002625744,455.0069084
0.00137181,-294.4162349
0.000464956,-722.658031
-0.00018988,-923.396373
-0.000894059,-1124.134715
-0.001744033,-1291.416667
-0.00229349,-1391.785838
-0.002879744,-1452.00734
-0.003385711,-1492.155008
-0.003328832,-1231.195164
-0.002704096,-889.9399826
-0.000734825,227.5034542
-9.97752E-05,575.4499136
0.000466692,782.8795336
0.001302731,1037.1481
0.002191732,1197.738774
0.003047557,1304.799223
0.003732495,1365.020725
0.00399314,1278.03411
0.001466874,-200.7383419
0.000669019,-622.28886
-0.00032174,-976.9265975
-0.001243917,-1191.047496
-0.00229349,-1391.785838
-0.00302777,-1452.00734
-0.003622107,-1485.46373
-0.003233767,-1137.517271
-0.000446013,414.85924
0.000938095,896.6312607
0.001911845,1144.208549
0.0029879,1298.107945
0.003859892,1351.638169
0.002213155,187.3557858
0.000260893,-823.027202
-0.000484544,-1050.530656
-0.000958179,-1197.738774
-0.001299954,-1291.416667
-0.001878124,-1378.403281
-0.00222575,-1411.859672
-0.002820087,-1445.316062
-0.003513108,-1478.772452
-0.000804797,214.1208981
0.001253389,1037.1481
0.00272056,1284.725388
0.003745041,1405.168394
0.004559607,1485.46373
0.005717337,1532.302677
0.007132091,1585.832901
0.008484958,1599.215458
