panel zone shear distortion (rad),panel zone shear force (kN)
0.000615117,22.63191278
0.005007976,2161.347671
-0.00394157,-2138.715758
0.004955645,2127.399801
-0.003695829,-2104.767889
0.004943506,2161.347671
-0.003859656,-2127.399801
0.003667055,1584.233895
0.00502542,2172.663627
0.00593708,2387.666798
0.007205978,2625.301883
0.008141916,2772.409316
0.009687666,2896.884836
0.01059555,2942.148662
0.004999071,22.63191278
0.003321413,-814.7488601
0.002310395,-1052.383944
0.001377514,-1448.442418
-2.94056E-05,-1901.080674
-0.000705935,-2172.663627
-0.002467844,-2353.718929
-0.004170587,-2580.038057
-0.005486511,-2806.357185
-0.006675023,-2908.200792
-0.005134667,-1867.132804
-0.00229808,-905.2765113
0.001142206,531.8499504
0.003771717,1652.129633
0.006533225,2523.458275
0.008300438,2749.777403
0.009640639,2908.200792
0.010776821,2976.096531
0.005593687,282.8989098
0.002993758,-860.0126857
0.001633865,-1323.966898
0.000591016,-1833.184935
0.000282334,-1991.608325
-0.001186807,-2150.031714
-0.00257934,-2342.402973
-0.005387154,-2783.725272
-0.007020122,-2964.780574
-0.008506707,-3134.51992
-0.00891097,-3145.835877
-0.007918204,-2376.350842
-0.005539739,-1335.282854
-0.002852592,-135.7914767
-0.000484737,814.7488601
0.001604018,1584.233895
0.003584333,2116.083845
0.005695116,2523.458275
0.006887405,2795.041229
0.00830952,2964.780574
0.009749079,3145.835877
0.008344496,2025.556194
0.006223911,984.488206
0.003304689,-407.3744301
0.001601226,-1052.383944
-0.000184151,-1708.709415
-0.001364302,-2014.240238
-0.003481919,-2342.402973
-0.005019306,-2670.565708
-0.006563527,-2919.516749
-0.0088465,-3145.835877
-0.004193513,-712.9052526
-0.001354677,543.1659068
0.001020012,1414.494549
0.00335073,2048.188107
0.005402349,2500.826362
0.00721506,2840.305054
0.00933951,3089.256095
0.010744182,3247.679484
0.012389289,3394.786917
0.013572496,3451.366699
0.013936566,3394.786917
0.012762529,2591.354014
0.011766707,2070.82002
0.008816374,826.0648165
0.007051498,-67.89573835
0.005208484,-803.4329038
0.003632432,-1323.966898
0.001530011,-1935.028543
-0.000545885,-2319.77106
-0.003271785,-2749.777403
-0.006192623,-3055.308226
-0.008182829,-3258.995441
-0.010408165,-3406.102874
-0.011983497,-3507.946481
-0.012792023,-3530.578394
-0.011949418,-2942.148662
-0.011589932,-2625.301883
-0.00937071,-1980.292368
-0.006994493,-1233.439247
-0.004591751,-260.266997
-0.002100262,645.0095143
0.000572499,1584.233895
0.002530065,2059.504063
0.0044353,2500.826362
0.006852518,2772.409316
0.00890036,3055.308226
0.010515884,3225.047571
0.012518228,3394.786917
0.013783349,3462.682656
0.012472011,2862.936967
0.009871362,1301.334985
0.008835347,712.9052526
0.005822073,-656.3254707
0.00523429,-995.8041624
0.003586935,-1437.126462
0.001102999,-2002.924281
-0.001943722,-2557.406144
-0.005267296,-2998.728444
-0.007761122,-3236.363528
-0.010044094,-3462.682656
-0.012487118,-3541.89435
-0.013553524,-3564.526263
-0.012438651,-2715.829534
-0.011371525,-2274.507235
-0.010060187,-1674.761546
-0.008555438,-1075.015857
-0.007266848,-531.8499504
-0.005669576,169.7393459
-0.003652125,1018.436075
-0.002105655,1561.601982
0.000348698,2150.031714
0.00266503,2523.458275
0.005146718,2795.041229
0.006762242,2964.780574
0.008313297,3134.51992
0.0108314,3304.259266
0.012763969,3428.734786
0.014058673,3473.998612
0.008301424,282.8989098
0.007849414,-135.7914767
0.006367415,-678.9573835
0.005826658,-1029.752032
0.005115241,-1323.966898
0.004274883,-1618.181764
0.00300068,-1901.080674
0.001100751,-2297.139147
-0.000203035,-2557.406144
-0.002058995,-2715.829534
-0.004341968,-2942.148662
-0.006602192,-3111.888007
-0.008832833,-3304.259266
-0.010092649,-3326.891179
-0.010474163,-3281.627353
-0.010353585,-3077.940138
-0.010251979,-2761.093359
-0.010420392,-2410.298711
-0.009856887,-2002.924281
-0.008365805,-1244.755203
-0.006666927,-226.3191278
-0.003875117,1041.067988
-0.001106776,1833.184935
0.001530377,2331.087017
0.004268416,2727.14549
0.007218837,3010.0444
0.009548836,3225.047571
0.013250146,3451.366699
0.01530635,3530.578394
0.01613232,3564.526263
0.013656835,1833.184935
0.010627646,328.1627353
0.007281412,-1131.595639
0.006284061,-1527.654113
0.004436462,-1889.764717
0.003735655,-2093.451932
0.002811856,-2274.507235
-5.51228E-05,-2670.565708
-0.002771941,-2885.56888
-0.006163041,-3077.940138
-0.007743678,-3225.047571
-0.008920052,-3360.839048
-0.009639831,-3451.366699
-0.01245223,-3519.262438
-0.01449099,-3587.158176
-0.015803137,-3643.737958
-0.016318896,-3643.737958
-0.014809651,-2455.562537
-0.013370901,-1731.341328
-0.011248787,-814.7488601
-0.009271529,-33.94786917
-0.007041696,701.5892962
-0.004590399,1538.970069
-0.003901731,1776.605153
-0.001264578,2274.507235
0.001743479,2636.617839
0.004530073,2896.884836
0.006860071,3111.888007
0.009020938,3258.995441
0.01109989,3394.786917
0.013495887,3485.314568
0.01511294,3530.578394
0.016149764,3575.84222
0.016940847,3587.158176
0.014305311,2002.924281
0.01184646,826.0648165
0.008833187,-543.1659068
0.006768709,-1380.54668
0.005571115,-1697.393459
0.003326087,-2150.031714
0.001384436,-2489.510406
-0.00136727,-2727.14549
-0.00586344,-3134.51992
-0.014801201,-3621.106045
-0.016477419,-3621.106045
-0.01386616,-1968.976412
-0.011867681,-1007.120119
-0.010101276,-237.6350842
-0.006814927,848.6967293
-0.004398518,1663.445589
-0.002540309,2116.083845
0.000865178,2568.722101
0.003540275,2840.305054
0.006983706,3066.624182
