panel zone shear distortion (rad),panel zone shear force (kN)
0,0
0.001036789,212.8863193
0.001538462,325.1192742
0.001856187,396.3782932
0.002307692,471.2002632
0.002608696,526.4260029
0.002959866,556.711086
0.003327759,586.9961691
0.003829431,619.0627276
0.004481605,658.2551881
0.004749164,670.7255164
0.005535117,697.4476485
0.00638796,722.3883052
0.007474916,747.3289618
0.008478261,768.7066675
0.010167224,795.4287997
0.010802676,807.899128
0.011555184,809.6806035
0.008929766,262.7676326
0.011471572,770.488143
0.011722408,809.6806035
0.012006689,827.4953582
0.009347826,296.6156666
0.008043478,29.39434534
0.007508361,-65.02385484
0.006856187,-196.85304
0.006153846,-287.7082892
0.005602007,-350.0599309
0.004732441,-424.8819008
0.004063545,-469.4187877
0.003344482,-505.0482972
0.002675585,-540.6778067
0.001906355,-574.5258408
9.03E-04,-608.3738748
-4.18E-04,-645.7848598
-0.001605351,-674.2884674
-0.00270903,-692.1032221
-0.002608696,-665.38109
-5.02E-04,-227.1381231
6.86E-04,18.70549249
0.001287625,146.9717267
0.001454849,182.6012362
0.001722408,241.3899269
0.002040134,305.523044
0.002391304,358.9673083
0.002658863,396.3782932
0.003060201,446.2596065
0.003377926,480.1076406
0.003762542,517.5186255
0.004214047,553.148135
0.004615385,578.0887917
0.005250836,615.4997767
0.006204013,658.2551881
0.007090301,688.5402712
0.007959866,722.3883052
0.008812709,743.7660109
0.009782609,766.9251921
0.01090301,788.3028978
0.011722408,809.6806035
0.011889632,815.0250299
0.009799331,369.6561611
0.008595318,109.5607417
0.007742475,-59.67942842
0.00729097,-155.8791041
0.006939799,-205.7604174
0.006571906,-255.6417307
0.006204013,-294.8341911
0.005752508,-344.7155045
0.005167224,-392.8153423
0.004331104,-451.604033
0.003812709,-487.2335425
0.003110368,-528.2074784
0.002608696,-547.8037086
0.002023411,-574.5258408
0.001270903,-611.9368257
6.52E-04,-633.3145314
6.69E-05,-647.5663352
-8.70E-04,-672.5069919
-0.002792642,-701.0105995
-0.003344482,-706.3550259
-0.004615385,-727.7327316
-0.005568562,-734.8586335
-0.006137124,-743.7660109
-0.006605351,-749.1104373
-0.006789298,-747.3289618
-0.006555184,-693.8846976
-0.005016722,-366.0932102
-0.003244147,4.453688688
-0.00264214,120.2495946
-0.002307692,186.1641872
-0.002157191,223.5751721
-0.001889632,262.7676326
-0.001521739,298.3971421
-0.001020067,346.4969799
-4.85E-04,387.4709159
1.17E-04,428.4448518
6.86E-04,464.0743613
0.001622074,517.5186255
0.002408027,554.9296105
0.003177258,583.4332181
0.003812709,613.7183012
0.004548495,636.8774824
0.005367893,658.2551881
0.006622074,695.6661731
0.008210702,734.8586335
0.010301003,784.7399468
0.011354515,800.7732261
0.011856187,815.0250299
0.012056856,822.1509318
0.009866221,378.5635385
0.007876254,8.016639638
0.007324415,-86.40156055
0.006839465,-159.442055
0.006421405,-225.3566476
0.005702341,-309.0859949
0.004983278,-369.6561611
0.004414716,-414.193048
0.003829431,-451.604033
0.003244147,-485.452067
0.00277592,-513.9556746
0.001906355,-549.5851841
0.001137124,-581.6517427
5.85E-04,-592.3405955
-2.01E-04,-619.0627276
-0.001454849,-651.1292862
-0.002324415,-670.7255164
-0.00270903,-674.2884674
-0.003026756,-681.4143693
-0.003327759,-683.1958447
-0.003160535,-640.4404333
-0.001822742,-342.934029
-9.03E-04,-150.5346777
-8.36E-05,13.36106606
5.35E-04,145.1902512
0.001070234,243.1714024
0.001555184,314.4304214
0.002107023,366.0932102
0.003026756,464.0743613
0.003946488,526.4260029
0.004481605,570.9628898
0.005117057,597.6850219
0.005668896,624.4071541
0.006705686,663.5996145
0.007625418,697.4476485
0.008729097,731.2956826
0.009397993,743.7660109
0.009983278,754.4548637
0.008862876,529.9889539
0.007324415,209.3233683
0.006521739,34.73877177
0.006103679,-40.08319819
0.005702341,-113.1236927
0.005501672,-161.2235305
0.005167224,-216.4492702
0.004749164,-262.7676326
0.004314381,-312.6489459
0.003745819,-367.8746856
0.00326087,-407.0671461
0.002658863,-449.8225575
0.002023411,-485.452067
0.001438127,-517.5186255
8.53E-04,-551.3666596
2.17E-04,-574.5258408
-3.68E-04,-594.122071
-8.53E-04,-608.3738748
-0.001103679,-611.9368257
-0.001120401,-594.122071
