coordinate,residual_stress
30.7407407407407,-4.05792413793103
41.8518518518519,-20.2896206896552
48.1481481481481,-40.5792413793103
65.1851851851852,-96.0375379310345
70.7407407407407,-111.367473563218
77.4074074074074,-126.246528735632
91.1111111111111,-144.732627586207
101.111111111111,-155.10287816092
112.962962962963,-160.062563218391
125.555555555556,-157.35728045977
132.962962962963,-147.888790804598
137.777777777778,-134.813257471264
143.703703703704,-114.523636781609
153.333333333333,-86.5690482758621
161.851851851852,-65.3776666666667
170.37037037037,-45.5389264367816
180.37037037037,-32.4633931034483
