coordinate,residual_stress
933.11844077961,31.3807531380753
929.850074962519,18.8284518828452
921.67916041979,5.02092050209205
913.508245877061,-11.2970711297071
906.971514242879,-20.0836820083682
888.995502248876,-42.6778242677824
872.653673163418,-58.9958158995816
866.116941529235,-65.2719665271967
853.04347826087,-72.8033472803347
848.140929535232,-76.5690376569038
836.701649175412,-77.8242677824268
820.359820089955,-77.8242677824268
808.920539730135,-76.5690376569038
789.310344827586,-76.5690376569038
769.700149925038,-77.8242677824268
741.91904047976,-77.8242677824268
725.577211394303,-77.8242677824268
714.137931034483,-81.5899581589958
701.064467766117,-90.3765690376569
679.820089955022,-99.163179916318
663.478260869565,-109.205020920502
638.965517241379,-120.502092050209
612.818590704648,-129.28870292887
596.47676161919,-130.543933054393
580.134932533733,-136.820083682008
565.427286356822,-140.585774058577
552.353823088456,-144.351464435146
539.28035982009,-145.606694560669
516.40179910045,-145.606694560669
504.96251874063,-145.606694560669
493.52323838081,-145.606694560669
469.010494752624,-140.585774058577
455.937031484258,-134.309623430962
428.155922038981,-126.778242677824
413.448275862069,-123.012552301255
390.569715142429,-117.991631799163
369.325337331334,-111.715481171548
341.544227886057,-107.949790794979
320.299850074963,-106.694560669456
287.616191904048,-106.694560669456
272.908545727136,-106.694560669456
261.469265367316,-102.928870292887
245.127436281859,-95.397489539749
232.053973013493,-86.6108786610879
217.346326836582,-72.8033472803347
201.004497751124,-52.7196652719665
189.565217391304,-36.4016736401674
174.857571214393,-12.5523012552301
169.955022488756,5.02092050209205
160.149925037481,33.8912133891213
156.88155922039,48.9539748953975
