coordinate,residual_stress
76.4,23.7354944623781
97.2,6.72479702187188
118,10.5336872445106
138.8,-1.54530259316973
159.6,-4.35427638842702
180.4,-21.302536259446
201.2,-1.25227030631223
222,11.7687433859974
242.8,17.2576718423654
263.6,22.1423823619057
