rotation (rad),moment (kN.m)
0.00015015,-2.780373438
0.00746997,535.158600014
0.000525526,-0.618468707
-0.005855856,-380.187170111
0.00015015,-0.610650338
0.00746997,537.328323767
0.00015015,1.559073415
-0.005855856,-375.847723258
0.000337838,1.555163904
0.007845345,537.320504745
0.008783784,567.67708712
0.009722222,602.373117001
0.011223724,667.433548279
0.012537538,693.442865432
0.014977477,736.786513584
0.01478979,678.207886988
0.009534535,324.652412248
0.004654655,10.144141469
-0.000225225,-310.873299263
-0.005855856,-547.255884073
-0.010735736,-712.053228955
-0.012987988,-742.382446059
-0.01524024,-746.674980086
-0.014864865,-666.40302743
-0.009421922,-310.681737795
-0.005292793,-22.194512702
-0.000412913,277.125692459
0.002027027,424.616071613
0.00503003,539.548869204
0.006156156,593.768502045
0.008033033,652.311943695
0.00990991,693.497596627
0.012162162,725.996537484
0.01478979,754.148211813
0.01478979,706.414293165
0.013288288,548.05574965
0.004842342,38.346638788
0.00015015,-282.674712108
-0.001539039,-419.332110541
-0.003791291,-534.280546176
-0.006606607,-616.671399595
-0.008295796,-677.388474509
-0.009984985,-714.238590099
-0.011674174,-744.579535083
-0.013926426,-755.381240369
-0.015990991,-764.01713076
-0.015427928,-703.276599433
-0.013738739,-603.504500883
-0.008858859,-284.656783904
-0.005668168,-50.393099857
-0.000788288,253.266552157
0.001839339,374.716339376
0.003716216,483.163422774
0.006156156,572.071266474
0.00746997,632.796159757
0.009534535,676.147627584
0.011036036,719.510823291
0.013288288,752.009763495
0.016666667,777.97607668
0.021358859,790.896682729
0.031493994,816.722256783
0.031869369,753.792455454
0.030555556,632.315302311
0.020232733,7.649936792
0.015540541,-250.449430491
0.011411411,-432.620201482
0.008783784,-545.391094342
0.00259009,-668.936326564
-3.75375e-05,-720.954959564
-0.002477477,-753.44999091
-0.006418919,-764.216510597
-0.012987988,-790.116364054
-0.018618619,-803.017423201
-0.026126126,-809.370217285
-0.032132132,-817.924009904
-0.030630631,-692.111319419
-0.029129129,-525.073881545
-0.025,-297.338915659
-0.020307808,-17.542312805
-0.015803303,283.955435131
-0.013738739,398.907779624
-0.010548048,489.969709033
-0.006794294,607.056592333
-0.001726727,680.72163922
0.003716216,737.021078367
0.00990991,767.268197699
0.015540541,784.508703699
0.02454955,806.018287313
0.03018018,801.561557742
0.032807808,790.658208435
0.030555556,671.370325947
0.028678679,532.547112619
0.02042042,35.852433458
0.016291291,-217.919214852
