rotation (rad),moment (kN.m)
0.00309,57.3
0.00363,68.8
0.00415,77.3
0.0045,83.1
0.00484,89.1
0.00526,94.7
0.0061,108
0.0079,132
0.00911,144
0.00947,145
0.00954,145
0.0104,152
0.0105,152
0.0108,154
0.0101,127
0.00949,116
0.0089,105
0.0081,90.4
0.0071,70.8
0.00616,53
0.00513,32.3
0.00402,10.9
0.00275,-6.14
0.00123,-30.9
0.000205,-47.2
-0.0012,-71.1
-0.00253,-90.2
-0.00372,-108
-0.00568,-132
-0.00726,-144
-0.00798,-148
-0.00891,-154
-0.00968,-159
-0.0106,-163
-0.0107,-159
-0.00984,-133
-0.00945,-126
-0.0082,-103
-0.00682,-77.1
-0.00554,-52.8
-0.00415,-27.6
-0.00302,-8.41
0.000911,59.2
0.00241,84.8
0.00354,103
0.00505,122
0.00642,138
0.00722,145.98788
0.00791,152.694721
0.00884,159.000613
0.00956,163.727461
0.0102,167.298319
0.0103,164.561643
0.0103,162.66519
0.0104,158.262581
0.00904,129.493977
0.00795,110.336353
0.00657,85.6836136
0.00485,52.4945776
0.00312,20.101895
0.0012,-9.1382252
-4.27e-05,-29.517152
-0.000989,-45.78932
-0.00246,-71.57731
-0.00437,-103.00741
-0.00522,-115.6267
-0.00643,-132.43587
-0.00713,-141.1018
-0.00777,-145.75409
-0.00855,-149.19814
-0.00886,-149.80167
-0.00958,-152.3947
-0.00959,-149.84045
-0.00963,-147.61838
-0.00964,-145.48343
-0.00824,-111.72682
-0.00771,-100.2078
-0.00636,-76.201586
-0.00545,-59.123975
-0.00435,-38.571761
-0.00327,-19.459468
-0.00209,-0.7940224
-0.000745,19.7057192
0.000271,40.7071402
0.00125,56.9714163
0.00124,56.9717756
0.00241,77.3029459
0.00358,97.086785
0.00481,114.214334
0.00582,127.793127
0.00706,138.817396
0.0075,141.446076
0.00836,146.615744
0.00864,146.02094
0.00907,147.482856
0.00911,145.047402
0.00909,142.004246
0.00908,140.070489
0.00902,128.423275
0.00848,120.218135
0.00793,111.195795
0.00686,92.9077225
0.00609,79.8091634
0.00529,65.381332
0.00414,44.2135073
0.00314,26.2419757
0.00234,10.654383
0.00123,-6.0363638
6.27e-06,-22.531944
-0.00127,-45.4
-0.00289,-72.2
-0.00386,-87.9
-0.00539,-109
-0.00621,-121
-0.00728,-134
-0.00821,-140
-0.00904,-147
-0.00902,-146
-0.00928,-145
-0.00933,-143
-0.00932,-141
-0.0088,-123
-0.00802,-109
-0.0072,-93.8
-0.0066,-82.2
-0.00454,-45.7
-0.00349,-27.4
-0.00256,-10.6
-0.00117,10.8
-0.000216,26.8
0.000835,46.4206697
0.000862,46.4223355
0.00357,92.8638692
0.00522,112.237392
0.00686,132.731297
0.00838,146.752969
0.00926,153.297184
0.0101,158.721001
0.0108,161.252583
0.0108,159.935296
0.0106,149.27643
0.00994,139.16647
0.00935,128.47821
0.00736,93.5171011
0.00563,61.7173961
0.00439,37.5118561
0.00253,3.93406394
0.00188,-4.9200184
0.00119,-15.428447
8.51e-05,-31.839285
-0.00266,-75.548095
-0.00455,-103.33991
-0.00659,-127.6506
-0.00818,-142.64171
-0.00926,-152.19138
-0.0104,-161.21635
-0.0107,-163.60962
-0.0107,-161.24701
-0.0103,-147.02439
-0.00949,-133
-0.00874,-120
-0.00734,-94.7
-0.00575,-64.8
-0.00569,-66.9
-0.00311,-17.6
-0.00188,1.08
-0.000299,26.7
-0.000139,29.3
0.00156,58.6
0.00354,93.6
0.00674,136
0.00803,150
0.00894,159
0.00937,163
0.00993,167
0.0103,170
0.0104,167
0.0104,166.87653
0.0102,155.794236
0.00945,140.813672
0.00838,122.79583
0.00742,106.512065
0.00598,80.1798479
0.0042,46.3887425
0.0023,8.91183327
0.000759,-11.426079
-3.1e-05,-23.408058
-0.000315,-28.889222
-0.00138,-46.361005
-0.00266,-66.47495
-0.00377,-82.055014
-0.0047,-94.723959
-0.00655,-113.90804
-0.00715,-121.12085
-0.00797,-127.59205
-0.00859,-133.35288
-0.00921,-139.12487
-0.0086,-121.12444
-0.00811,-112.76987
-0.00592,-80.522233
-0.00496,-53.030021
-0.004,-34.274861
-0.003,-18.557526
-0.00169,1.54468037
-0.000336,22.8162778
0.000421,34.7917176
0.00175,57.1632693
0.00487,95.4795958
0.00561,105.503048
0.00663,113.236397
0.00731,122.635345
0.00774,128.537795
0.00842,135.220368
0.01,144.690804
0.00898,119.50313
0.00869,114.284644
0.00827,108.301699
0.0076,96.6649288
0.00711,87.7200706
0.00633,74.5905886
0.00534,53.3753965
0.00393,26.8117211
0.00206,0.95123264
0.0012,-9.1445745
-0.000519,-36.283382
-0.00207,-59.427569
-0.00271,-69.912433
-0.00381,-83.851446
-0.00463,-95.872357
-0.00566,-109.75331
-0.00632,-117.50235
-0.00699,-124.68002
-0.00831,-138.48963
-0.00984,-151.00183
-0.0107,-156.49489
-0.013,-165.96559
-0.015,-174.8571
-0.0166,-178.79011
-0.018,-179.56797
-0.0194,-182.33939
-0.0202,-183.34144
-0.0211,-185.86223
-0.0214,-183.33729
-0.0215,-181.27919
-0.0212,-162.44427
-0.0209,-157.32573
-0.0201,-144.02684
-0.019,-125.16072
-0.0175,-99.457099
-0.016,-75.269656
-0.0143,-43.959245
-0.012,-9.7943363
-0.00956,28.3779745
-0.00727,65.289847
-0.00432,103.636682
-0.00213,128.974923
0.000159,147.274409
0.00293,164.907499
0.00507,174.977676
0.00816,181.713309
0.01,184.569489
0.0123,187.545341
0.0143,189.987824
0.017,188.612332
0.0184,190.302707
0.0195,189.393625
0.0221,184.231906
0.0221,180.894336
0.0198,133.664341
0.0183,108.794608
0.0172,90.0407243
0.0157,64.8367466
0.0133,26.7989787
0.0114,0.61908173
0.00877,-32.52531
0.00648,-62.574147
0.00431,-88.125541
0.00281,-103.19085
0.000459,-123.62007
-0.00218,-145.20035
-0.00372,-156.42913
-0.00506,-160.33678
-0.00773,-169.7132
-0.00972,-171.75694
-0.0141,-176.67254
-0.0181,-174.57967
-0.0192,-174.06953
-0.0205,-172.7867
-0.021,-171.70435
-0.0218,-170.55341
-0.0219,-166.7888
-0.0217,-154.9273
-0.021,-140.76197
-0.0204,-128.39398
-0.0192,-108.89846
-0.0176,-81.550129
-0.0161,-56.314688
-0.0143,-29.256707
-0.0122,-0.8216461
-0.00985,32
-0.00541,88.6
-0.0035,109
-0.00207,123
-0.000854,131
0.00116,141
0.00246,147
0.00494,160.004688
0.00706,164.417901
0.00964,161.967351
0.0126,160.907787
0.0144,162.119733
0.0161,162.057465
0.0173,155.15763
0.0181,152.468434
0.0203,142.372695
0.019,115.105196
0.0184,105.578187
0.018,100.630205
0.0171,86.4118476
0.0159,67.5125763
0.0144,44.252699
0.0131,26.7038458
0.0116,6.11614693
0.00957,-17.848464
0.00725,-48.16942
0.00506,-75.880771
0.00306,-96.421821
0.000709,-117.68244
-0.00174,-129.96981
-0.00429,-141.20167
-0.006,-141.55633
-0.00836,-143.32127
-0.0102,-141.16681
-0.0128,-138.89875
-0.015,-136.18781
-0.0162,-134.95677
-0.0174,-132.8086
-0.0186,-126.90809
-0.0191,-124.43601
-0.0192,-118.44259
-0.0192,-115.1694
-0.0193,-111.46874
-0.0185,-93.61896
-0.0171,-73.923758
-0.0159,-56.917954
-0.0147,-40.772366
-0.0131,-21.995553
-0.0114,-2.9971392
-0.00909,20.452556
-0.00709,47.1222868
-0.0048,77.2281778
-0.00228,96.3556417
-0.000147,111.879922
0.0018,123.105416
0.00492,125.838772
0.00738,132.878635
0.00957,133.605205
0.0111,132.402249
0.0132,132.157959
0.0171,123.857385
0.0181,121.602899
0.0187,119.352337
0.0188,114.074507
0.0189,109.313746
0.0175,78.7201977
0.0163,64.021174
0.0149,45.2005238
0.0135,28.1235555
0.0119,9.19
0.00935,-15.9
0.00591,-53.2
0.00257,-84.5
-1.08e-05,-101
-0.00193,-110
-0.00626,-117
-0.00963,-120
-0.0121,-120.92491
-0.0144,-119.17643
-0.0165,-119.69331
-0.0205,-120.29559
-0.022,-115.16344
-0.0223,-112.26358
-0.0223,-107.63895
-0.0224,-104.22351
-0.0217,-86.20355
-0.0207,-68.577931
-0.0185,-40.503348
-0.017,-23.472707
-0.015,-5.0480348
-0.0119,24.0272292
-0.00913,51.3716197
-0.00684,70.3054776
-0.00264,96.6902107
-0.000217,105.282208
0.00233,114.259099
0.00501,114.575133
0.00922,117.167082
0.0113,115.343188
0.014,114.200617
0.0156,115.258975
0.0172,114.940526
0.0186,115.746304
0.0209,113.692656
0.0215,113.41064
0.0216,108.609991
0.0217,104.175605
0.0217,101.219885
0.0207,76.0898015
0.0203,67.0095025
0.0187,45.6854151
0.0174,28.9132356
0.0154,6.50936548
0.0135,-10.577691
0.0117,-29.577312
0.00938,-50.090641
0.00533,-83.318532
0.00414,-88.995942
0.00257,-99.020945
-0.00276,-100.45309
-0.0054,-99.476976
-0.00788,-101.94813
-0.0105,-102.55216
-0.0133,-101.09341
-0.0157,-101.65569
-0.0177,-101.14869
-0.0196,-99.50533
-0.0219,-98.845823
-0.0226,-97.032669
-0.0227,-93.36267
-0.0228,-89.040047
-0.0227,-86.159402
-0.0222,-69.03049
-0.0211,-52.652413
-0.0201,-40.86591
-0.0185,-20.829
-0.0168,-4.9974189
-0.0141,24.1163725
-0.0124,41.4981998
-0.0103,59.4612492
-0.0078,78.7341909
-0.00267,99.0677482
-0.00208,98.6817382
0.00229,96.1781499
0.0057,95.4925485
0.00729,97.9155518
0.00903,97.4472833
0.0111,97.7049248
0.0129,95.4100979
0.0154,100.518869
0.0172,97.2593775
0.0184,99.6645821
0.0196,97.4835953
0.0194,84.8656103
0.0195,81.8588439
0.019,68.4866186
0.0185,60.1265127
0.0178,48.8819335
0.0136,10.0551092
0.0105,-24.10935
0.00872,-34.336507
0.00641,-48.88444
0.00413,-58.334218
0.00191,-65.886878
-0.000269,-72.024992
-0.00281,-76.787615
-0.00509,-76.075389
-0.00729,-77.335834
-0.00967,-77.410701
-0.0116,-76.273833
-0.0135,-77.005306
-0.0152,-77.690271
-0.0166,-77.322379
-0.018,-76.192086
-0.0188,-77.007512
-0.0195,-77.257327
-0.02,-76.607202
-0.0201,-72.439922
-0.0201,-69.829218
-0.0199,-51.989089
-0.0191,-41.5
-0.0181,-27.9
-0.0167,-12.3
-0.0154,2.32
-0.0136,19.8132797
-0.0117,37.0590072
-0.00979,51.7214683
-0.00756,64.7037941
-0.00554,72.3229677
-0.00284,80.844495
-0.000595,80.2291096
0.00211,82.4874133
0.0044,82.7164982
0.00654,81.6399053
0.0106,84.0177611
0.0149,83.7718437
0.0215,84.18508
0.0228,82.6267571
0.0245,80.4849032
0.026,77.5030047
0.0283,77.3208774
0.0295,75.7554488
0.0312,77.1008048
0.0325,77.4368363
0.0339,72.0310616
0.0339,69.5072291
0.0338,54.2877845
0.033,41.8264398
0.0317,28.5527603
0.03,14.4942283
0.0278,-2.7497389
0.0252,-23.453219
0.0225,-41.350487
0.0192,-58.251486
0.0138,-67.264129
0.0119,-65.516682
0.00994,-65.111456
0.0078,-66.688405
0.00595,-67.441705
0.00393,-68.339728
-0.000162,-65.505232
-0.00243,-64.688888
-0.00643,-63.951093
-0.0086,-62.880809
-0.0105,-62.421515
-0.0124,-62.601799
-0.0162,-61.712629
-0.018,-61.521996
-0.0217,-59.962201
-0.0247,-58.860065
-0.0273,-58.805274
-0.0301,-56.268421
-0.0318,-54.364931
-0.0334,-54.595166
-0.0352,-50.19061
-0.0353,-47.549922
-0.0352,-37.011326
-0.0347,-31.186239
-0.034,-26.024126
-0.0327,-16.743448
-0.0312,-5.9930447
-0.0291,9.98770037
-0.0267,26.2991789
-0.0237,42.6255622
-0.0205,56.4074641
-0.0187,59.7505058
-0.0171,64.6281813
-0.0151,65.7534034
-0.0112,64.384593
-0.00733,65.8074874
-0.00318,65.2180683
-0.000279,64.4181449
0.003,63.623666
0.00735,59.6674228
0.0113,59.031525
0.0152,56.9940398
0.0189,54.2
0.0224,52
0.0253,52.7
0.0301,45.3
0.0324,45.4677884
0.0342,45.1840042
0.0347,45.1070063
0.0347,41.8715702
0.0339,26.1937228
0.0328,20.0199751
0.031,8.25959417
0.029,-3.4115373
0.0265,-17.354501
0.0238,-28.497672
0.0207,-35.614173
0.0189,-38.280531
0.0154,-39.812372
0.0115,-40.817737
0.00733,-39.439505
0.00332,-39.536329
-0.000912,-41.951322
-0.00335,-38.183352
-0.00511,-35.105692
-0.00905,-36.439982
-0.0123,-33.538737
-0.0157,-32.095371
-0.0186,-30.549013
-0.0219,-31.585553
-0.0251,-30.476062
-0.0261,-30.255703
-0.027,-30.731219
-0.0286,-30.102552
-0.0299,-28.880167
-0.0307,-27.939929
-0.0311,-26.144262
-0.0312,-24.469175
