rotation (rad),moment (kN.m)
0,0
6.1035e-06,0.36337
-4.3157e-06,-0.25693
1.8547e-05,1.1042
9.3033e-07,0.055386
5.6946e-06,0.33902
1.3747e-05,0.81842
-7.6189e-07,-0.045358
3.6739e-06,0.21872
6.7136e-06,0.39969
1.4309e-05,0.85187
-4.7614e-06,-0.28347
-3.233e-06,-0.19247
-4.8816e-06,-0.29062
6.1514e-06,0.36622
3.4973e-07,0.020821
-5.9309e-07,-0.035309
-4.6169e-06,-0.27486
-1.0647e-05,-0.63386
1.097e-05,0.65309
5.0444e-06,0.30031
6.6134e-06,0.39372
4.8464e-06,0.28853
3.0051e-06,0.17891
1.5271e-05,0.90915
2.7133e-06,0.16153
2.0781e-06,0.12372
4.9207e-06,0.29295
4.8766e-06,0.29032
6.7584e-06,0.40236
1.672e-06,0.099541
1.1812e-05,0.70322
2.6017e-05,1.5489
4.111e-06,0.24474
4.6383e-06,0.27614
6.7885e-06,0.40415
2.6912e-06,0.16022
9.3138e-06,0.55449
1.6504e-05,0.98255
5.3337e-06,0.31754
-1.0562e-05,-0.6288
9.7489e-07,0.058039
-1.7224e-06,-0.10254
-9.6378e-06,-0.57378
5.3793e-06,0.32025
-9.522e-07,-0.056688
1.5295e-05,0.91057
3.499e-06,0.20831
2.758e-06,0.1642
-1.1062e-07,-0.0065857
-4.1703e-06,-0.24828
9.816e-06,0.58439
9.5301e-06,0.56737
-4.5497e-06,-0.27086
4.6537e-06,0.27705
5.2811e-07,0.031441
8.579e-06,0.51074
-9.5059e-06,-0.56593
-8.3414e-07,-0.04966
1.3401e-05,0.79782
7.6526e-06,0.45559
-8.7966e-06,-0.5237
6.1328e-06,0.36511
3.7161e-06,0.22123
-5.0447e-06,-0.30033
-2.598e-06,-0.15467
-4.9085e-06,-0.29222
2.2358e-05,1.3311
-3.7483e-07,-0.022315
1.1695e-05,0.69625
6.6065e-06,0.39331
-2.1209e-06,-0.12627
3.3797e-06,0.20121
3.3876e-06,0.20168
1.6947e-06,0.10089
-5.715e-06,-0.34024
1.1918e-05,0.70953
-1.3528e-06,-0.080538
9.9599e-06,0.59295
6.8764e-06,0.40938
-1.3571e-06,-0.080794
2.7805e-07,0.016553
-1.0809e-07,-0.006435
-2.0671e-05,-1.2306
3.3468e-06,0.19925
6.9217e-06,0.41208
1.018e-07,0.0060606
-1.7582e-06,-0.10467
5.5427e-06,0.32998
-1.8716e-05,-1.1142
4.9562e-06,0.29506
4.4812e-06,0.26678
-2.588e-08,-0.0015407
-3.4691e-06,-0.20653
-4.9814e-06,-0.29656
-7.1459e-06,-0.42542
1.8117e-09,0.00010786
-1.3636e-05,-0.81181
4.6875e-08,0.0027907
-8.48e-06,-0.50485
-2.2951e-06,-0.13664
-1.1268e-05,-0.67083
-8.7581e-06,-0.52141
-5.7062e-06,-0.33971
-1.5468e-05,-0.92087
-1.8847e-05,-1.122
-6.7027e-06,-0.39904
-9.8744e-06,-0.58786
-1.3772e-05,-0.8199
-1.6504e-05,-0.98255
-2.2616e-05,-1.3464
-2.0945e-05,-1.2469
-2.7048e-05,-1.6103
-2.3711e-05,-1.4116
-2.5091e-05,-1.4938
-3.0416e-05,-1.8108
-2.3511e-05,-1.3997
-1.9765e-05,-1.1767
-1.3214e-05,-0.78668
-2.3068e-05,-1.3733
-1.9395e-05,-1.1547
-3.3406e-05,-1.9888
-2.8101e-05,-1.673
-1.5406e-05,-0.91718
