rotation (rad),moment (kN.m)
0,0
-1.9667e-06,-0.121
-9.0623e-06,-0.55754
-5.7282e-06,-0.35242
-2.2216e-05,-1.3668
-5.1058e-06,-0.31413
-1.8399e-05,-1.132
-5.0521e-06,-0.31082
-1.8734e-05,-1.1526
4.9856e-06,0.30673
-1.5692e-05,-0.96543
-1.3279e-05,-0.81697
-1.6533e-05,-1.0172
-2.0874e-05,-1.2842
-2.5216e-05,-1.5514
3.7855e-06,0.2329
4.6772e-06,0.28776
4.3386e-07,0.026693
-1.3788e-05,-0.84829
-1.0553e-05,-0.64926
-8.3129e-06,-0.51144
-2.0297e-07,-0.012487
-1.5301e-05,-0.94137
-1.4082e-05,-0.86637
-2.576e-05,-1.5848
-3.9983e-05,-2.4599
-8.0726e-06,-0.49665
-2.2085e-05,-1.3587
-2.4545e-05,-1.5101
-3.1409e-05,-1.9324
-1.2741e-05,-0.78387
-1.4908e-05,-0.91719
-1.6231e-05,-0.99859
4.3408e-07,0.026706
-2.1275e-05,-1.3089
-9.1112e-06,-0.56055
-8.1434e-06,-0.50101
-2.8058e-05,-1.7262
-1.8777e-06,-0.11552
-2.8592e-06,-0.17591
-4.7239e-06,-0.29063
-6.7812e-06,-0.4172
-1.1205e-05,-0.68937
-4.1334e-06,-0.2543
-9.9298e-06,-0.61092
-1.3668e-05,-0.8409
-1.0169e-05,-0.62563
-1.4403e-05,-0.88612
-1.412e-05,-0.86871
-1.0517e-05,-0.64704
-1.7531e-05,-1.0786
-1.6315e-05,-1.0038
-7.9455e-06,-0.48884
-1.3199e-05,-0.81205
-4.0304e-06,-0.24796
-2.462e-05,-1.5147
-1.862e-05,-1.1456
-1.2046e-05,-0.74111
-2.3317e-05,-1.4345
-3.1173e-05,-1.9179
2.7139e-06,0.16697
-1.2787e-05,-0.7867
-1.4263e-05,-0.87751
-1.5837e-06,-0.097435
-1.3388e-05,-0.82368
-1.115e-05,-0.68599
-1.1132e-05,-0.68488
-5.81e-06,-0.35745
-1.2833e-05,-0.78953
-1.1465e-05,-0.70537
1.8896e-06,0.11625
-2.0537e-05,-1.2635
-2.7368e-06,-0.16838
-1.0552e-05,-0.6492
-1.8348e-05,-1.1288
-4.8873e-06,-0.30068
-9.2185e-06,-0.56715
-1.0625e-05,-0.65369
-3.3917e-06,-0.20867
-1.1082e-05,-0.6818
-1.2628e-05,-0.77692
-1.5027e-05,-0.92451
-1.1097e-05,-0.68273
-2.2045e-05,-1.3563
3.6418e-06,0.22406
-1.1677e-05,-0.71841
-1.672e-05,-1.0287
-9.1829e-06,-0.56496
8.5981e-07,0.052899
-1.2464e-05,-0.76683
-2.9432e-05,-1.8108
-7.1413e-06,-0.43936
-1.5602e-05,-0.95989
-1.6142e-05,-0.99311
-1.4572e-05,-0.89652
-2.9497e-05,-1.8148
-1.6035e-05,-0.98653
-9.4142e-06,-0.57919
-2.7564e-06,-0.16958
-2.0278e-05,-1.2476
-2.5165e-05,-1.5482
-3.288e-05,-2.0229
-1.4009e-05,-0.86188
-1.6452e-05,-1.0122
-3.4419e-05,-2.1176
-3.3962e-05,-2.0895
-1.7858e-05,-1.0987
-9.1443e-06,-0.56259
-3.6021e-05,-2.2161
-1.9133e-05,-1.1771
-1.9934e-05,-1.2264
-2.9407e-05,-1.8092
-2.8329e-05,-1.7429
-2.6103e-05,-1.6059
-2.048e-05,-1.26
-1.6879e-05,-1.0385
-2.152e-05,-1.324
-2.8588e-05,-1.7588
-1.2954e-05,-0.79698
-4.057e-05,-2.496
-2.0765e-05,-1.2775
-3.266e-05,-2.0094
-1.9403e-05,-1.1937
-2.985e-05,-1.8365
-2.3226e-05,-1.4289
-1.8719e-05,-1.1517
-4.5998e-05,-2.83
-2.0247e-05,-1.2457
-4.0934e-05,-2.5184
-3.66e-05,-2.2518
-2.895e-05,-1.7811
-2.5422e-05,-1.5641
-3.2419e-05,-1.9945
-1.3074e-05,-0.80436
-2.2468e-05,-1.3823
-1.9281e-05,-1.1862
-2.7952e-05,-1.7197
-2.8861e-05,-1.7756
-2.3744e-05,-1.4608
-2.8664e-05,-1.7635
-3.8007e-05,-2.3383
-3.7745e-05,-2.3222
-2.4041e-05,-1.4791
-2.7093e-05,-1.6669
-2.0221e-05,-1.2441
-4.0302e-05,-2.4795
-1.7199e-05,-1.0581
-3.2163e-05,-1.9788
-3.2833e-05,-2.02
-2.3122e-05,-1.4225
-3.841e-05,-2.3631
-2.7127e-05,-1.6689
-1.2883e-05,-0.79261
-3.5859e-05,-2.2062
-3.3429e-05,-2.0567
-3.5946e-05,-2.2115
-3.402e-05,-2.093
-2.803e-05,-1.7245
-1.8358e-05,-1.1294
-2.8584e-05,-1.7586
-2.2486e-05,-1.3834
-2.5811e-05,-1.588
-9.8816e-06,-0.60795
-3.8129e-05,-2.3458
-3.3927e-05,-2.0873
-3.8316e-05,-2.3573
-5.8756e-05,-3.6149
-5.1658e-05,-3.1782
-5.267e-05,-3.2404
-3.5664e-05,-2.1942
-4.0858e-05,-2.5137
-4.9487e-05,-3.0446
-5.339e-05,-3.2847
-4.7285e-05,-2.9091
-4.9289e-05,-3.0324
-5.4505e-05,-3.3533
-4.4523e-05,-2.7392
-3.6688e-05,-2.2572
-5.6018e-05,-3.4464
-4.2481e-05,-2.6136
-3.4177e-05,-2.1027
-5.8935e-05,-3.6259
-4.4839e-05,-2.7587
-3.0229e-05,-1.8598
-5.981e-05,-3.6797
-4.5667e-05,-2.8096
-4.2448e-05,-2.6116
-4.6114e-05,-2.8371
-5.057e-05,-3.1112
-4.4456e-05,-2.7351
-4.9477e-05,-3.044
