rotation (rad),moment (kN.m)
0.00253,57.3
0.00347,74.5
0.00199,28.4
0.00138,13.7
0.00126,12
0.001,5.92
0.000807,3.25
-0.000189,-14.2
-0.000474,-19.5
-0.000639,-22.4
-0.000953,-27.7
-0.0011,-30
-0.00154,-38.4
-0.00179,-42.5
-0.00251,-54.8
-0.00322,-66.5
-0.00285,-48.8
-0.00229,-36.9
-0.00172,-25.7
-0.00141,-18.5
-0.00116,-13.8
-0.000992,-10.3
-0.000736,-5.69
-0.00048,-1.59
0.000769,21.6
0.000825,23.4
0.00147,35.8
0.00187,44.8
0.0026,60.3
0.00335,76.2
0.00337,76
0.00431,94.6
0.00539,111
0.00536,110
0.00559,114
0.00616,123
0.00671,131
0.007,135
0.00734,139
0.00756,142
0.00781,144
0.00802,147
0.00845,153
0.00943,161
0.00944,161
0.01,168
0.0106,173
0.0110141,175.86689
0.011368,178.69007
0.0124831,186.64418
0.0101405,131.1817
0.0094111,118.76262
0.0088342,107.90873
0.0083542,99.37425
0.007789,88.832625
0.0073346,78.961005
0.0058131,47.044527
0.0053273,36.349571
0.0045949,20.72611
0.0041217,10.60927
0.0039616,7.961381
0.0038951,6.5278601
0.002719,-11.43299
0.0024674,-16.08834
0.0020525,-23.6616
0.0017681,-29.17044
0.0013854,-36.16561
0.0010439,-41.45354
0.000605,-50.15757
0.000468,-53.32532
0.000148,-58.88817
-0.000338,-67.64542
-0.000587,-72.29895
-0.000977,-79.0453
-0.001202,-83.14796
-0.001414,-86.1199
-0.001518,-87.88264
-0.001743,-91.43291
-0.001954,-94.67964
-0.002133,-97.07426
-0.002629,-104.7779
-0.003062,-110.7504
-0.003344,-114.9056
-0.003535,-117.6011
-0.004194,-126.8507
-0.005007,-137.3833
-0.005493,-143.7038
-0.005946,-148.5992
-0.006247,-151.3962
-0.006568,-154.5008
-0.006839,-157.2684
-0.007194,-160.6678
-0.00757,-164.3681
-0.00789,-166.9076
-0.008179,-168.8481
-0.008423,-171.0312
-0.008656,-172.9167
-0.008934,-174.8552
-0.009318,-177.7174
-0.009649,-179.698
-0.009929,-181.6256
-0.010103,-182.8966
-0.010284,-183.8936
-0.01065,-185.8883
-0.010806,-186.584
-0.011021,-187.6147
-0.011396,-190.4625
-0.012064,-194.6643
-0.010254,-147.5695
-0.00974,-139
-0.00936,-132
-0.00886,-124
-0.00854,-119
-0.00817,-113
-0.00782,-107
-0.00697,-92.3
-0.00622,-79.3
-0.00566,-69.1
-0.00505,-58.8
-0.00458,-49.2
-0.00427,-44.2
-0.00362,-31.7
-0.00301,-20.3
-0.00264,-13.3
-0.00245,-10.1
-0.0023,-7.76
-0.00214,-4.85
-0.000759,18.5
-0.000679,19.7
-4.46e-05,31.9
0.0002,36.809916
0.00036,40.274852
0.000703,47.510799
0.0012988,59.396997
0.0015859,64.927476
0.0020342,73.097514
0.0022692,78.299123
0.0025786,83.855943
0.0032278,96.103679
0.0034805,100.50581
0.0040233,109.34249
0.0045128,117.02418
0.0048133,122.31384
0.0050334,125.58737
0.0058983,138.92088
0.0065741,148.47959
0.0070187,155.03951
0.0073936,159.8616
0.0076858,163.77902
0.007888,166.47682
0.0083803,173.37101
0.0089024,180.28729
0.0095702,187.91484
0.0100691,192.59132
0.0107788,198.57758
0.0114368,202.81915
0.0120876,206.19148
0.0162503,219.96446
0.0170854,222.5665
0.0178,225
0.0213,233
0.022,234
0.0232,237
0.0243,239
0.0233,198
0.0223,182
0.0216,172
0.0211,163
0.0206,154
0.0198,141
0.0192,132
0.0186,123
0.0173,100
0.0157,73
0.015,60.4
0.0144,48.2
0.014,40.1
0.0133315,27.235867
0.0128789,18.789642
0.0126182,14.931578
0.0114532,-1.635495
0.011131,-6.909545
0.0105405,-16.56751
0.0099736,-26.48223
0.0096237,-31.50452
0.008873,-43.5276
0.0082878,-52.91169
0.007581,-64.91014
0.0067859,-77.29152
0.0063085,-84.37343
0.0059507,-89.42823
0.005671,-93.02873
0.0052565,-98.95865
0.0048993,-103.4632
0.0040316,-116.215
0.0033476,-125.4809
0.0028686,-132.0525
0.0023542,-137.8291
0.001972,-142.6452
0.0011913,-152.0283
0.000669,-158.6621
0.000132,-163.9205
-0.000257,-167.6395
-0.000829,-174.3308
-0.002766,-190.9856
-0.003993,-199.1436
-0.004873,-203.6002
-0.005465,-206.1061
-0.00597,-207.9763
-0.006556,-209.9078
-0.007089,-212.0739
-0.00814,-215.5248
-0.009198,-218.1134
-0.014247,-228.5919
-0.01773,-232.5467
-0.02256,-231.4163
-0.024238,-230.4122
-0.022253,-174.1483
-0.020545,-147.4214
-0.01947,-130.5023
-0.019342,-128.6895
-0.017855,-104.4556
-0.016758,-87.27519
-0.016408,-81.93785
-0.015767,-71.58735
-0.015321,-64.2241
-0.015001,-58.62968
-0.013917,-41.24496
-0.013171,-29.45907
-0.012628,-20.63719
-0.012415,-17.66561
-0.01218,-14.12353
-0.010877,3.9622177
-0.010208,14.785028
-0.009834,21.479527
-0.009276,30.555969
-0.008854,37.855888
-0.008211,49.220535
-0.00772,58.243714
-0.006935,71.415194
-0.006376,80.226649
-0.00585,87.642293
-0.00552,94.038876
-0.00487,103.245
-0.004169,112.7785
-0.003545,120.85787
-0.00326,125.01168
-0.002799,130.72536
-0.002005,140.37964
-0.001332,147.978
-0.000815,153.21108
2.64e-05,162.93059
0.0019258,180.10261
0.0027047,186.71842
0.0033551,191.54033
0.003949,195.75738
0.0048796,202.53853
0.0059953,208.64737
0.0068147,213.05793
0.0076157,216.61099
0.0081788,218.81679
0.0088803,221.4122
0.0094256,223.03331
0.0098891,224.55657
0.0107124,226.67038
0.0115306,228.21585
