rotation (rad),moment (kN.m)
1.4e-05,4.554
0.001048,93.132
0.002083,182.472
0.003515,277.158
0.004629,370.314
0.006852,460.416
0.007251,506.232
0.008441,541.356
0.009632,579.54
0.01106,614.664
0.012964,655.134
0.014392,681.096
0.016374,711.636
0.018277,735.312
0.020339,755.928
0.024857,778.836
0.027393,797.922
0.031118,813.96
0.034051,829.23
0.036825,837.63
0.039757,849.084
0.043086,859.776
0.046415,871.992
0.050615,880.392
0.054578,894.138
0.059967,904.062
0.064563,916.278
0.069952,926.208
0.074231,929.262
0.077163,933.078
0.081997,934.608
0.088812,936.9
0.093725,936.9
0.098162,936.132
0.102916,934.608
0.106799,930.786
0.110602,921.624
0.11496,917.808
0.118288,911.7
0.122646,904.824
0.130965,892.608
0.134372,884.208
0.138967,869.7
0.142295,862.068
0.145306,852.9
0.150139,836.868
0.152991,830.76
0.15847,808.482
0.163815,794.544
0.170544,783.03
0.175512,775.152
0.180166,767.274
0.184694,755.154
0.190228,745.452
0.195321,733.938
0.199912,728.484
0.205258,718.788
0.213622,701.82
0.220225,683.634
0.225758,669.696
0.232236,660
0.238273,647.88
0.243178,636.972
0.248335,628.482
0.255504,614.544
0.262107,602.424
0.267452,589.092
0.272043,574.548
0.276256,564.846
0.282356,554.544
0.285858,539.13
0.289651,522.78
