rotation (rad),moment (kN.m)
-7e-05,-0.00717324
0.00384,3.09803625
0.00915,6.09731389
0.01623,9.57153053
0.0219,11.88000075
0.02773,13.29447712
0.02751,11.94072243
0.02301,8.17256567
0.01718,4.63862627
0.01269,1.96047994
0.01128,1.03695806
-0.00044,-6.52254306
-0.00929,-10.77447994
-0.01586,-13.22958687
-0.0205,-14.52928914
-0.02692,-15.33503451
-0.02434,-10.84504166
-0.01741,-6.53738561
-0.00642,-0.74518867
7e-05,2.24774967
0.00575,5.10122454
0.01143,7.65192043
0.01549,9.37868586
0.01962,10.80984329
0.02257,11.52066753
0.02493,12.17410585
0.02758,12.85623713
0.02751,11.81961016
0.02626,10.42598568
0.02021,6.08329737
0.01578,3.23065531
0.01187,1.21545625
0.00863,-0.73518365
0.00317,-3.99103231
-0.00133,-6.30584183
-0.00863,-8.95379343
-0.01423,-11.01286587
-0.01969,-13.05759296
-0.02338,-14.32459868
-0.02699,-15.03942651
-0.02471,-10.51757105
-0.02109,-8.34939711
-0.0177,-6.38441073
-0.01423,-4.41225111
-0.01069,-2.55403052
-0.00745,-0.72450289
-0.00295,1.46919549
0.00066,3.09236478
0.00443,4.79043725
0.00686,5.75382892
0.01069,7.21685009
0.01409,8.39460728
0.01726,9.67195702
0.02072,10.73577518
0.02272,11.35334617
0.02515,11.89284546
0.02633,12.24984297
0.02758,12.55345702
0.02758,11.70567113
0.02544,9.37818188
0.02227,7.01082284
0.01991,5.50959976
0.01763,4.07610549
0.01416,1.9828336
0.01165,0.52781961
0.00892,-1.13038307
0.00428,-3.4595402
0.00162,-4.7472317
-0.00199,-6.43095769
-0.00612,-7.92267182
-0.00988,-9.31796418
-0.01364,-10.59214314
-0.01667,-11.61292186
-0.02043,-12.88710082
-0.02353,-13.91505278
-0.02692,-14.66891759
-0.02493,-10.53909077
-0.0208,-7.35180599
-0.01593,-4.69834903
-0.01158,-2.27677259
-0.00885,-0.92135115
-0.00384,1.38311548
-0.00059,2.78875073
0.00199,3.82704558
0.00538,5.12591391
0.01003,6.84950969
0.01512,8.61614604
0.01763,9.40504198
0.02095,10.51507036
0.02441,11.45777625
0.02766,12.13673788
0.02692,10.49054597
0.02471,8.45866359
0.02205,6.02040496
0.01903,4.51517829
0.016,2.58605811
0.01364,1.26650287
0.01062,-0.35983607
0.0073,-2.07542467
0.00472,-3.23483179
0.0014,-4.76875255
-0.00081,-5.58951223
-0.00479,-7.18799215
-0.00966,-9.05421992
-0.01276,-10.08217075
-0.01556,-11.08142975
-0.0194,-12.18111411
-0.02272,-13.35169806
-0.02522,-13.77725832
-0.02692,-14.00279954
-0.02515,-10.56061162
-0.02154,-7.36298282
-0.01763,-5.16611479
-0.01387,-3.04414994
-0.00996,-1.02895088
-0.00546,1.04363523
-0.0017,2.681151
0.00118,3.74813881
0.00472,4.87968691
0.00915,6.58176184
0.01379,7.94202081
0.01829,9.34849
0.02087,10.32622815
0.02382,11.03705239
0.02758,11.46344659
0.02729,10.34474433
0.02655,9.06188923
0.02249,6.06344553
0.01984,4.29130382
0.01696,2.43708682
0.01482,1.32072027
0.01128,-0.41638918
0.00789,-2.13915102
0.00502,-3.56947564
0.0017,-4.982283
-0.0028,-6.57042003
-0.00826,-8.49403372
-0.01261,-9.88615643
-0.01836,-11.71735081
-0.02176,-12.65288346
-0.02382,-13.15651655
-0.02692,-13.57890716
-0.02508,-9.88732033
-0.02095,-6.63947885
-0.01755,-4.67449247
-0.01364,-2.53818114
-0.01055,-0.84411226
-0.00575,1.55994692
-0.0014,3.13373747
0.00361,4.59041821
0.00826,6.25345842
0.01276,7.65992648
0.01741,8.89907431
0.02028,9.54216861
0.02249,10.18126045
0.02522,10.68889713
0.02758,10.97899864
0.02685,9.03002549
0.02441,6.67384328
0.02087,4.51284258
0.01733,2.53350972
0.01468,1.00359255
0.01084,-1.00443327
0.00686,-3.0268067
0.00273,-4.76074537
-0.00066,-6.0596137
-0.00524,-7.41269943
-0.01578,-10.80016936
-0.02013,-11.88951083
-0.02331,-12.25851798
-0.02685,-12.78450473
-0.02537,-9.85545772
-0.02434,-8.24112955
-0.01954,-5.5948447
-0.01586,-3.60116536
-0.01092,-0.94053516
-0.00575,1.55994692
-0.00155,2.99827872
0.00229,4.46129989
0.00693,5.82155886
0.01187,7.21051079
0.01807,8.66085336
0.02227,9.73584722
0.02508,10.19010157
0.02751,10.18459508
0.02699,8.92326083
0.02508,6.98062811
0.0208,4.14233253
0.01704,2.02036768
0.01276,-0.21236655
0.00826,-2.4666205
0.00376,-4.41809434
-0.00081,-6.19507245
-0.00538,-7.72982715
-0.01114,-9.31879812
-0.0177,-10.98667473
-0.02205,-11.65212382
-0.02463,-11.96374505
-0.02692,-12.30722889
-0.02552,-9.99091647
-0.02441,-8.12719052
-0.01984,-5.56298209
-0.01623,-3.75814383
-0.01357,-2.28878336
-0.01106,-1.01543834
