rotation (rad),moment (kN.m)
5.3e-05,5.1205
0.002505,192.20201
0.003808,279.49306
0.006311,378.93317
0.00911,474.81588
0.010511,516.29732
0.01231,559.50895
0.014708,597.5354
0.016907,628.65187
0.020103,663.22333
0.0235,692.60422
0.027494,716.80532
0.031689,739.27623
0.036083,760.01695
0.040477,779.03287
0.04487,791.12803
0.053258,820.51431
0.058051,830.88467
0.062644,842.98522
0.067237,853.35558
0.07183,863.72594
0.076623,872.3715
0.081416,879.28148
0.086208,886.19685
0.0912,889.65723
0.095993,894.84241
0.100385,893.11222
0.105177,882.74186
0.109968,870.64131
0.11436,851.62539
0.118952,836.06985
0.123543,822.2445
0.128135,804.95877
0.132726,787.67304
0.137318,772.1175
0.14151,749.64659
0.145702,730.63067
0.152688,697.7894
0.15728,680.50367
0.16307,666.67832
0.167661,652.84758
0.172453,642.47722
0.177044,626.92168
0.181436,609.63595
0.186228,595.8106
0.191019,581.97986
0.195611,568.15451
0.204794,542.22322
0.209586,533.58305
0.210983,526.66768
0.215775,516.29732
0.220566,505.92696
0.225357,492.10161
0.229949,480.00106
0.234741,469.6307
0.239532,462.71533
0.244124,454.06977
0.248716,441.97461
0.250513,436.78943
0.255305,426.41368
0.260096,421.2285
0.264888,410.85814
0.26948,400.48778
0.274272,393.57241
0.279263,390.11742
0.284055,386.66243
0.288847,379.74706
