rotation (rad),moment (kN.m)
0,0
-1.1801e-05,-0.51449
-9.904e-06,-0.43178
3.8793e-06,0.16912
-6.2966e-06,-0.27451
1.5135e-07,0.0065984
-1.0692e-05,-0.46614
1.2634e-06,0.05508
-1.043e-05,-0.45471
-6.8893e-06,-0.30035
-6.4495e-06,-0.28118
-9.7849e-06,-0.42659
-1.1164e-05,-0.48671
-7.2796e-06,-0.31737
-1.8193e-06,-0.079316
-1.2114e-05,-0.52813
-1.427e-05,-0.62213
2.7088e-06,0.11809
-1.1227e-06,-0.048946
-5.1181e-06,-0.22313
-1.7615e-07,-0.0076796
-1.5896e-05,-0.69301
-5.4866e-06,-0.2392
-3.1015e-07,-0.013522
2.3611e-06,0.10294
-4.8332e-06,-0.21071
-5.4126e-06,-0.23597
2.3287e-06,0.10152
-1.8029e-05,-0.78601
-8.5554e-06,-0.37299
4.3406e-07,0.018924
-8.0357e-06,-0.35033
-1.0016e-05,-0.43666
2.5851e-06,0.1127
1.0619e-05,0.46295
-1.576e-05,-0.68708
-2.0654e-05,-0.90045
-5.9148e-06,-0.25787
-5.813e-06,-0.25343
6.3148e-07,0.02753
-1.6519e-05,-0.72017
-1.4825e-05,-0.64632
-2.2934e-06,-0.099985
1.538e-05,0.67052
-3.2841e-07,-0.014318
-1.7655e-05,-0.7697
-8.1544e-06,-0.35551
-8.2127e-06,-0.35805
-4.7862e-06,-0.20866
-1.597e-05,-0.69624
1.2367e-05,0.53916
-1.0528e-05,-0.45899
-7.6337e-06,-0.3328
2.7747e-06,0.12097
-5.577e-06,-0.24314
1.0489e-05,0.45729
-4.322e-07,-0.018843
-5.9815e-06,-0.26077
-1.0495e-05,-0.45755
-9.4303e-06,-0.41113
-1.2255e-06,-0.053428
-7.5777e-06,-0.33036
-4.4465e-06,-0.19385
-2.9181e-06,-0.12722
3.5031e-07,0.015272
-4.2171e-06,-0.18385
-1.8146e-05,-0.79111
-2.9276e-06,-0.12763
-9.6892e-06,-0.42242
-1.0893e-05,-0.4749
-7.5838e-06,-0.33063
-1.4557e-05,-0.63464
2.8656e-06,0.12493
-3.3978e-05,-1.4813
3.8252e-06,0.16677
5.1897e-07,0.022625
-2.016e-05,-0.87891
-9.564e-06,-0.41696
-1.6275e-05,-0.70954
-1.7827e-06,-0.07772
-7.4872e-06,-0.32642
-4.5328e-07,-0.019762
-2.6227e-05,-1.1434
-6.0321e-06,-0.26298
-6.9228e-06,-0.30181
2.1637e-06,0.09433
-1.1355e-05,-0.49504
-4.4167e-06,-0.19255
-3.9278e-06,-0.17124
-1.1934e-05,-0.52028
-1.4144e-05,-0.61663
9.2901e-06,0.40502
-4.7092e-06,-0.20531
-8.9689e-06,-0.39101
-4.9594e-06,-0.21621
3.3969e-06,0.14809
-2.4919e-05,-1.0864
-1.9783e-05,-0.86247
-1.6903e-05,-0.73692
-7.0748e-06,-0.30844
-9.8582e-06,-0.42979
-4.5671e-06,-0.19911
-2.7674e-07,-0.012065
-6.2788e-06,-0.27374
-1.0168e-05,-0.44329
-7.9445e-06,-0.34635
5.8033e-07,0.0253
-9.5794e-06,-0.41763
1.366e-06,0.059553
-1.8254e-05,-0.79581
-1.3196e-05,-0.5753
-8.8506e-06,-0.38586
7.8876e-06,0.34387
-3.7537e-06,-0.16365
-1.6277e-06,-0.070962
4.7501e-07,0.020709
-9.082e-06,-0.39595
-1.902e-05,-0.82921
-4.3007e-07,-0.01875
-5.9317e-06,-0.2586
-1.1133e-06,-0.048536
1.4867e-06,0.064815
-7.0498e-06,-0.30735
1.4844e-06,0.064715
-1.6394e-05,-0.71472
-8.6138e-06,-0.37553
-3.6284e-06,-0.15819
-2.5841e-06,-0.11266
-3.0489e-06,-0.13292
-1.4443e-05,-0.62967
-7.2238e-06,-0.31493
-1.0113e-05,-0.44089
-1.1324e-05,-0.49369
-4.4173e-07,-0.019258
-1.3183e-05,-0.57474
-1.9203e-05,-0.83719
1.5065e-05,0.65678
-9.4352e-06,-0.41134
-7.4866e-06,-0.32639
1.9431e-06,0.084713
2.6544e-06,0.11572
-8.0442e-06,-0.3507
-8.1893e-06,-0.35703
-6.987e-06,-0.30461
4.8182e-06,0.21006
5.1433e-06,0.22423
-4.0004e-06,-0.1744
-2.1381e-05,-0.93214
-1.0409e-06,-0.04538
3.8751e-07,0.016894
1.0809e-06,0.047124
-2.1591e-05,-0.9413
-3.3388e-06,-0.14556
9.3528e-06,0.40775
-1.1374e-05,-0.49587
1.2527e-05,0.54614
-1.0555e-05,-0.46016
-3.6445e-06,-0.15889
-1.3355e-06,-0.058223
-1.8761e-05,-0.81792
-8.4085e-06,-0.36658
-1.4235e-05,-0.6206
2.2885e-06,0.099771
-6.1444e-06,-0.26788
1.3817e-06,0.060238
-1.0176e-05,-0.44364
-9.5172e-06,-0.41492
-5.0234e-06,-0.219
-6.8254e-07,-0.029757
-1.2249e-05,-0.53402
-3.0872e-06,-0.13459
-1.5341e-05,-0.66882
-1.0776e-05,-0.4698
-9.7639e-06,-0.42567
2.9823e-06,0.13002
-3.7155e-06,-0.16198
-3.1685e-07,-0.013814
-3.8594e-06,-0.16826
1.1839e-06,0.051614
-1.9018e-05,-0.82912
-2.7328e-06,-0.11914
-2.3412e-06,-0.10207
-1.2797e-05,-0.55791
-2.5298e-06,-0.11029
-1.5915e-05,-0.69384
-9.5907e-06,-0.41812
-1.2183e-05,-0.53114
5.5118e-07,0.02403
-9.1398e-06,-0.39847
1.018e-06,0.044381
-1.1775e-05,-0.51335
-5.7246e-06,-0.24957
-8.6981e-06,-0.37921
-2.1377e-05,-0.93197
-1.531e-06,-0.066747
-2.3046e-06,-0.10047
-1.3511e-05,-0.58904
-2.0928e-05,-0.91239
-2.5438e-05,-1.109
-5.4913e-06,-0.2394
-1.9087e-05,-0.83213
-1.1925e-05,-0.51989
-1.2469e-06,-0.054361
-1.0388e-05,-0.45288
-2.9795e-05,-1.299
-5.408e-06,-0.23577
-2.0656e-05,-0.90053
-7.7636e-07,-0.033847
-2.6116e-05,-1.1386
-1.4772e-05,-0.64401
-9.692e-06,-0.42254
-2.6225e-05,-1.1433
-1.9536e-05,-0.85171
-2.3691e-05,-1.0329
-1.3991e-05,-0.60996
-8.6171e-06,-0.37568
-1.7746e-05,-0.77367
-3.2723e-05,-1.4266
-1.3589e-05,-0.59244
8.0662e-07,0.035166
-2.7167e-05,-1.1844
-2.8355e-05,-1.2362
-2.3603e-05,-1.029
-1.7036e-05,-0.74271
4.8767e-06,0.21261
-1.6859e-05,-0.735
-1.9707e-05,-0.85916
-7.0934e-06,-0.30925
-1.5021e-05,-0.65487
-1.7981e-05,-0.78391
-2.1445e-05,-0.93493
-1.3626e-05,-0.59405
-1.7429e-05,-0.75985
-2.0404e-05,-0.88955
-1.6761e-05,-0.73072
-1.6865e-05,-0.73526
-1.8008e-05,-0.78509
-3.4746e-06,-0.15148
-2.1753e-05,-0.94836
-1.4915e-05,-0.65025
-1.4096e-05,-0.61454
-2.3487e-05,-1.024
-2.2608e-05,-0.98563
-2.7942e-05,-1.2182
-1.6278e-05,-0.70967
-1.7031e-05,-0.7425
-1.6669e-05,-0.72671
-1.3124e-05,-0.57216
-1.2113e-05,-0.52809
-2.0011e-05,-0.87241
-1.5083e-05,-0.65757
-2.3038e-05,-1.0044
-2.5898e-05,-1.1291
-2.2012e-05,-0.95965
-2.4486e-05,-1.0675
-1.5125e-05,-0.6594
-4.4553e-06,-0.19424
-2.2589e-05,-0.98481
-2.4644e-05,-1.0744
-3.4272e-05,-1.4941
-1.8839e-05,-0.82132
-1.1523e-05,-0.50237
-2.0828e-05,-0.90803
-1.5531e-05,-0.6771
-1.8141e-05,-0.79089
-8.8764e-07,-0.038698
-3.4421e-05,-1.5006
-2.3115e-05,-1.0077
-3.3212e-05,-1.4479
-2.225e-05,-0.97003
-1.0943e-05,-0.47708
-2.5425e-05,-1.1084
-2.8915e-05,-1.2606
-2.244e-05,-0.97831
-2.8743e-05,-1.2531
-2.836e-05,-1.2364
-2.3152e-05,-1.0094
-4.5831e-06,-0.19981
-2.4828e-05,-1.0824
-3.3904e-05,-1.4781
-2.7659e-05,-1.2058
-2.9459e-05,-1.2843
-3.8212e-05,-1.6659
-2.165e-05,-0.94387
-8.5164e-06,-0.37129
-1.8014e-05,-0.78535
-1.7418e-05,-0.75937
-2.2124e-05,-0.96453
-2.2052e-05,-0.9614
-2.5752e-05,-1.1227
-3.4963e-05,-1.5243
-2.8e-05,-1.2207
-3.2612e-05,-1.4218
-2.4152e-05,-1.0529
-2.4861e-05,-1.0839
-3.1924e-05,-1.3918
-1.2198e-05,-0.53179
-2.6784e-05,-1.1677
-1.6019e-05,-0.69838
-3.3008e-05,-1.439
-2.1258e-05,-0.92678
-1.2716e-05,-0.55438
-1.3754e-05,-0.59963
-1.9648e-05,-0.85659
-3.2896e-05,-1.4342
-1.0772e-05,-0.46962
-3.3901e-05,-1.478
-1.4553e-05,-0.63446
-2.5366e-05,-1.1059
-3.4516e-05,-1.5048
-4.0573e-05,-1.7689
-2.2364e-05,-0.975
-1.7724e-05,-0.77271
-2.5797e-05,-1.1247
-2.1424e-05,-0.93402
-2.0456e-05,-0.89181
-3.0061e-05,-1.3106
-3.802e-05,-1.6575
-1.7258e-05,-0.75239
-1.4754e-05,-0.64323
-2.234e-05,-0.97395
-1.8506e-05,-0.8068
-2.7352e-05,-1.1925
-2.9675e-05,-1.2937
-2.2149e-05,-0.96562
-2.1608e-05,-0.94204
-1.7244e-05,-0.75178
-2.0989e-05,-0.91505
-2.3392e-05,-1.0198
-2.5049e-05,-1.0921
-3.0154e-05,-1.3146
-2.5298e-05,-1.1029
-2.8174e-05,-1.2283
-2.0227e-05,-0.88183
-2.5458e-05,-1.1099
-3.1999e-05,-1.3951
-3.09e-05,-1.3471
-1.1395e-05,-0.49678
-1.8831e-05,-0.82097
-1.7891e-05,-0.77999
-2.8322e-05,-1.2347
-3.2801e-05,-1.43
-3.0016e-05,-1.3086
-3.8383e-05,-1.6734
-2.8556e-05,-1.2449
-2.3064e-05,-1.0055
-2.9165e-05,-1.2715
-2.7965e-05,-1.2192
-1.4275e-05,-0.62234
-2.5149e-05,-1.0964
-2.8979e-05,-1.2634
-2.9761e-05,-1.2975
-1.8814e-05,-0.82023
-2.3324e-05,-1.0169
-2.5204e-05,-1.0988
-3.608e-05,-1.573
-2.1409e-05,-0.93336
-3.2426e-05,-1.4137
-3.1844e-05,-1.3883
-8.2115e-06,-0.35799
-1.4139e-05,-0.61641
-2.2717e-05,-0.99039
-1.1208e-05,-0.48863
-3.5672e-05,-1.5552
-1.8566e-05,-0.80942
-1.8277e-05,-0.79682
-2.9789e-05,-1.2987
-3.7507e-05,-1.6352
-4.2933e-05,-1.8717
-2.7887e-05,-1.2158
-2.8239e-05,-1.2311
-2.6406e-05,-1.1512
-3.3278e-05,-1.4508
-2.5863e-05,-1.1275
-1.8373e-05,-0.801
-2.8092e-05,-1.2247
-2.1983e-05,-0.95839
-4.0225e-05,-1.7537
-3.4171e-05,-1.4897
-3.2546e-05,-1.4189
-2.1333e-05,-0.93005
-1.993e-05,-0.86888
-2.1693e-05,-0.94574
-1.2016e-05,-0.52386
-2.5977e-05,-1.1325
-2.79e-05,-1.2163
-3.02e-05,-1.3166
-3.2548e-05,-1.419
-3.1107e-05,-1.3562
-3.0225e-05,-1.3177
-2.286e-05,-0.99662
-3.3785e-05,-1.4729
-1.6863e-05,-0.73517
-2.1244e-05,-0.92617
-2.3886e-05,-1.0414
-2.6383e-05,-1.1502
-2.6054e-05,-1.1359
-3.5276e-05,-1.5379
-2.841e-05,-1.2386
-2.7387e-05,-1.194
-1.7331e-05,-0.75557
-2.4833e-05,-1.0826
-2.1202e-05,-0.92434
2.9838e-05,1.3008
9.6576e-05,4.2104
0.00012498,5.4487
0.00020318,8.858
0.00020687,9.0189
0.0002874,12.53
0.00031576,13.766
0.00037968,16.553
0.00042669,18.602
0.00048551,21.167
0.00054735,23.863
0.00057004,24.852
0.00062275,27.15
0.00066903,29.168
0.00072343,31.539
0.00073969,32.248
0.00080064,34.905
0.00083436,36.375
0.00088427,38.551
0.00095787,41.76
0.0009915,43.226
0.0010351,45.127
0.0010688,46.596
0.0011544,49.49
0.0012041,52.582
0.0012533,55.025
0.0013128,57.584
0.0013568,60.014
0.0013862,63.034
0.0014385,65.872
0.0014851,67.839
0.0015451,70.717
0.0016125,73.175
0.0016602,75.89
0.0017077,78.535
0.0017599,81.214
0.0018091,83.567
0.0018531,86.697
0.0019331,89.148
0.0019716,92.216
0.0020502,94.688
0.0020721,96.879
0.0021363,99.841
0.0021599,102.22
0.0022531,105.09
0.002287,107.29
0.0023593,110.01
0.0023828,112.36
0.0024328,115.16
0.0025049,117.97
0.0025429,120.69
0.0026071,123.15
0.0026564,125.7
0.0027142,128.91
0.002764,131.06
0.0028135,134.01
0.002858,136.41
0.0029352,138.97
0.0029747,141.61
0.003054,144.43
0.0030851,147.35
0.0031577,149.73
0.003202,152.2
0.0032673,155.25
0.0033056,157.55
0.0033917,160.94
0.0034283,163.04
0.0034999,165.55
0.0035392,168.15
0.0035942,170.67
0.0036571,173.2
0.0037268,176.15
0.0037858,178.39
0.0038402,181.42
0.0038997,183.76
0.0039529,186.76
0.0039902,189.15
0.0040448,191.44
0.0041176,193.95
0.004176,196.83
0.0042209,199.08
0.0042743,201.57
0.0043389,204
0.0044104,206.73
0.0044573,209.17
0.0045063,211.56
0.0045629,214.31
0.0046423,216.45
0.0046734,218.45
0.004751,221.18
0.0048043,223.37
0.0048618,225.96
0.0049088,228.16
0.0049692,230.62
0.0050255,233.07
0.0051073,235.5
0.0051355,238.11
0.0051849,239.95
0.0052463,242.26
0.0053148,244.65
0.0053892,246.88
0.0054294,249.08
0.0054883,251.48
0.0055245,253.25
0.0056017,255.92
0.0056548,258.49
0.005721,260.27
0.0057583,262.63
0.0058263,264.57
0.005888,266.76
0.005952,269.02
0.005993,271.44
0.0060674,272.91
0.0061042,275.3
0.0061932,277.72
0.0062244,279.87
0.0062987,282.07
0.0063726,283.94
0.0064445,286
0.0064926,288.45
0.0065293,290.8
0.0066112,292.26
0.0066471,294.37
0.0067236,296.4
0.0067573,298.49
0.0068552,300.43
0.0068818,301.96
0.0069832,304.39
0.0070165,306.21
0.0070805,308.15
0.0071204,310.44
0.0072085,312.49
0.0072395,313.94
0.0073259,316.34
0.0073762,318.51
0.0074603,320.45
0.0075029,322.39
0.0075488,323.68
0.0076081,326.02
0.0076775,327.53
0.0077338,329.57
0.0078042,331.15
0.00784,332.78
0.0079204,334.73
0.0079779,336.49
0.0080481,338.57
0.0080812,340.34
0.0081428,341.68
0.0082066,343.77
0.0082586,345.54
0.0083073,347.1
0.008369,349.05
0.008433,350.28
0.0085043,351.97
0.0085559,354.2
0.0086134,354.98
0.0086852,357.22
0.0087276,358.64
0.008791,360.09
0.0088426,361.35
0.0089254,363.19
0.0089599,363.82
0.0089666,360.58
0.0089685,359.14
0.0089759,358
0.008975,357.19
0.0089836,356.64
0.0089698,356
0.0089912,355.68
0.0089879,355.05
0.0089714,354.7
0.0089774,354.27
0.008962,354.21
0.0089781,353.66
0.0089874,353.41
0.0089991,353.22
0.0089849,352.99
0.0089742,352.65
0.0089766,352.43
0.0089749,352.28
0.008983,352.05
0.0089722,351.92
0.0089839,351.73
0.0089835,351.48
0.0089734,351.34
0.0089754,351.06
0.0089807,350.97
0.0089836,350.94
0.0089957,350.52
0.0089967,350.38
0.0089767,350.26
0.0089851,350.3
0.0089883,350.08
0.008979,349.95
0.0089851,349.99
0.0089726,349.79
0.0089841,349.77
0.0089995,349.59
0.0090191,355.65
0.0090696,362.13
0.009106,364.92
0.0091871,366.76
0.009233,369.06
0.0093099,371.44
0.0093461,373.15
0.0094165,375.75
0.0094723,376.7
0.0095406,378.99
0.0095963,379.8
0.0096445,382.1
0.0096995,383.25
0.0097543,385.16
0.0098359,386.8
0.0098733,387.92
0.0099435,389.37
0.0099948,390.63
0.010042,391.42
0.010101,393.14
0.010155,395.06
0.010248,395.81
0.010285,397.53
0.01036,398.13
0.010406,399.81
0.010474,401.22
0.010524,402.6
0.010584,403.57
0.010629,404.43
0.010699,405.99
0.010763,407.32
0.010822,408.69
0.010878,409
0.01092,410
0.010985,411.43
0.011052,413.24
0.011082,413.51
0.011165,414.85
0.011217,415.82
0.011284,417.11
0.011339,418.3
0.011414,419.71
0.011454,420.32
0.011513,421.12
0.011577,421.86
0.011651,423.39
0.011685,423.03
0.011771,424.94
0.011796,425.04
0.011887,426.84
0.011948,427.84
0.012009,428.21
0.012066,429.1
0.012105,429.88
0.012189,430.76
0.01224,432.03
0.012318,432.41
0.012353,433.62
0.012435,434.58
0.012507,435.14
0.012566,436.43
0.012616,436
0.012673,437.2
0.012754,437.98
0.012806,438.8
0.012863,439.36
0.01294,439.85
0.012991,440.34
0.013059,441.06
0.013137,441.67
0.013173,442.52
0.013246,442.86
0.013306,443.4
0.013363,444.73
0.013425,444.97
0.013506,446.04
0.013561,445.64
0.013604,446.38
0.013677,447.27
0.01374,447.88
0.013825,448.26
0.013871,448.4
0.013929,449.27
0.013966,449.26
0.014065,450.01
0.014085,449.39
0.014185,450.42
0.014221,450.2
0.014302,451.52
0.014339,451.64
0.014415,451.51
0.014463,451.48
0.014543,452.2
0.01461,452.68
0.01465,452.95
0.014709,452.87
0.014786,453.67
0.014851,453.62
0.014906,453.74
0.01499,454.37
0.015024,454.32
0.01511,455.09
0.015135,454.75
0.015229,455.71
0.015261,454.93
0.015346,454.53
0.015388,455.29
0.015462,455.68
0.015497,455.69
0.015601,456.33
0.015625,455.38
0.015713,456.32
0.015758,455.81
0.015832,455.98
0.015897,456.08
0.01596,455.78
0.016054,456.65
0.016098,456.3
0.016186,456.55
0.016206,455.86
0.016299,455.93
0.016342,455.74
0.016421,455.89
0.016449,455.11
0.016542,455.64
0.016572,455.09
0.016671,455.65
0.016707,455.68
0.016797,455.35
0.016835,455.01
0.016913,455.05
0.016957,455.05
0.017021,455.11
0.017104,455.82
0.017153,454.64
0.017212,454.9
0.017263,454.01
0.017363,454.53
0.017406,454.01
0.017483,453.36
0.017547,452.72
0.017606,452.24
0.017689,452.98
0.017725,452.4
0.017776,451.91
0.017858,452.1
0.017924,452.24
0.017993,451.06
0.018067,451.85
0.018116,450.53
0.018169,451.1
0.018244,450.52
0.018323,450.23
0.018395,450.53
0.018449,449.76
0.018502,449.18
0.018576,449.01
0.018646,448.97
0.018704,448.1
0.01878,447.87
0.018821,446.94
0.018905,446.49
0.018963,446.72
0.01905,446.22
0.019125,445.53
0.019147,444.89
0.019223,444.66
0.019293,444.21
0.019383,444.24
0.019414,443.16
0.01952,442.93
0.019556,442.45
0.019642,441.3
0.019706,441.22
0.019762,440.48
0.019853,440.38
0.019875,439.51
0.019966,439.42
0.020006,439.21
0.020085,438.8
0.020133,438.55
0.020226,438.06
0.020259,437.89
0.02028,437.78
0.020297,437.69
0.020302,437.66
0.020312,437.61
0.020306,437.64
0.020312,437.61
0.020321,437.57
0.020339,437.47
0.020331,437.51
0.020326,437.54
0.02032,437.57
0.020341,437.46
0.020341,437.46
0.020341,437.46
0.020339,437.47
0.020351,437.41
0.020348,437.42
0.020348,437.42
0.020343,437.45
0.020361,437.36
0.020344,437.45
0.020359,437.37
0.020355,437.39
0.020352,437.4
0.020349,437.42
0.020363,437.35
0.020352,437.4
0.020347,437.43
0.020349,437.42
0.020347,437.43
0.020345,437.44
0.020355,437.39
0.020362,437.35
0.020363,437.35
0.020361,437.36
0.020353,437.4
0.020358,437.37
0.020356,437.38
0.020357,437.38
0.020356,437.38
0.02037,437.31
0.020349,437.42
0.020366,437.33
0.020364,437.34
0.020362,437.35
0.020361,437.36
0.020363,437.35
0.020366,437.33
0.020372,437.3
