rotation (rad),moment (kN.m)
0,0
0.00622,5.67357632
0.01228,10.31319473
0.01993,14.31146695
0.02708,16.65410272
0.03163,17.60290383
0.03112,15.94726851
0.02725,13.00906172
0.02052,6.53057736
0.01295,1.09261169
0.00681,-3.63862147
0.00109,-7.57148929
-0.0069,-12.44665733
-0.01531,-16.41873841
-0.0233,-18.48650846
-0.02759,-18.73510168
-0.0323,-17.05973543
-0.03062,-14.63192365
-0.02338,-8.45447468
-0.01464,-2.1592605
-0.00606,4.12286715
0.00362,9.89453877
0.01169,13.33001449
0.01909,15.94749564
0.03179,12.8519194
0.02902,9.23311022
0.01834,1.42625775
0.01287,-2.65712833
0.00471,-7.12001813
-0.00227,-10.38536896
-0.01085,-13.17951657
-0.01884,-13.29061478
-0.027,-11.79841701
-0.0323,-11.10464786
-0.02902,-7.53165679
-0.0201,-1.39350357
-0.01329,3.0497796
-0.00606,6.3347574
0.0021,9.43648423
0.009,10.14311165
0.01632,9.94665211
0.02305,9.19395911
0.03163,8.41505463
0.02961,6.21629046
0.0249,2.53207801
0.0238,2.02166266
0.01808,-1.31569629
0.01363,-4.3847729
0.00622,-7.25747133
-0.0016,-8.71664824
-0.01371,-8.72296268
-0.02246,-8.63772565
-0.03222,-7.8653424
-0.02826,-4.4952304
-0.02465,-2.00201535
-0.0201,0.7333135
-0.01354,3.71073355
-0.00681,5.85051172
0.00076,7.1199153
0.00866,7.05432558
0.01766,6.64842393
0.02456,6.24910679
0.03171,6.29478026
0.02969,3.75572563
0.02683,2.17211877
0.0217,-0.52393354
0.01682,-3.03021365
0.00942,-5.56262275
0.0021,-6.55717982
-0.00774,-6.89728496
-0.02061,-6.28190165
-0.0323,-6.17043167
-0.02969,-3.92587086
-0.02717,-2.02814321
-0.02288,0.00697549
-0.01632,2.72917826
-0.00824,4.80348988
-0.00101,5.36614174
0.00723,5.24164964
0.0159,5.06479673
0.02279,5.0908421
0.03163,4.84200141
0.02927,2.27677824
0.02549,0.11076825
0.02162,-1.46627557
0.01623,-3.24615665
0.01051,-4.62684376
0.00463,-5.4251074
-0.00404,-5.33332654
-0.01346,-5.13028362
-0.02237,-5.05812973
-0.0265,-4.35783822
-0.0323,-4.0436146
-0.02877,-1.98230476
-0.02145,1.05399733
-0.01632,2.98439554
-0.00799,4.31268116
0.00093,4.49574681
0.00774,4.43017743
0.01548,4.18135708
0.02212,4.18777548
0.02801,3.88009456
0.03154,3.55936892
0.03011,2.34220185
0.02624,0.5950128
0.0212,-1.41391589
0.01573,-2.7749749
0.01346,-3.8023483
0.00807,-4.39121164
-8e-05,-4.6004673
-0.01026,-4.45630642
-0.018,-4.3776313
-0.03222,-4.88779918
-0.02801,-2.0084959
-0.02195,0.50430657
-0.0127,2.84035896
-0.00505,3.52079524
0.00151,3.77588935
0.01194,3.65135544
0.01943,3.55305335
0.02675,3.52673904
0.03146,3.12746371
0.03011,2.2571298
0.02666,0.71279835
0.02263,-0.96240292
0.01733,-2.65066812
0.00934,-3.69756566
0.00067,-3.77593116
-0.00917,-3.60559948
-0.01817,-3.53998942
-0.02801,-3.36965774
-0.03222,-3.2714178
-0.03087,-2.23093866
