rotation (rad),moment (kN.m)
0.002047,3.202
0.00442,6.836
0.007883,12.768
0.011375,18.537
0.016474,24.352
0.020079,28.083
0.023183,29.674
0.026729,32.29
0.029583,33.943
0.033323,36.123
0.039024,38.03
0.044231,39.319
0.050518,40.554
0.058667,41.497
0.06554,42.332
0.07133,42.458
0.078004,42.657
0.083303,42.765
0.091054,42.672
0.094489,42.69
0.099787,42.507
0.103121,42.197
0.10626,41.979
0.109299,41.36
0.111551,40.488
0.114585,38.997
0.118306,37.379
0.119185,36.616
0.124662,33.126
0.130138,29.635
0.137186,26.29
0.144233,22.8
0.152851,19.6
0.163825,16.545
0.174014,13.49
0.18656,10.726
0.199105,7.816
0.212437,5.342
