rotation (rad),moment (kN.m)
-0.001025123,49.14919229
0.0062,2122.4
0.012492129,4244.834145
-0.001026801,61.96415659
-0.01174628,-3274.044058
-0.001025123,49.14919229
0.012736325,4232.108691
-0.001025123,49.14919229
-0.011747958,-3261.229094
-0.000782604,49.2387031
0.01249045,4257.649109
0.013157586,4719.256356
0.014331576,5014.448089
0.01792068,5387.424716
0.021268943,5747.496867
0.02415231,5953.610426
0.022669508,4312.66842
0.009143865,181.0582893
-0.000448617,-2500.939192
-0.003552684,-2873.736797
-0.006875773,-3426.033413
-0.011165578,-4004.318001
-0.015211187,-4595.328043
-0.02020673,-5340.475699
-0.024033317,-5751.98673
-0.028858509,-5946.00141
-0.027950534,-5471.489688
-0.022597507,-3752.225724
-0.011187397,-134.0197619
-0.004662059,1893.2509
-0.001603306,2612.052541
0.001003976,3074.375875
0.006004553,3781.078638
0.010055197,4333.643787
0.013861644,4898.934389
0.016724871,5258.827519
0.019113131,5541.651841
0.022708948,5863.368611
0.02511567,6005.228326
0.022885173,4517.79736
0.009605405,360.6468111
1.12448e-05,-2308.535706
-0.001625964,-2770.500996
-0.004482478,-3181.653984
-0.007568083,-3695.416196
-0.011367817,-4311.966655
-0.015405034,-4967.051518
-0.020181555,-5532.700164
-0.024747445,-5854.774977
-0.029592777,-5895.010086
-0.026766473,-5253.187741
-0.022378486,-3572.726713
-0.012140687,-262.5274481
-0.005130312,1764.922235
-0.002307365,2432.374508
0.000540757,2907.602317
0.003611258,3536.699208
0.008151973,4050.998486
0.010499954,4641.381951
0.014085701,5039.988507
0.019103061,5618.541627
0.021983072,5850.285114
0.024617207,6107.569019
0.027018894,6287.873627
0.032574998,6456.526912
0.04128384,6626.343837
0.050001074,6732.085941
0.055809766,6823.93895
0.047399666,4373.05838
0.032674858,138.4809807
0.02682169,-1465.627327
0.024722942,-2107.181139
0.021164048,-2710.827123
0.018078442,-3224.589336
0.012594507,-3944.286085
0.006147211,-4715.600735
-0.003710447,-5372.833857
-0.010464037,-5657.269374
-0.016254268,-5890.086991
-0.029800051,-6164.213847
-0.043357582,-6348.635952
-0.052084886,-6377.48827
-0.057893578,-6469.34128
-0.051604045,-4493.419986
-0.035435875,-168.6007715
-0.030808726,1537.579696
-0.026064093,2346.712663
-0.023722826,2988.355986
-0.019928127,3643.351338
-0.013002508,4466.104867
-0.006996612,4904.051423
-2.06434e-05,5342.356023
0.008661346,5717.212377
0.016865011,6040.629852
0.023623637,6286.620476
0.03691851,6624.732642
0.055798018,6913.6437
0.048347921,4540.010959
0.033378917,318.1590133
0.027764911,-1260.229855
0.02493525,-1876.422271
0.023073985,-2479.441679
0.020227541,-2967.484452
0.015941092,-3571.398969
0.011656321,-4188.12845
0.003506362,-4921.624782
-9.95248e-05,-5166.451766
-0.00684808,-5489.332176
-0.012392436,-5747.690211
-0.017704343,-5929.068949
-0.023504644,-6084.99678
-0.032211808,-6267.628669
-0.038507215,-6346.845736
-0.046505285,-6388.244486
-0.054011606,-6480.724071
-0.059107848,-6456.973869
-0.053988949,-4801.874237
-0.037113364,-323.0069187
-0.031271944,1370.806139
-0.029392217,1832.86094
-0.02560591,2551.931114
-0.022301283,3245.192337
-0.01778742,3964.531043
-0.013952442,4311.967252
-0.009888371,4762.012686
-0.003148207,5148.967918
0.003593635,5523.108185
0.012529891,5808.3493
0.020723487,6208.656561
0.029912331,6417.0974
0.038870405,6535.743979
0.049044427,6629.208183
0.061404472,6697.848056
0.08441854,6898.576047
0.077226067,4409.698138
0.064438049,201.466754
0.058842504,-1517.886721
0.056728651,-2044.105855
0.051492268,-2802.157986
0.044330844,-3676.260883
0.035456686,-4435.655676
0.026334975,-5156.695088
0.01669634,-5634.429199
0.004851542,-5933.559408
-0.013788805,-6196.751026
-0.06466563,-6612.812189
-0.082842758,-6709.23025
-0.076084972,-4604.980292
-0.063081289,-191.6199681
-0.058705049,1578.54581
-0.055878746,2220.368155
-0.051590618,2811.467707
-0.046590041,3518.170471
-0.038931832,4302.747639
-0.025938219,5089.294045
-0.017271335,5579.485077
-0.009305152,5864.368148
0.00230384,6112.148989
0.014168778,6257.499626
0.027002111,6416.02327
0.070365902,6790.864706
0.077877258,6844.899398
0.084664415,6873.035629
0.077685928,4602.101624
0.064650357,432.2256221
0.059300688,-1312.668271
0.057912711,-1825.803908
0.054118012,-2480.79926
0.047431554,-3277.833349
0.040743419,-4062.052474
0.032103388,-4757.282935
0.020546423,-5402.327669
0.010889326,-5739.097173
-0.001201347,-6012.686964
-0.007493397,-6117.533959
-0.018388262,-6262.526553
-0.031706631,-6421.229219
-0.066386755,-6434.029265
-0.082143735,-6491.107325
-0.076551547,-4746.123921
-0.063541151,-384.0234542
-0.059414143,1437.312671
-0.057047701,1886.731529
-0.053500555,2580.082263
-0.049459981,3209.537198
-0.043720101,3826.803744
-0.037259378,4495.598679
-0.030280052,4908.27335
-0.022328975,5308.4911
-0.013411181,5734.696822
-0.002536457,6033.468987
0.006418261,6177.745494
0.018044037,6297.376692
0.04470595,6422.55756
0.072093741,6560.821924
0.114266759,6768.621269
0.1255661,3825.207467
0.136262082,3636.921479
0.120707341,183.788369
