rotation (rad),moment (kN.m)
-0.001175673,22.67637781
0.0052,1334
0.010373804,2668.096781
-0.001175673,22.67637781
-0.01212224,-2776.925451
-0.000884984,22.74366676
0.010373804,2668.096781
-0.000883639,13.09891656
-0.012123586,-2767.280701
-0.000884984,22.74366676
0.010372458,2677.741531
0.010634885,2880.348575
0.012627984,3179.806854
0.015213225,3402.241709
0.019829248,3654.081838
0.02531868,3896.479083
0.022522152,3104.936677
0.008988997,92.54474267
0.000521355,-1722.686965
-0.00261431,-2167.085653
-0.004019304,-2514.633105
-0.007172464,-2833.65004
-0.009742902,-3162.177148
-0.014053433,-3520.04224
-0.020120205,-3791.508313
-0.023595007,-3888.763283
-0.023082265,-3396.746444
-0.020546817,-2817.455832
-0.009010799,-75.58792603
-0.00337333,1189.22013
-0.001090889,1498.390448
0.00089279,1865.361979
0.005463056,2445.123614
0.00803484,2764.005972
0.011183963,3111.957158
0.014350581,3334.526591
0.016651863,3508.670406
0.021838496,3837.803114
0.025026646,3906.056544
0.022515423,3153.160428
0.009558261,179.4820724
0.00167065,-1625.970307
-0.001177018,-2051.012205
-0.003170117,-2350.470484
-0.006315203,-2727.355921
-0.008027034,-2959.23366
-0.011757534,-3307.319423
-0.016074793,-3616.960764
-0.02099227,-3791.71018
-0.023597698,-3869.473782
-0.022807726,-3280.942153
-0.02027497,-2682.36204
-0.009580063,-162.5252558
-0.003649215,1083.060589
-0.002232109,1343.805289
-0.000237665,1633.618818
0.00232739,2000.724926
0.004316452,2329.117456
0.006894965,2599.776062
0.010338813,2918.860287
0.012627984,3179.806854
0.016079907,3441.022577
0.018674569,3595.944181
0.021555882,3779.867324
0.029378896,3964.93438
0.037785978,4130.846513
0.05083869,4336.41427
0.04868006,3139.926933
0.035441631,98.66803757
0.031201081,-760.724065
0.026929578,-1398.286913
0.020355447,-2200.348826
0.011155701,-2935.503088
0.002204924,-3371.602805
-0.007043269,-3759.54606
-0.018337048,-4070.802336
-0.03313658,-4257.484326
-0.045618682,-4385.759504
-0.043466781,-3141.048416
-0.031103108,-80.7018866
-0.02431769,1290.467577
-0.018304749,1947.72366
-0.009394346,2673.165883
-0.001901048,3137.863405
0.008212482,3574.232278
0.016026076,3826.812585
0.027625346,4032.043898
0.040388715,4227.899616
0.050835998,4355.703771
0.048671985,3197.795434
0.036005512,224.1843681
0.031767654,-654.4972349
0.027496151,-1292.060083
0.020917983,-2065.187745
0.013452946,-2732.425022
0.006534296,-3148.764216
-0.002125793,-3584.796644
-0.014280869,-3973.412788
-0.026168136,-4198.00089
-0.036326077,-4316.093006
-0.045622719,-4356.825253
-0.042906937,-2986.597835
-0.031963061,-167.7065053
-0.024302886,1184.375325
-0.018872668,1851.14158
-0.011698319,2518.311568
-0.004781015,2944.295512
0.003877728,3389.97269
0.012267315,3681.266576
0.020371597,3933.914172
0.031393527,4110.076656
0.047069162,4268.026262
0.059563375,4309.498688
0.080482166,4391.501495
0.074271395,3068.69036
0.060731512,104.5221766
0.053632527,-1102.753823
0.048487613,-1730.873787
0.043916002,-2300.990673
0.036728196,-2871.713159
0.027192005,-3279.013203
0.016768946,-3580.422862
0.000537504,-3921.7573
-0.012229902,-4088.678768
-0.032837817,-4315.285538
-0.050559037,-4396.548166
-0.073516682,-4450.087745
-0.069059462,-3060.167092
-0.054362208,-57.15075238
-0.044965979,1353.203313
-0.039235651,1952.523605
-0.033497249,2493.975396
-0.026589365,2987.472591
-0.018787884,3326.85565
-0.006048739,3696.316872
0.010185395,4018.36181
0.022090156,4117.568159
0.062193028,4213.656787
0.088939042,4200.55787
0.101456133,4078.069543
0.111378562,3800.659611
0.108863301,3076.697745
0.094454044,93.03819501
0.081620695,-1684.623846
0.075303608,-2245.499715
0.065806445,-2932.497515
0.046700419,-3505.978848
0.031619618,-3760.241379
0.018273527,-3946.586925
0.002013824,-4085.381609
-0.029681965,-4015.558104
-0.040160202,-3921.533004
-0.03822228,-3226.639966
-0.0253028,17.09139455
