rotation (rad),moment (kN.m)
-4e-05,-0.62889811
0.00143,7.78510336
0.00385,17.31101466
0.00645,27.15031564
0.00939,35.90356571
0.01182,42.00382438
0.0145,46.98368466
0.01688,51.35394384
0.01857,54.47064995
0.0197,55.40657019
0.01844,46.5890638
0.01541,30.95015873
0.01165,13.79583778
0.00918,3.27399307
0.00719,-4.85672418
0.00476,-15.85077329
0.00225,-25.65572453
0.00026,-32.31830623
-0.00182,-37.79178893
-0.00545,-46.57514446
-0.00861,-52.23330419
-0.01091,-55.34576715
-0.01368,-58.15777102
-0.01554,-59.38566066
-0.01797,-60.34744095
-0.01996,-59.66933925
-0.01991,-57.44995936
-0.01866,-49.36652018
-0.01571,-37.67699675
-0.01416,-30.94147242
-0.01208,-21.55295782
-0.01061,-14.36240396
-0.00879,-7.27914247
-0.00784,-3.72033742
-0.00619,3.04953665
-0.00433,9.66059374
-0.00312,17.72685805
-0.0013,22.36322545
0.00139,30.52404816
0.00372,38.3027851
0.00632,46.67394827
0.0087,52.512343
0.01108,57.37198145
0.01368,58.40246122
0.01584,61.70808864
0.01736,60.35168523
0.01952,60.47635022
0.0187,53.78810509
0.01762,46.996813
0.01606,38.79315199
0.01381,30.55938552
0.01247,25.62256129
0.0119,20.26081186
0.00944,11.6964831
0.00697,2.15339693
0.00476,-7.77602155
0.00251,-16.74385523
0.00035,-25.67734143
-0.00273,-34.97149425
-0.00532,-42.36390001
-0.00775,-48.46415868
-0.01026,-53.37532061
-0.01247,-56.6981229
-0.01407,-56.84420591
-0.01619,-57.19638623
-0.01827,-55.08449533
-0.02009,-53.11424767
-0.01896,-43.36950622
-0.01697,-35.23878897
-0.01442,-24.19321525
-0.01229,-15.52159525
-0.01056,-8.47268237
-0.00922,-3.53585814
-0.00606,8.72891778
-0.00368,17.01420886
-0.00134,26.01639228
-0.00026,29.87141101
0.00039,30.37372087
0.00303,38.51736871
0.00506,43.7289886
0.00762,49.14670354
0.00987,51.75261236
0.01173,53.22519107
0.01407,52.92917514
0.01593,51.95485863
0.01762,50.6671547
0.01957,49.72718793
0.01952,44.32684561
0.01771,36.26482558
0.01623,29.31896192
0.01403,20.12361291
0.01186,11.19012671
0.01061,7.7557889
0.00931,2.34675914
0.00814,-3.25543508
0.00641,-9.32558942
0.00437,-16.73941433
0.00251,-22.61640308
0.00022,-29.39920661
-0.00195,-34.66234998
-0.00446,-37.37130689
-0.00771,-39.14878446
-0.01126,-40.06772758
-0.01294,-41.71629701
-0.01537,-39.98649414
-0.0174,-37.61274043
-0.01896,-36.27351189
-0.01991,-35.91728617
-0.01987,-33.45321721
-0.01814,-24.44678951
-0.0158,-14.71053662
-0.01407,-8.88507135
-0.01312,-5.57095537
-0.00996,5.71506201
-0.00658,17.82102208
-0.00372,25.07178573
-0.00095,30.08599575
0.00139,32.97094225
0.00364,34.35340346
0.00606,36.04925322
0.00814,37.60770515
0.01043,37.53920455
0.0126,36.685111
0.01494,35.65502673
0.01749,34.71081568
0.01961,33.59485819
0.01926,30.03180886
0.01818,24.70865345
0.01784,22.12436153
0.01545,13.34969231
0.01329,6.12903299
0.0126,4.38610178
0.01074,-2.71433458
0.00879,-9.11505121
0.0061,-15.56304817
0.00411,-18.3105991
0.00212,-20.56876963
-0.0003,-23.2433768
-0.00329,-25.65187575
-0.00541,-26.73812328
-0.00827,-26.64820353
-0.01126,-25.87573892
-0.01394,-24.73836341
-0.01636,-23.98731795
-0.02009,-23.26213254
-0.01892,-14.72366496
-0.01658,-6.94492802
-0.01411,1.13002147
-0.0119,7.63378619
-0.00991,12.82823121
-0.00823,16.18962752
-0.00619,19.44373033
-0.00385,21.34992055
-0.00095,24.2134479
0.00121,26.05093977
0.00264,26.61770257
0.00541,26.73812328
0.00879,25.14147283
0.01216,24.27889185
0.01515,23.75111631
0.01766,22.78973152
0.01957,22.56665822
0.01861,14.8481322
0.01684,9.25018113
0.01589,6.18075535
0.01398,-0.69216681
0.01186,-6.67220365
0.00948,-10.30839336
0.00619,-14.06056288
0.00307,-16.52058531
0.00013,-17.93315198
-0.00403,-17.37971301
-0.00978,-16.48298004
-0.01398,-14.72326946
-0.01775,-14.99401746
-0.02009,-14.94269173
-0.01905,-8.65795265
-0.01762,-3.44208848
-0.01541,2.3276079
-0.0129,8.21752724
-0.01108,12.1198263
-0.00965,13.42065857
-0.00736,16.5331204
-0.00502,17.46055208
-0.00165,18.55548592
0.00121,18.46556617
0.00446,17.06208131
0.00788,17.44012168
0.01113,16.52601609
0.01446,15.89094818
0.01732,15.80102843
0.01957,15.71535296
0.01801,7.02231381
0.0158,0.76323703
0.01359,-3.78301174
0.01121,-7.66389165
0.00874,-9.86629442
0.0058,-11.27886109
0.00273,-11.27481456
-0.0019,-10.91029803
-0.00468,-10.78602854
-0.0074,-9.91051584
-0.01069,-9.99234253
-0.01264,-10.0311343
-0.01506,-9.76946811
-0.01745,-9.49062705
-0.02139,-9.58538433
