panel zone shear distortion (rad),panel zone shear force (kN)
0,0
-0.002084119,-192.8958954
0.002252516,368.7676043
-0.002273585,-196.7927822
0.002252516,364.7809276
-0.002084119,-192.8958954
0.00398522,576.0747983
0.00017327,17.94004583
-0.003220912,-294.2149523
0.00381195,572.0881215
0,9.966692332
-0.003220912,-294.2149523
0.00398522,580.0614747
0.00017327,-1.948443818
-0.002841981,-302.0087257
0.004158491,572.0881215
-0.003031447,-298.111839
0.00398522,572.0881215
0.000519811,21.92672258
-0.003220912,-302.0087257
0.00381195,580.0614747
0.000346541,17.94004583
-0.003031447,-290.3180656
0.00381195,783.3819917
-0.003410377,-411.121556
0.003465409,775.4086381
-0.003410377,-407.2246692
0.003638679,779.3953149
-0.003410377,-411.121556
0.00398522,787.3686685
-0.003410377,-403.3277825
0.004158491,787.3686685
-0.002841981,-415.0184427
0.00398522,779.3953149
-0.003789308,-411.121556
0.004851572,922.91568
-0.004168239,-539.7188204
0.004851572,922.91568
-0.004168239,-543.6157072
0.004851572,918.9290032
-0.004357704,-539.7188204
0.004678302,918.9290032
-0.004168239,-539.7188204
0.004851572,922.91568
0.004851572,942.8490644
0.005371384,962.7824479
0.005717925,986.7025087
0.006237736,1006.635892
0.006237736,994.6758623
0.006930818,1026.569277
0.006064465,990.6891855
0.006584277,1006.635892
0.006930818,1006.635892
0.006930818,998.6625391
0.006930818,990.6891855
0.006757547,970.7558015
0.006930818,934.8757099
0.006757547,508.3012923
0.006064465,300.9940987
0.005544654,101.6602585
0.004331761,-103.2674997
0.002425786,-290.3180656
0.001905975,-372.1526877
-0.000189465,-500.7499518
-0.002273585,-594.2752352
-0.004168239,-652.7285359
-0.005683962,-683.9036306
-0.006441824,-660.5223099
-0.006252358,-602.0690083
-0.006252358,-528.0281596
-0.006252358,-434.5028762
-0.005305031,-309.8024992
-0.004926101,-134.4425945
-0.004357704,-25.3297642
-0.003410377,149.5003804
-0.002652516,304.9807754
-0.002084119,388.7009881
-0.001326258,456.4744936
-0.000757862,516.2746459
0.000519811,627.9015967
0.001732704,723.5818398
0.002252516,787.3686685
0.003292138,855.142174
0.00398522,914.942326
0.005024843,962.7824479
0.005891195,982.7158319
0.006064465,986.7025087
0.006757547,986.7025087
0.006930818,978.7291547
0.007104088,934.8757099
0.007277358,887.0355888
0.007277358,823.2487601
0.007450629,747.501901
0.005891195,376.7409576
0.005544654,245.1806232
0.005024843,141.5270269
0.004505031,21.92672258
0.00381195,-79.88617935
0.002945597,-169.5145751
0.002599057,-247.4523106
0.001386164,-325.3900461
0.000346541,-434.5028762
-0.000947327,-500.7499518
-0.00246305,-559.2032538
-0.004168239,-609.8627819
-0.004926101,-621.5534426
-0.005683962,-617.6565554
-0.006631289,-617.6565554
-0.006820755,-500.7499518
-0.006820755,-430.6059898
-0.006441824,-372.1526877
-0.006062893,-278.6274053
-0.005683962,-192.8958954
-0.001894654,257.1406535
-0.001136792,372.754281
-0.000189465,492.3545852
0.000693082,584.0481515
0.001559434,655.8083338
0.002079245,723.5818398
0.002945597,779.3953149
0.00381195,859.1288508
0.004851572,914.942326
0.006411006,974.7424779
0.006930818,1026.569277
0.007450629,1054.476014
0.008663522,1094.342783
0.009529874,1130.222873
0.010396226,1142.182904
0.011262579,1154.142935
0.01195566,1166.102965
0.012475472,1166.102965
0.012648742,1142.182904
0.012822013,1082.382752
0.012648742,859.1288508
0.010569497,308.9674521
0.009876415,145.5137036
0.009183333,37.87342958
0.008490252,-64.2986315
0.00779717,-157.8239149
0.006584277,-270.8336319
0.005371384,-372.1526877
0.003638679,-465.6779708
0.000346541,-613.7596687
-0.003410377,-707.2849512
-0.005115566,-761.8413665
-0.006631289,-793.0164616
-0.008336478,-816.3977818
-0.00947327,-816.3977818
-0.00947327,-793.0164616
-0.00909434,-715.0787243
-0.008715409,-539.7188204
-0.007768082,-305.9056125
-0.006631289,-122.7519334
-0.004736635,165.4470874
-0.003410377,376.7409576
-0.00246305,492.3545852
-0.000947327,619.9282431
0.001039623,731.5551929
0.002079245,815.2754065
0.003292138,883.0489125
0.005198113,946.8357412
0.008316981,1050.489337
0.010049686,1126.236196
0.011435849,1158.129611
0.012128931,1158.129611
0.012822013,1146.169581
0.013341824,1110.289489
0.013515094,1030.555954
0.013515094,922.91568
0.010396226,368.7676043
0.009703145,277.0740381
0.008663522,101.6602585
0.00779717,-25.3297642
0.006930818,-185.102122
0.004505031,-356.5651409
0.003638679,-430.6059898
0.002252516,-508.5437253
0.000519811,-582.584574
-0.002084119,-648.8316496
-0.003978774,-699.4911777
-0.005305031,-726.769386
-0.007578616,-777.4289131
-0.008715409,-765.7382528
-0.009662736,-726.769386
-0.009662736,-656.6254227
-0.008715409,-411.121556
-0.007389151,-231.8647637
-0.005494497,5.980015585
-0.004168239,193.3538246
-0.003789308,297.0074219
-0.002652516,428.5677567
-0.001705189,528.2346759
-0.000947327,596.0081814
0.000346541,659.7950106
0.001212893,731.5551929
0.002599057,799.3286989
0.00398522,891.0222656
0.006064465,958.7957716
0.008143711,1014.609247
0.009010063,1058.462691
0.010396226,1086.369429
0.012128931,1138.196227
0.013515094,1170.089642
0.014554717,1194.009702
0.01559434,1213.943087
0.017153774,1237.863148
0.018366667,1245.836501
0.019406289,1257.796531
0.021138994,1273.743238
0.021658805,1257.796531
0.021658805,1221.91644
0.020099371,695.6751022
0.018886478,412.6210496
0.017846855,209.3005325
0.017153774,81.72687471
0.016114151,-75.98929262
0.014554717,-235.7616504
0.012648742,-348.7713674
0.009876415,-477.3686311
0.006411006,-602.0690083
0.002945597,-672.2129707
0.000519811,-718.9756115
-0.001705189,-765.7382528
-0.005305031,-804.7071215
-0.007389151,-835.8822152
-0.009662736,-863.1604231
-0.013073113,-902.1292908
-0.016672956,-917.7168375
-0.018188679,-913.8199507
-0.018188679,-828.0884417
-0.017809748,-695.5942909
-0.015725629,-103.2674997
-0.014778302,21.92672258
-0.014209906,93.68690497
-0.013830975,209.3005325
-0.012694182,297.0074219
-0.011367925,400.6610185
-0.010231132,464.4478476
-0.008525943,548.1680607
-0.007199686,611.9548899
-0.006062893,659.7950106
-0.004168239,711.6218094
-0.002841981,755.4752546
0.00017327,811.2887297
0.002599057,871.0888808
0.005717925,930.8890331
0.00797044,962.7824479
0.010396226,1010.62257
0.014034906,1086.369429
0.017153774,1134.20955
0.019406289,1178.062995
0.021658805,1213.943087
0.023044969,1237.863148
0.024084591,1237.863148
0.024257862,1190.023025
0.024257862,1114.276166
