panel zone shear distortion (rad),panel zone shear force (kN)
0,0
0.002409091,1441.766632
-0.001818182,-1374.183821
0.002363636,1419.239029
-0.001909091,-1374.183821
0.002590909,1486.821839
0.002863636,1757.153083
0.003454545,1937.373912
0.004318182,2061.275732
0.006590909,2218.968957
0.0075,2264.024165
0.007954545,2264.024165
0.005136364,326.6502526
0.0035,-506.8710816
0.0025,-1025.005965
0.001818182,-1205.226794
0.001272727,-1407.975227
5.45E-04,-1633.251263
-6.82E-04,-1892.318705
-0.0015,-2004.956723
-0.002545455,-2140.122345
-0.0055,-2478.036399
-0.005772727,-2399.189786
-0.001136364,529.3986853
3.47E-18,1092.588776
0.001409091,1498.085641
0.002636364,1824.735894
0.004,2061.275732
0.005272727,2173.91375
0.006590909,2376.662183
0.007136364,2455.508796
0.007545455,2365.398381
0.003636364,-11.26380181
0.002,-856.0489379
8.64E-04,-1351.656218
-2.73E-04,-1644.515065
-0.001045455,-1790.944488
-0.002272727,-2061.275732
-0.005045455,-2444.244994
-0.005727273,-2309.079372
-0.002136364,-22.52760363
-7.73E-04,709.6195143
5.91E-04,1306.60101
0.002181818,1712.097876
0.004409091,2095.067137
0.006409091,2387.925985
0.008090909,2556.883012
0.010954545,2725.840039
0.0125,2759.631444
0.013,2737.103841
0.012727273,2331.606976
0.010454545,822.2575324
0.008409091,-270.3312435
0.007409091,-619.5090998
0.006545455,-1013.742163
0.005318182,-1351.656218
0.004090909,-1599.459858
0.002590909,-1858.527299
4.09E-04,-2140.122345
-0.002409091,-2444.244994
-0.004863636,-2601.938219
-0.006818182,-2759.631444
-0.0085,-2782.159048
-0.010272727,-2838.478057
-0.011,-2793.42285
-0.010863636,-2568.146814
-0.007409091,-416.7606671
-0.006136364,247.8036399
-0.005590909,529.3986853
-0.004545455,878.5765415
-0.004,1160.171587
-0.003045455,1340.392416
-0.002272727,1621.987461
4.55E-05,1926.11011
0.001636364,2128.858543
0.003363636,2275.287966
0.004954545,2399.189786
0.006045455,2466.772597
0.006863636,2500.564003
0.003318182,1678.30647
0.001318182,1239.0182
-1.82E-04,912.367947
-0.001363636,630.7729016
-0.002363636,428.0244689
