panel zone shear distortion (rad),panel zone shear force (kN)
0,3.12344454
-9.96E-05,121.8143371
-9.96E-05,221.7645623
3.98E-04,399.8009011
2.99E-04,562.2200172
0.001095618,762.1204677
0.001294821,983.8850301
0.003286853,1080.711811
0.005976096,1165.044813
0.008266932,1211.896481
0.014342629,1343.081152
0.019521912,1468.018934
0.02749004,1592.956715
0.032071713,1661.672495
0.041733068,1839.708834
0.046414343,1958.399727
0.051792829,2048.979618
0.060059761,2095.831286
0.081673307,2267.620736
0.105478088,2430.039852
