panel zone shear distortion (rad),panel zone shear force (kN)
-6.92042E-05,10.42746195
0.000346021,458.8083259
-0.000346021,-417.0984781
0,0
0.000415225,469.2357879
-0.000346021,-406.6710162
0.000138408,10.42746195
0.000484429,448.380864
-0.000484429,-417.0984781
0.000346021,458.8083259
-0.000346021,-437.953402
0.000415225,448.380864
-0.000207612,-385.8160923
0.000276817,448.380864
0.000761246,896.7617279
-0.000276817,0
-0.001730104,-740.3497986
-0.000346021,52.13730976
0.000761246,917.6166518
-0.001730104,-761.2047226
0.00083045,896.7617279
-0.001730104,-750.7772606
0.00083045,896.7617279
-0.001730104,-771.6321845
0.000761246,917.6166518
-0.001591696,-750.7772606
0.000968858,886.334266
-0.001522491,-750.7772606
0.000761246,896.7617279
0.001176471,1251.295434
-0.002283737,-1115.738429
0.001176471,1240.867972
-0.002214533,-1157.448277
0.001038062,1230.44051
-0.002352941,-1147.020815
0.001245675,1240.867972
-0.002214533,-1136.593353
0.001314879,1240.867972
-0.002145329,-1147.020815
0.001314879,1230.44051
-0.002145329,-1157.448277
0.001384083,1251.295434
0.001799308,1678.821374
-0.002768166,-1459.844673
0.001176471,1261.722896
0.001868512,1720.531222
-0.002629758,-1501.554521
0.002076125,1699.676298
-0.002975779,-1449.417211
0.00200692,1699.676298
0.002214533,1772.668532
0.002906574,1856.088228
0.004429066,1991.645233
0.005743945,2075.064929
0.007128028,2148.057162
0.007958478,2189.76701
0.008512111,2241.90432
0.008858131,2241.90432
0.008650519,1876.943152
0.007128028,1063.601119
0.006089965,354.5337064
0.004982699,-302.3963966
0.003737024,-729.9223367
0.002352941,-1147.020815
0.001245675,-1428.562288
-0.000692042,-1616.256603
-0.002491349,-1814.37838
-0.004359862,-1970.790309
-0.005743945,-2022.927619
-0.006643599,-2033.355081
-0.007266436,-2033.355081
-0.006366782,-1397.279902
-0.005121107,-594.3653313
-0.004290657,-41.70984781
-0.002214533,761.2047226
-0.001522491,1074.028581
-0.000484429,1355.570054
0.000761246,1543.264369
0.002214533,1772.668532
0.005190311,2043.782543
0.007681661,2148.057162
0.008788927,2231.476858
0.009065744,2221.049396
0.007889273,1470.272135
0.006643599,625.6477172
0.004429066,-500.5181737
0.002283737,-1188.730663
0.00083045,-1480.699597
-0.001522491,-1710.10376
-0.004083045,-1918.652999
-0.005951557,-2033.355081
-0.007197232,-2043.782543
-0.005813149,-1011.463809
-0.004705882,-250.2590869
-0.003044983,448.380864
-0.001799308,938.4715758
-0.000968858,1282.57782
0.000761246,1574.546755
0.003252595,1887.370613
0.005051903,2043.782543
0.006920415,2148.057162
0.008373702,2168.912086
0.009619377,2179.339548
0.010103806,2137.6297
0.010103806,1887.370613
0.008788927,1147.020815
0.007681661,521.3730976
0.006643599,-135.5570054
0.005951557,-563.0829455
0.004775087,-928.0441138
0.003529412,-1230.44051
0.001799308,-1501.554521
-6.92042E-05,-1741.386146
-0.002214533,-1876.943152
-0.004982699,-2022.927619
-0.006712803,-2168.912086
-0.008027682,-2262.759244
-0.00982699,-2346.178939
-0.010103806,-2346.178939
-0.010034602,-2200.194472
-0.009204152,-1981.217771
-0.008788927,-1480.699597
-0.008235294,-1011.463809
-0.007543253,-594.3653313
-0.007474048,-177.2668532
-0.006920415,166.8393912
-0.006297578,521.3730976
-0.005536332,782.0596465
-0.004982699,1021.891271
-0.003252595,1365.997516
-0.0016609,1626.684065
