panel zone shear distortion (rad),panel zone shear force (kN)
-2.02E-05,-4.641622539
0.001497976,608.0525526
-0.001417004,-645.1855329
0.001376518,598.7693075
-0.001174089,-635.9022879
0.001497976,589.4860625
-0.001417004,-654.468778
0.001497976,608.0525526
-0.001417004,-635.9022879
0.001497976,608.0525526
-0.001356275,-654.468778
0.001558704,617.3357977
0.002408907,1007.232091
-0.002145749,-1007.232091
0.002408907,1016.515336
-0.00208502,-979.3823558
0.002348178,979.3823558
-0.001963563,-1007.232091
0.002287449,1007.232091
-0.00208502,-1007.232091
0.002469636,1007.232091
-0.002145749,-1016.515336
0.002530364,988.6656008
0.002955466,1248.596463
-0.002753036,-1285.729443
0.003076923,1257.879708
-0.002631579,-1257.879708
0.003016194,1267.162953
-0.002813765,-1285.729443
0.002955466,1220.746728
-0.002753036,-1285.729443
0.002894737,1267.162953
-0.002510121,-1285.729443
0.002651822,1257.879708
-0.00257085,-1304.295933
0.002955466,1248.596463
0.003502024,1517.81057
-0.003117409,-1471.394345
0.003562753,1517.81057
-0.003117409,-1434.261365
0.003623482,1499.24408
-0.003117409,-1452.827855
0.003562753,1536.37706
-0.00305668,-1471.394345
0.003562753,1452.827855
0.003805668,1564.226796
0.004230769,1638.492756
0.004838057,1703.475472
0.005323887,1768.458187
0.005991903,1842.724148
0.006295547,1907.706864
0.006781377,1935.556599
0.006842105,1889.140373
0.006720648,1610.643021
0.003623482,236.7227495
0.001619433,-440.9541412
-2.02E-05,-895.8331501
-0.001174089,-1155.764012
-0.00208502,-1341.428914
-0.002995951,-1545.660306
-0.004149798,-1657.059246
-0.005425101,-1796.307923
-0.006275304,-1852.007393
-0.006882591,-1852.007393
-0.005910931,-1350.712159
-0.004453441,-663.7520231
-0.003178138,-134.6070536
-0.002145749,283.1389749
-0.001295547,543.0698371
-2.02E-04,867.9834148
8.91E-04,1146.480767
0.002408907,1387.845139
0.003805668,1545.660306
0.004777328,1666.342492
0.005566802,1749.891697
0.006174089,1805.591168
0.007145749,1814.874413
0.00708502,1694.192227
0.004898785,710.1682485
0.002408907,-338.8384454
0.001133603,-775.150964
4.05E-04,-970.0991107
-2.63E-04,-1146.480767
-0.001356275,-1359.995404
-0.002631579,-1517.81057
-0.003603239,-1666.342492
-0.004757085,-1796.307923
-0.005668016,-1889.140373
-0.006518219,-1963.406334
-0.006639676,-1712.758717
-0.005121457,-914.3996402
-0.003663968,-375.9714257
-0.002753036,88.19082824
-0.001417004,543.0698371
2.23E-04,979.3823558
0.001619433,1248.596463
0.002651822,1452.827855
0.004352227,1703.475472
0.005809717,1861.290638
0.007206478,2000.539314
0.008481781,2102.65501
0.009635628,2176.920971
0.010546559,2167.637726
0.010060729,2009.822559
0.007813765,895.8331501
0.005445344,-41.77460285
0.004048583,-487.3703666
0.002469636,-905.1163951
0.001376518,-1100.064542
-8.10E-05,-1332.145669
-0.00208502,-1564.226796
-0.004392713,-1796.307923
-0.006153846,-1944.839844
-0.007489879,-2056.238785
-0.008582996,-2121.2215
-0.00937247,-2158.354481
-0.010283401,-2195.487461
-0.010101215,-1981.972824
-0.008825911,-1480.67759
-0.007246964,-654.468778
-0.005546559,-106.7573184
-0.004574899,264.5724847
-0.003663968,608.0525526
-0.002206478,979.3823558
-9.31E-04,1202.180238
5.26E-04,1387.845139
0.001923077,1545.660306
0.003927126,1731.325207
0.006356275,1954.123089
0.008421053,2102.65501
0.009392713,2186.204216
0.010546559,2186.204216
0.011032389,2093.371765
0.010789474,1907.706864
0.009210526,1192.896993
0.006417004,153.1735438
0.005080972,-366.6881806
0.004109312,-635.9022879
0.002651822,-877.2666599
0.001437247,-1155.764012
-3.85E-04,-1369.278649
-0.002206478,-1610.643021
-0.004757085,-1852.007393
-0.006821862,-2037.672295
-0.008765182,-2195.487461
-0.0098583,-2251.186931
-0.010404858,-2223.337196
-0.009433198,-1657.059246
-0.007368421,-663.7520231
-0.005425101,13.92486762
-0.004149798,468.8038765
-0.003117409,821.5671894
-0.001295547,1146.480767
7.09E-04,1406.411629
0.003076923,1629.209511
0.005384615,1852.007393
0.00757085,2056.238785
0.008846154,2176.920971
0.010060729,2241.903686
0.011275304,2306.886402
0.012186235,2362.585872
0.013279352,2427.568588
0.01437247,2473.984813
0.015769231,2520.401039
0.016619433,2538.967529
0.017530364,2538.967529
0.018137652,2483.268058
0.018319838,2427.568588
0.017530364,2102.65501
0.014736842,997.9488459
0.013157895,338.8384454
0.011882591,-116.0405635
0.010182186,-589.4860625
0.008967611,-858.7001697
0.007449393,-1100.064542
0.005202429,-1332.145669
0.003259109,-1545.660306
0.001680162,-1694.192227
-0.001174089,-1879.857128
-0.005121457,-2130.504745
-0.008340081,-2297.603157
-0.015080972,-2585.383754
-0.016902834,-2668.93296
-0.017995951,-2678.216205
-0.017692308,-2455.418323
-0.017024291,-2009.822559
-0.016356275,-1610.643021
-0.015384615,-1062.931561
-0.013927126,-496.6536117
-0.012955466,-78.90758317
-0.011923077,273.8557298
-0.01082996,617.3357977
-0.009676113,886.549905
-0.008279352,1109.347787
-0.00645749,1332.145669
-0.004574899,1489.960835
-0.002510121,1657.059246
-5.06E-04,1768.458187
0.001801619,1907.706864
0.005384615,2093.371765
0.008178138,2186.204216
0.010910931,2316.169647
0.012672065,2409.002098
0.014068826,2464.701568
0.014919028,2492.551304
0.016619433,2548.250774
0.017651822,2529.684284
0.018016194,2557.534019
0.019048583,2557.534019
0.01917004,2529.684284
0.019473684,2297.603157
0.018866397,2093.371765
0.017408907,1462.1111
0.015404858,663.7520231
0.014190283,190.3065241
0.013218623,-153.1735438
0.012550607,-385.2546707
0.011639676,-598.7693075
0.010425101,-803.0006993
0.009271255,-997.9488459
0.007206478,-1295.012688
0.005506073,-1452.827855
0.003562753,-1573.510041
4.05E-04,-1796.307923
-0.00257085,-1972.689579
-0.006578947,-2195.487461
-0.011315789,-2455.418323
-0.014473684,-2576.100509
-0.016234818,-2641.083225
-0.017510121,-2668.93296
-0.01805668,-2659.649715
-0.017813765,-2306.886402
-0.015688259,-1239.313218
-0.013441296,-375.9714257
-0.011801619,320.2719552
-0.010587045,645.1855329
-0.009068826,970.0991107
-0.006761134,1295.012688
-0.00451417,1499.24408
-0.00208502,1703.475472
3.44E-04,1805.591168
0.002530364,1935.556599
0.006174089,2093.371765
0.008846154,2232.620441
0.010668016,2306.886402
0.014676113,2473.984813
0.017044534,2585.383754
0.018137652,2631.79998
0.0201417,2678.216205
0.021538462,2696.782695
0.022510121,2706.06594
0.023178138,2622.516735
0.022692308,2390.435608
0.021295547,1740.608452
0.018137652,617.3357977
0.01582996,-292.42222
0.013825911,-682.3185133
0.012186235,-997.9488459
0.010060729,-1267.162953
0.008421053,-1415.694874
0.006234818,-1592.076531
0.003866397,-1749.891697
-0.002813765,-2130.504745
-0.009554656,-2399.718853
-0.013623482,-2585.383754
-0.016477733,-2678.216205
-0.018724696,-2724.63243
-0.020121457,-2798.898391
-0.021396761,-2808.181636
-0.021578947,-2817.464881
-0.021578947,-2501.834549
-0.020850202,-2176.920971
-0.019453441,-1592.076531
-0.018178138,-979.3823558
-0.016963563,-385.2546707
-0.015566802,143.8902987
-0.014473684,478.0871215
-0.013137652,803.0006993
-0.011497976,1081.498052
-0.010404858,1257.879708
-0.009008097,1387.845139
-0.007489879,1499.24408
-0.006093117,1610.643021
-0.004757085,1712.758717
-0.002631579,1842.724148
6.48E-04,1963.406334
0.005263158,2167.637726
0.011882591,2409.002098
0.01582996,2566.817264
0.018623482,2631.79998
0.021659919,2733.915676
0.023178138,2733.915676
0.024331984,2743.198921
0.024574899,2631.79998
0.024574899,2511.117794
0.024331984,2371.869117
0.023299595,1963.406334
0.019838057,719.4514936
0.017955466,4.641622539
0.016194332,-505.9368568
0.015040486,-756.5844739
0.013825911,-970.0991107
0.012550607,-1109.347787
0.010668016,-1313.579179
0.008238866,-1508.527325
0.005688259,-1684.908982
0.002955466,-1852.007393
-0.002024291,-2056.238785
-0.007550607,-2306.886402
-0.012105263,-2520.401039
-0.01562753,-2668.93296
-0.018724696,-2733.915676
-0.020546559,-2817.464881
-0.02145749,-2826.748126
-0.021214575,-2334.736137
-0.019939271,-1861.290638
-0.018421053,-1109.347787
-0.017267206,-552.3530822
-0.016356275,-143.8902987
-0.01465587,357.4049355
-0.013137652,747.3012288
-0.011680162,1025.798581
-0.00937247,1350.712159
-0.00645749,1592.076531
-0.002935223,1777.741432
2.23E-04,1963.406334
0.003987854,2074.805275
0.00708502,2223.337196
0.011761134,2399.718853
0.016497976,2566.817264
