panel zone shear distortion (rad),panel zone shear force (kN)
6.08E-06,19.42522265
4.85E-05,145.2263814
0.000145337,280.5873754
0.000242155,416.7735827
0.000338955,566.6191759
0.00046602,708.0503198
0.000587097,856.513123
0.000683898,997.9950683
0.00073227,1139.531532
0.000829106,1283.665063
0.000913878,1351.838086
0.000877498,1155.210584
0.00084727,1013.760854
0.000774692,870.5058154
0.00068994,730.7944856
0.000556814,580.619303
0.000435792,434.1476672
0.000302667,287.59921
0.000181626,147.8742503
9.08E-05,14.21646667
8.48E-05,-3.23970546
9.69E-05,7.261963381
6.13E-06,-121.1721584
-8.46E-05,-251.3567359
-0.00010266,-380.7702471
-0.000169213,-511.0845539
-0.000247851,-652.580129
-0.000326507,-783.5945041
-0.000399102,-930.3263424
-0.000501945,-1062.190712
-0.00059272,-1201.044613
-0.000604678,-1333.784998
-0.000641038,-1190.476679
-0.000616889,-1059.483368
-0.000556359,-920.6195543
-0.000544365,-790.4799548
-0.000447548,-659.4618624
-0.000387036,-530.1883651
-0.000320502,-394.7208117
-0.000235749,-265.2788022
-0.000181388,-130.6946981
-7.24E-05,-3.139093876
-3.61E-05,7.333370344
-3.61E-05,31.79883696
5.47E-05,138.3731463
0.000121168,279.8513744
0.000260408,422.8660355
0.000393497,567.6228134
0.000508496,714.3125235
0.000593193,857.5341073
0.000702151,1000.75817
0.000756548,1146.641252
0.000859444,1283.776579
0.000926034,1354.539235
0.000901793,1357.16604
0.000889709,1152.725031
0.000792818,1005.964695
0.00070206,860.9824087
0.000635561,708.1519225
0.000508423,558.8477982
0.000369256,413.2360695
0.000242174,264.9814281
0.000139295,130.4766237
3.64E-05,-4.042132423
9.09E-05,8.186350913
6.68E-05,9.937512914
-1.80E-05,-138.576352
-0.000108757,-274.8852262
-0.000181316,-411.3650905
-0.000235766,-547.6937896
-0.000338628,-691.8161694
-0.000374861,-823.7139938
-0.000465655,-958.2088857
-0.000526095,-1095.330582
-0.00063507,-1233.334489
-0.000677382,-1363.460459
-0.000695527,-1363.448068
-0.000707629,-1339.868777
-0.000671322,-1224.553278
-0.000647153,-1082.177972
-0.000616925,-944.177782
-0.00055645,-800.069032
-0.000495975,-665.5753794
-0.000405181,-528.4214669
-0.000320447,-393.844797
-0.00025999,-257.3971483
-0.000175292,-126.3146247
-6.03E-05,4.73703385
-5.43E-05,17.83897939
-7.85E-05,3.844737941
-1.19E-05,134.9124547
0.000139386,272.0168047
0.000224048,415.0227924
0.000393571,559.7758534
0.00047219,699.4797489
0.000562948,839.2096647
0.000690068,982.4250535
0.000756548,1128.300702
0.000871583,1262.836482
0.000901848,1350.202529
0.000895752,1324.826602
0.000895769,1129.144501
0.000811054,986.7493694
0.000720258,844.3901703
0.000581038,703.8139772
0.000490316,566.7207786
0.000393516,417.5901226
0.000236095,272.8506914
0.000151414,136.6136827
8.49E-05,4.697780461
5.46E-05,7.324981914
4.25E-05,-2.279001112
-2.41E-05,-130.7108059
-8.45E-05,-265.2577382
-0.000175256,-398.2323047
-0.000229653,-528.4673121
-0.000320483,-661.2374336
-0.000399085,-795.7484334
-0.000447457,-934.6258769
-0.000532173,-1072.626066
-0.00059869,-1201.869827
-0.000683424,-1333.760216
-0.000689484,-1366.074874
-0.000695527,-1340.723727
-0.000701623,-1206.200338
-0.000647153,-1069.06625
-0.000586643,-936.3109971
-0.000538288,-804.4379538
-0.000471734,-666.4303298
-0.00038094,-532.7829544
-0.000320464,-399.0897335
-0.00023573,-262.625977
-0.000151032,-125.4311757
-6.03E-05,2.116424186
-4.21E-05,9.972863265
-4.82E-05,11.72536345
6.24E-06,135.7760788
0.000109103,267.6516001
0.000230144,412.4170515
0.000411733,560.6531072
0.000478267,701.228061
0.000587152,854.0387224
0.000677928,997.2863265
0.000762644,1139.670307
0.000853402,1277.680409
0.000895752,1346.708382
0.000895769,1318.730431
0.000889728,1148.366022
0.000811018,1009.481145
0.000744499,869.7276867
0.000623477,720.3888685
0.000496321,580.7072759
0.000399539,435.8860669
0.000278534,291.1838075
0.000151414,154.0806965
9.10E-05,22.18832409
6.07E-05,7.332527784
1.22E-05,15.20164244
6.28E-06,-111.4765222
-8.45E-05,-241.6648169
-0.000187376,-375.4844216
-0.000253911,-512.7374588
-0.000320447,-653.3656925
-0.000435445,-783.5152044
-0.000465638,-923.255033
-0.000544257,-1063.885744
-0.000616871,-1195.763744
-0.000719785,-1325.024851
-0.000743972,-1363.448068
-0.00070761,-1367.809556
-0.000701605,-1200.083103
-0.000671394,-1069.076162
-0.00058666,-934.5626846
-0.000538288,-796.5761247
-0.000447457,-652.4487886
-0.00037488,-507.449155
-0.000290146,-393.8398408
-0.000217568,-240.7962366
-0.000157094,-112.3240385
-6.03E-05,18.72998668
-4.81E-05,19.59708013
-5.42E-05,23.08800479
4.26E-05,150.6237221
0.000109139,278.1538636
0.000284668,432.4452002
0.000405691,572.8789014
0.000508551,717.8128651
0.000623532,863.6166478
0.000690049,1008.639824
0.000774728,1149.286643
0.000877643,1288.175238
0.000895788,1346.720773
0.000920029,1348.455455
0.000871547,1152.746096
0.000835295,1016.46572
0.000726337,868.8504329
0.000629537,719.5227664
0.000496376,581.5770954
0.000375335,427.163092
0.000296734,286.8297544
0.000151452,145.3478092
4.25E-05,10.82337811
7.28E-05,-4.028143447
4.25E-05,0.345144822
-2.40E-05,-122.8292758
-8.45E-05,-255.6500752
-0.000169196,-389.491983
-0.000247815,-524.0872386
-0.00032647,-668.218292
-0.000411204,-799.2277109
-0.000477721,-937.2365737
-0.000550317,-1075.22809
-0.000641074,-1205.361495
-0.000707629,-1340.736118
-0.000731834,-1348.591752
-0.000750013,-1341.591069
-0.000713725,-1205.318128
-0.000665279,-1066.44564
-0.000623003,-936.3035624
-0.000544348,-794.8117047
-0.000465693,-661.1816761
-0.000380959,-529.2900471
-0.000308363,-391.2179921
-0.00022967,-260.0078455
-0.000126828,-121.9360383
-4.82E-05,9.11130841
-4.21E-05,10.85636185
-3.00E-05,16.97213376
2.44E-05,143.641625
0.000133344,282.5054386
0.000284668,428.9609665
0.000387492,570.2694434
0.000490352,716.0856171
0.000635616,864.5397467
0.000726392,1014.768209
0.000774747,1158.894306
0.000871564,1297.802726
0.000901829,1339.73248
0.00092607,1342.359286
0.00090789,1165.84171
0.000811035,1027.84152
0.00073238,890.6999982
0.000659801,747.4697408
0.000538779,598.1767682
0.000429859,452.4448505
0.000260372,306.9025092
0.000187813,167.186223
6.07E-05,34.42601363
5.47E-05,9.975068791
-3.61E-05,-99.24316936
-9.05E-05,-229.4365442
-0.000163117,-362.3603093
-0.000217568,-493.5134594
-0.000338628,-628.9029518
-0.000405162,-765.1696976
-0.000465638,-907.5326141
-0.000568498,-1042.909716
-0.000622912,-1180.907427
-0.000695527,-1311.048266
-0.000743972,-1353.820581
-0.000768177,-1346.819898
-0.000719785,-1178.232299
-0.000653232,-1048.102612
-0.000580636,-916.2171783
-0.000508005,-784.3329832
-0.000417247,-644.5696128
-0.000356754,-503.0789943
-0.000296242,-373.7150455
-0.000223683,-237.2785482
-0.000114726,-102.7111714
-8.45E-05,9.999280003
-4.21E-05,-8.365580789
-4.82E-05,32.71933385
4.86E-05,162.0020004
0.000169669,301.7232429
0.00024827,442.9127702
0.000411714,582.5001944
0.000532719,729.1973388
0.000647737,867.1752251
0.000714271,1008.667083
0.000799006,1157.167058
0.000883685,1296.068043
0.000980558,1440.232551
0.001041034,1580.01079
0.00113787,1718.94647
0.001234688,1854.400393
0.001210447,1860.496563
0.00125285,1852.65332
0.001222549,1730.283859
0.001180182,1589.613497
0.001107568,1452.437282
0.00101075,1311.76692
0.000944215,1171.984964
0.000847397,1025.245691
0.000744518,879.3762388
0.000690068,729.1799916
0.000593267,587.7141542
0.000423762,449.8304363
0.000284594,303.450491
0.000193837,162.8606682
7.28E-05,30.07840361
5.47E-05,-31.07584607
3.05E-05,-31.94740012
1.84E-05,-104.4520492
-7.85E-05,-234.6492652
-0.000163171,-363.2264115
-0.000205429,-493.4923953
-0.000296187,-627.1509223
-0.000362741,-763.3966044
-0.000459578,-893.5461167
-0.000550353,-1034.158243
-0.000628991,-1164.301559
-0.000659183,-1299.673705
-0.000780261,-1434.185944
-0.000828615,-1567.830841
-0.00090727,-1696.222129
-0.001016209,-1828.119953
-0.001058559,-1883.13417
-0.001034299,-1882.242047
-0.001046474,-1704.015809
-0.000979902,-1571.250644
-0.000901229,-1437.605746
-0.000846814,-1303.973239
-0.000762116,-1176.465401
-0.00068952,-1035.845841
-0.000622948,-903.0769582
-0.000520088,-768.5709146
-0.000447475,-636.6792857
-0.000356699,-499.5278514
-0.000290163,-371.0659374
-0.000259971,-238.1173911
-0.00013287,-103.5192857
-9.05E-05,0.440826194
-3.60E-05,1.307355868
-7.24E-05,29.27648467
3.65E-05,155.9467193
0.000163627,298.2885715
0.00027253,442.9065749
0.000429913,588.69425
0.000538798,737.1285548
0.000611393,875.1200709
0.000696109,1015.74087
0.000774764,1161.625192
0.000877643,1299.636533
0.000974498,1447.282797
0.001083401,1594.074109
0.001131828,1729.503252
0.001222585,1858.823833
0.001216507,1781.915445
0.001180218,1608.905645
0.001125768,1467.343161
0.001028931,1326.660408
0.000907854,1179.908746
0.000811054,1035.772736
0.00076268,893.4085813
0.000677946,755.4121085
0.000581146,613.9908774
0.000448003,466.4140011
0.000308854,322.6794467
0.000205958,180.3722882
8.49E-05,44.97437022
5.47E-05,-17.0572571
4.87E-05,0.423455826
-5.82E-06,-88.69097171
-0.000102642,-217.1438405
-0.000163135,-349.2163721
-0.000211489,-482.97898
-0.000326489,-621.8712921
-0.000386945,-752.8844284
-0.00047774,-896.1369887
-0.000568517,-1035.006998
-0.000628991,-1166.030047
-0.000695544,-1297.034509
-0.000743898,-1435.908235
-0.000840735,-1572.167547
-0.000955716,-1705.812445
-0.001034372,-1841.192025
-0.001046457,-1902.339583
-0.001040359,-1851.649682
-0.00104045,-1714.498248
-0.00097994,-1582.600424
-0.000883085,-1440.220161
-0.000798387,-1307.454995
-0.000750032,-1169.458523
-0.000671377,-1030.584797
-0.000556359,-893.4544264
-0.000495847,-761.5727095
-0.000459595,-630.5496608
-0.000374897,-498.6505976
-0.000332585,-363.1855226
-0.00022361,-230.2332591
-0.000151051,-100.0094034
-4.21E-05,0.457593142
-3.60E-05,8.321420726
-5.42E-05,31.91307819
1.84E-05,163.8209389
0.000169651,301.8013036
0.000290692,442.0355164
0.000417774,584.3364798
0.000532774,717.9491617
0.000593212,859.4199553
0.000720332,1000.906857
0.000792945,1145.910207
0.000883685,1283.937656
0.000974479,1421.968822
0.001077358,1564.386257
0.001162092,1699.82779
0.001234707,1836.149055
0.001222568,1859.715956
0.001234707,1826.496786
0.001240767,1710.273057
0.001156014,1573.084451
0.001083401,1439.402382
0.001022889,1302.226166
0.000901829,1157.222816
0.000823174,1013.960343
0.000708175,868.0958459
0.000623513,718.7756137
0.000538779,579.0655227
0.000375371,440.261184
0.000254366,290.4155909
0.000163591,151.5592116
0.000103133,18.77310593
0.000103206,-20.53380868
5.47E-05,0.445424342
3.66E-05,-110.5176145
-4.20E-05,-246.8552348
-0.000126737,-380.6946645
-0.000175037,-520.5373349
-0.00022947,-663.7812216
-0.00033839,-797.4112507
-0.000392879,-938.0518749
-0.000501817,-1076.047108
-0.000544111,-1212.303942
-0.000622749,-1347.687239
-0.000719568,-1483.946551
-0.000810362,-1611.458106
-0.000925305,-1747.717418
-0.000949456,-1877.868169
-0.000961576,-1883.109389
-0.000943414,-1890.085291
-0.000961631,-1746.800514
-0.000907198,-1612.288276
-0.000907289,-1476.028964
-0.000852856,-1338.010189
-0.000762116,-1197.398063
-0.000701623,-1067.259702
-0.000610846,-933.6321513
-0.000520016,-798.238942
-0.000429294,-663.7267034
-0.000399085,-528.3372109
-0.000314387,-394.6489463
-0.000217532,-265.1871118
-0.000157075,-128.8299144
-6.63E-05,-0.399509772
-7.24E-05,19.68381425
-1.18E-05,8.321420726
4.26E-05,129.7604476
0.000157584,266.009847
0.000272547,408.939013
0.000417774,556.4031348
0.000526696,696.9917184
0.000611393,836.7191565
0.000690013,980.8452533
0.000786904,1122.332155
0.000877626,1257.74395
0.000962377,1403.63075
0.001059196,1549.542331
0.001119689,1685.838815
0.001222604,1825.654225
0.001228645,1830.895445
0.001222604,1854.474737
0.001234707,1691.934985
0.001168135,1553.011696
0.001113719,1407.075334
0.001065365,1269.044168
0.00094427,1118.769861
0.000865668,973.7900518
0.000762753,834.8903054
0.000684116,694.3450888
0.000557015,553.7379192
0.000454209,412.3897922
0.000314988,266.8486899
0.000224229,121.0090983
9.71E-05,-1.310019846
9.11E-05,-21.4127971
7.29E-05,-14.41075111
2.46E-05,-138.472271
-4.80E-05,-266.9639224
-0.000126719,-396.4307131
-0.000199297,-532.7346307
-0.000296133,-669.0187241
-0.000368746,-806.1590068
-0.000423124,-948.5045761
-0.000513882,-1087.408039
-0.000580454,-1215.788175
-0.000665134,-1351.168995
-0.00075591,-1488.295648
-0.000846705,-1623.687618
-0.000925324,-1761.694003
-0.000979757,-1888.350608
-0.00099186,-1894.459169
-0.00099186,-1867.37334
-0.000973734,-1760.777099
-0.000967782,-1633.253153
-0.000883085,-1493.487304
-0.000846832,-1358.107724
-0.000762098,-1215.736135
-0.000683443,-1080.365228
-0.000586624,-944.1046777
-0.000538269,-807.8515613
-0.000459595,-673.3318879
-0.000368819,-544.0633468
-0.000314387,-404.270239
-0.000235766,-272.1865558
-0.000157094,-141.0718167
-7.85E-05,-12.64546384
-3.61E-05,4.847012722
