panel zone shear distortion (rad),panel zone shear force (kN)
9.75E-06,19.48015997
9.75E-06,49.92921032
9.84E-06,127.0427962
2.95E-05,252.3593798
0.000128058,378.6841609
0.000231283,510.9452779
0.000339608,651.579518
0.000452726,781.2215536
0.000566015,914.240369
0.000669206,1046.415919
0.000757766,1184.519125
0.000890735,1314.141319
0.000994013,1447.984798
0.001082316,1580.116945
0.001121847,1593.683586
0.001112092,1453.887651
0.001102253,1325.959427
0.00106777,1190.419498
0.000954651,1059.942878
0.000841364,922.6953382
0.000733039,788.8518595
0.00060007,649.9227508
0.000511595,513.5159955
0.00037358,385.5468479
0.000295029,257.4822133
0.000196544,127.8686996
0.000108011,1.712757533
5.37E-05,-23.69797188
-2.00E-05,-133.7343501
-0.000098736,-260.6605774
-0.000182253,-390.1066781
-0.000231454,-523.8286274
-0.000310175,-647.411558
-0.000369129,-777.7765692
-0.000437837,-907.3107168
-0.000496793,-1038.537594
-0.000585353,-1174.03908
-0.000678961,-1303.60051
-0.000747586,-1429.792601
-0.000860873,-1551.731165
-0.000914951,-1594.948483
-0.000914951,-1434.914194
-0.000890308,-1305.349044
-0.000811502,-1171.555169
-0.000742878,-1040.293569
-0.00066912,-906.5170557
-0.000610166,-776.1260024
-0.000541286,-644.0471794
-0.000482417,-515.3699377
-0.000403612,-390.9425023
-0.000339779,-262.3557876
-0.000266022,-131.1896747
-0.000177376,-7.600990114
-0.000147805,29.6517931
-8.39E-05,115.1824014
2.42E-05,243.0611458
0.000103074,368.5228206
0.000221187,503.314972
0.00033439,640.5811131
0.000447593,776.1508043
0.00056071,910.0091641
0.000678876,1046.413439
0.000772398,1177.735804
0.000870627,1314.984584
0.000993755,1451.357857
0.001082145,1588.599196
0.00110191,1586.900265
0.001116884,1558.923717
0.001096948,1458.94724
0.001092071,1324.260496
0.001018314,1195.479087
0.000934716,1057.385802
0.000776934,918.4430514
0.000678533,782.0449768
0.00059006,648.2101792
0.000437411,509.2599886
0.000334133,377.9004208
0.000235648,255.8142852
0.000147057,120.229217
6.33E-05,-10.14803412
3.40E-05,5.944570114
-6.46E-05,-131.1971153
-0.000148104,-265.747448
-0.000226832,-395.1749474
-0.000315563,-527.2066465
-0.000334817,-660.9471974
-0.00039882,-788.7886147
-0.000472405,-919.1771882
-0.000556174,-1052.115397
-0.000649611,-1182.515131
-0.000688887,-1306.155106
-0.000777275,-1434.876991
-0.000880809,-1559.370151
-0.000910074,-1600.032874
-0.000910244,-1434.914194
-0.000880468,-1309.590169
-0.000821513,-1182.569695
-0.000728076,-1048.780781
-0.000679046,-915.8400918
-0.000585439,-785.4626794
-0.00052657,-656.7531952
-0.000477454,-526.3733029
-0.000408659,-390.938782
-0.000315222,-262.3570276
-0.000251304,-134.5862955
-0.000143018,-15.22043285
-0.00012342,13.56378963
-6.91E-05,115.1824014
2.41E-05,241.3622153
0.000127609,369.3636052
0.000240781,502.4580662
0.000339182,635.4905225
0.000462225,768.5204985
0.000575683,904.0678676
0.000678705,1038.768252
0.00079687,1175.167567
0.000895271,1314.104116
0.000978782,1441.189076
0.00108223,1579.224076
0.001116713,1597.887509
0.001097033,1445.380597
0.00108206,1308.994924
0.000978697,1177.68248
0.000865324,1041.295566
0.000801576,905.7395159
0.000668779,771.8799164
0.000580049,639.7304081
0.000442288,501.6321627
0.000343803,371.1034588
0.000235563,246.4590068
0.00012716,116.8519416
3.86E-05,-13.54506419
2.87E-05,4.246073677
